s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0107058E+000, 9.7850303E-002, 9.7850303E-002, 1.0000000E+000
 2.0042725E+000, 7.3231536E-002, 7.3231536E-002, 1.0000000E+000
 3.0126940E+000, 7.4360033E-002, 7.4360033E-002, 1.0000000E+000
 4.0053811E+000, 5.4436846E-002, 5.4436846E-002, 1.0000000E+000
 5.0006518E+000, 5.6768122E-002, 5.6768122E-002, 1.0000000E+000
 6.0050599E+000, 9.8225643E-002, 9.8225643E-002, 1.0000000E+000
 7.0023348E+000, 1.3577282E-001, 1.3577282E-001, 1.0000000E+000
 8.0020749E+000, 1.6061410E-001, 1.6061410E-001, 1.0000000E+000
 9.0036568E+000, 1.8477233E-001, 1.8477233E-001, 1.0000000E+000
 1.0001855E+001, 2.2153444E-001, 2.2153444E-001, 1.0000000E+000
 1.1004732E+001, 2.3387170E-001, 2.3387170E-001, 1.0000000E+000
 1.2006099E+001, 2.2908558E-001, 2.2908558E-001, 1.0000000E+000
 1.3002469E+001, 2.7192766E-001, 2.7192766E-001, 1.0000000E+000
 1.4005782E+001, 3.3853733E-001, 3.3853733E-001, 1.0000000E+000
 1.5002496E+001, 2.8048016E-001, 2.8048016E-001, 1.0000000E+000
 1.6004384E+001, 2.6444945E-001, 2.6444945E-001, 1.0000000E+000
 1.7002901E+001, 2.5836225E-001, 2.5836225E-001, 1.0000000E+000
 1.8001910E+001, 3.0460292E-001, 3.0460292E-001, 1.0000000E+000
 1.9002022E+001, 4.1116959E-001, 4.1116959E-001, 1.0000000E+000
 2.0001503E+001, 6.5501568E-001, 6.5501568E-001, 1.0000000E+000
 2.1003721E+001, 6.4376343E-001, 6.4376343E-001, 1.0000000E+000
 2.2001282E+001, 8.4260654E-001, 8.4260654E-001, 1.0000000E+000
 2.3000454E+001, 9.3264079E-001, 9.3264079E-001, 1.0000000E+000
 2.4003741E+001, 1.0307815E+000, 1.0307815E+000, 1.0000000E+000
 2.5004920E+001, 1.1096014E+000, 1.1096014E+000, 1.0000000E+000
 2.6001709E+001, 1.1473074E+000, 1.1473074E+000, 1.0000000E+000
 2.7000899E+001, 1.0460673E+000, 1.0460673E+000, 1.0000000E+000
 2.8005080E+001, 1.0826521E+000, 1.0826521E+000, 1.0000000E+000
 2.9002931E+001, 1.3917819E+000, 1.3917819E+000, 1.0000000E+000
 3.0002616E+001, 1.1745295E+000, 1.1745295E+000, 1.0000000E+000
 3.1002657E+001, 1.3454619E+000, 1.3454619E+000, 1.0000000E+000
