s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0084146E+000, 7.4077300E-002, 7.4077300E-002, 1.0000000E+000
 2.0027214E+000, 4.3973566E-002, 4.3973566E-002, 1.0000000E+000
 3.0155998E+000, 3.7171540E-002, 3.7171540E-002, 1.0000000E+000
 4.0093463E+000, 2.9474165E-002, 2.9474165E-002, 1.0000000E+000
 5.0004441E+000, 2.6652787E-002, 2.6652787E-002, 1.0000000E+000
 6.0001934E+000, 2.5606036E-002, 2.5606036E-002, 1.0000000E+000
 7.0042361E+000, 5.6416950E-002, 5.6416950E-002, 1.0000000E+000
 8.0056040E+000, 6.8194170E-002, 6.8194170E-002, 1.0000000E+000
 9.0007858E+000, 1.0126661E-001, 1.0126661E-001, 1.0000000E+000
 1.0002787E+001, 1.1631673E-001, 1.1631673E-001, 1.0000000E+000
 1.1004559E+001, 1.2574422E-001, 1.2574422E-001, 1.0000000E+000
 1.2001790E+001, 1.3592891E-001, 1.3592891E-001, 1.0000000E+000
 1.3000985E+001, 1.4994852E-001, 1.4994852E-001, 1.0000000E+000
 1.4004602E+001, 1.6597759E-001, 1.6597759E-001, 1.0000000E+000
 1.5000390E+001, 1.8103317E-001, 1.8103317E-001, 1.0000000E+000
 1.6002106E+001, 1.8845532E-001, 1.8845532E-001, 1.0000000E+000
 1.7003366E+001, 1.9691023E-001, 1.9691023E-001, 1.0000000E+000
 1.8000555E+001, 2.0946303E-001, 2.0946303E-001, 1.0000000E+000
 1.9000459E+001, 2.2080437E-001, 2.2080437E-001, 1.0000000E+000
 2.0001018E+001, 2.7708779E-001, 2.7708779E-001, 1.0000000E+000
 2.1003288E+001, 3.7350339E-001, 3.7350339E-001, 1.0000000E+000
 2.2001692E+001, 4.8554891E-001, 4.8554891E-001, 1.0000000E+000
 2.3004330E+001, 5.1512048E-001, 5.1512048E-001, 1.0000000E+000
 2.4000567E+001, 4.0549103E-001, 4.0549103E-001, 1.0000000E+000
 2.5004320E+001, 3.3601318E-001, 3.3601318E-001, 1.0000000E+000
 2.6002576E+001, 4.9709245E-001, 4.9709245E-001, 1.0000000E+000
 2.7003251E+001, 4.9783673E-001, 4.9783673E-001, 1.0000000E+000
 2.8002466E+001, 4.1796644E-001, 4.1796644E-001, 1.0000000E+000
 2.9000041E+001, 4.5267843E-001, 4.5267843E-001, 1.0000000E+000
 3.0001209E+001, 5.3687159E-001, 5.3687159E-001, 1.0000000E+000
 3.1002008E+001, 6.4107929E-001, 6.4107929E-001, 1.0000000E+000
