s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0064557E+000, 3.8304133E-002, 3.8304133E-002, 1.0000000E+000
 2.0018224E+000, 6.1502011E-002, 6.1502011E-002, 1.0000000E+000
 3.0067528E+000, 7.0080433E-002, 7.0080433E-002, 1.0000000E+000
 4.0054750E+000, 7.3195995E-002, 7.3195995E-002, 1.0000000E+000
 5.0040322E+000, 7.4338243E-002, 7.4338243E-002, 1.0000000E+000
 6.0042382E+000, 7.4757694E-002, 7.4757694E-002, 1.0000000E+000
 7.0011178E+000, 7.4910975E-002, 7.4910975E-002, 1.0000000E+000
 8.0065782E+000, 7.4967570E-002, 7.4967570E-002, 1.0000000E+000
 9.0062826E+000, 7.4988110E-002, 7.4988110E-002, 1.0000000E+000
 1.0001837E+001, 7.4995624E-002, 7.4995624E-002, 1.0000000E+000
 1.1001058E+001, 7.4998396E-002, 7.4998396E-002, 1.0000000E+000
 1.2001351E+001, 7.4999412E-002, 7.4999412E-002, 1.0000000E+000
 1.3000595E+001, 7.4999784E-002, 7.4999784E-002, 1.0000000E+000
 1.4002361E+001, 5.0669883E-002, 5.0669883E-002, 1.0000000E+000
 1.5000749E+001, 3.8765750E-002, 3.8765750E-002, 1.0000000E+000
 1.6004115E+001, 8.4089161E-002, 8.4089161E-002, 1.0000000E+000
 1.7000082E+001, 1.0993652E-001, 1.0993652E-001, 1.0000000E+000
 1.8003652E+001, 1.1949807E-001, 1.1949807E-001, 1.0000000E+000
 1.9000828E+001, 1.2297667E-001, 1.2297667E-001, 1.0000000E+000
 2.0002050E+001, 1.3974030E-001, 1.3974030E-001, 1.0000000E+000
 2.1003247E+001, 1.6209000E-001, 1.6209000E-001, 1.0000000E+000
 2.2000946E+001, 1.7025568E-001, 1.7025568E-001, 1.0000000E+000
 2.3005032E+001, 1.7326826E-001, 1.7326826E-001, 1.0000000E+000
 2.4005741E+001, 1.7436521E-001, 1.7436521E-001, 1.0000000E+000
 2.5004023E+001, 1.7476678E-001, 1.7476678E-001, 1.0000000E+000
 2.6000574E+001, 1.8622526E-001, 1.8622526E-001, 1.0000000E+000
 2.7006256E+001, 2.1086134E-001, 2.1086134E-001, 1.0000000E+000
 2.8001751E+001, 2.1979240E-001, 2.1979240E-001, 1.0000000E+000
 2.9004846E+001, 2.2309524E-001, 2.2309524E-001, 1.0000000E+000
 3.0000801E+001, 2.2429850E-001, 2.2429850E-001, 1.0000000E+000
 3.1002839E+001, 2.2474315E-001, 2.2474315E-001, 1.0000000E+000
