s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0129067E+000, 9.4173977E-002, 9.4173977E-002, 1.0000000E+000
 2.0086951E+000, 7.7796589E-002, 7.7796589E-002, 1.0000000E+000
 3.0044834E+000, 4.5276917E-002, 4.5276917E-002, 1.0000000E+000
 4.0127190E+000, 5.8029139E-002, 5.8029139E-002, 1.0000000E+000
 5.0069039E+000, 7.7542889E-002, 7.7542889E-002, 1.0000000E+000
 6.0004928E+000, 1.3143916E-001, 1.3143916E-001, 1.0000000E+000
 7.0062777E+000, 1.6458356E-001, 1.6458356E-001, 1.0000000E+000
 8.0021390E+000, 2.4776444E-001, 2.4776444E-001, 1.0000000E+000
 9.0032469E+000, 3.2095798E-001, 3.2095798E-001, 1.0000000E+000
 1.0002405E+001, 3.7271497E-001, 3.7271497E-001, 1.0000000E+000
 1.1000818E+001, 5.2870626E-001, 5.2870626E-001, 1.0000000E+000
 1.2003210E+001, 6.6859643E-001, 6.6859643E-001, 1.0000000E+000
 1.3001855E+001, 7.2128917E-001, 7.2128917E-001, 1.0000000E+000
 1.4002318E+001, 8.4808022E-001, 8.4808022E-001, 1.0000000E+000
 1.5000899E+001, 9.3621741E-001, 9.3621741E-001, 1.0000000E+000
 1.6003909E+001, 1.0183167E+000, 1.0183167E+000, 1.0000000E+000
 1.7000343E+001, 1.1404714E+000, 1.1404714E+000, 1.0000000E+000
 1.8003038E+001, 1.2404105E+000, 1.2404105E+000, 1.0000000E+000
 1.9001250E+001, 1.3527836E+000, 1.3527836E+000, 1.0000000E+000
 2.0001238E+001, 1.4503213E+000, 1.4503213E+000, 1.0000000E+000
 2.1002196E+001, 1.5655731E+000, 1.5655731E+000, 1.0000000E+000
 2.2003092E+001, 1.6754834E+000, 1.6754834E+000, 1.0000000E+000
 2.3000302E+001, 1.7960928E+000, 1.7960928E+000, 1.0000000E+000
 2.4001336E+001, 1.9087604E+000, 1.9087604E+000, 1.0000000E+000
 2.5003200E+001, 2.0201810E+000, 2.0201810E+000, 1.0000000E+000
 2.6002476E+001, 2.1302096E+000, 2.1302096E+000, 1.0000000E+000
 2.7000650E+001, 2.2535423E+000, 2.2535423E+000, 1.0000000E+000
 2.8001161E+001, 2.3791172E+000, 2.3791172E+000, 1.0000000E+000
 2.9001192E+001, 2.4982249E+000, 2.4982249E+000, 1.0000000E+000
 3.0002489E+001, 2.6205740E+000, 2.6205740E+000, 1.0000000E+000
 3.1003250E+001, 2.7507856E+000, 2.7507856E+000, 1.0000000E+000
