s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0091237E+000, 8.1924936E-002, 8.1924936E-002, 1.0000000E+000
 2.0019949E+000, 7.7551384E-002, 7.7551384E-002, 1.0000000E+000
 3.0009507E+000, 7.5934729E-002, 7.5934729E-002, 1.0000000E+000
 4.0102049E+000, 7.5338922E-002, 7.5338922E-002, 1.0000000E+000
 5.0051767E+000, 7.6824772E-002, 7.6824772E-002, 1.0000000E+000
 6.0000391E+000, 1.0724127E-001, 1.0724127E-001, 1.0000000E+000
 7.0047260E+000, 1.0570810E-001, 1.0570810E-001, 1.0000000E+000
 8.0026088E+000, 1.3265038E-001, 1.3265038E-001, 1.0000000E+000
 9.0049269E+000, 1.7072603E-001, 1.7072603E-001, 1.0000000E+000
 1.0007047E+001, 2.0514440E-001, 2.0514440E-001, 1.0000000E+000
 1.1004458E+001, 2.4133850E-001, 2.4133850E-001, 1.0000000E+000
 1.2006191E+001, 2.6268025E-001, 2.6268025E-001, 1.0000000E+000
 1.3001203E+001, 2.9760986E-001, 2.9760986E-001, 1.0000000E+000
 1.4003228E+001, 3.1497605E-001, 3.1497605E-001, 1.0000000E+000
 1.5001101E+001, 3.4707327E-001, 3.4707327E-001, 1.0000000E+000
 1.6003209E+001, 3.6477967E-001, 3.6477967E-001, 1.0000000E+000
 1.7005739E+001, 3.8789189E-001, 3.8789189E-001, 1.0000000E+000
 1.8004490E+001, 4.1137341E-001, 4.1137341E-001, 1.0000000E+000
 1.9000986E+001, 4.1998406E-001, 4.1998406E-001, 1.0000000E+000
 2.0000863E+001, 4.5240517E-001, 4.5240517E-001, 1.0000000E+000
 2.1000180E+001, 4.6670824E-001, 4.6670824E-001, 1.0000000E+000
 2.2002207E+001, 4.7328689E-001, 4.7328689E-001, 1.0000000E+000
 2.3003781E+001, 5.0605612E-001, 5.0605612E-001, 1.0000000E+000
 2.4000131E+001, 5.1802342E-001, 5.1802342E-001, 1.0000000E+000
 2.5002634E+001, 5.0044873E-001, 5.0044873E-001, 1.0000000E+000
 2.6002644E+001, 5.4717398E-001, 5.4717398E-001, 1.0000000E+000
 2.7003962E+001, 5.6480114E-001, 5.6480114E-001, 1.0000000E+000
 2.8001508E+001, 5.7124807E-001, 5.7124807E-001, 1.0000000E+000
 2.9000239E+001, 5.7441218E-001, 5.7441218E-001, 1.0000000E+000
 3.0000493E+001, 6.0643848E-001, 6.0643848E-001, 1.0000000E+000
 3.1002127E+001, 6.1819897E-001, 6.1819897E-001, 1.0000000E+000
