s,m
Time,"x"
 0.0000000E+000, 1.2500000E-002
 1.0021584E+000, 1.2500000E-002
 2.0046045E+000, 6.2506840E-002
 3.0005302E+000, 6.5498520E-002
 4.0028892E+000, 5.9378839E-002
 5.0007315E+000, 6.1819130E-002
 6.0014673E+000, 4.6140819E-002
 7.0015732E+000, 1.5064726E-002
 8.0003736E+000, 1.7620557E-002
 9.0011959E+000, 3.7361948E-002
 1.0000212E+001, 3.2734253E-002
 1.1001444E+001, 1.8593714E-001
 1.2002016E+001, 5.9789384E-001
 1.3000500E+001, 8.2926680E-001
 1.4000712E+001, 8.8014040E-001
 1.5000086E+001, 7.3607848E-001
 1.6001636E+001, 8.1513410E-001
 1.7000450E+001, 9.5898228E-001
 1.8002436E+001, 1.3418174E+000
 1.9000977E+001, 1.5696223E+000
 2.0000413E+001, 1.6597769E+000
 2.1000589E+001, 1.7458386E+000
 2.2001256E+001, 1.9056154E+000
 2.3000950E+001, 2.0093121E+000
 2.4001513E+001, 2.0301074E+000
 2.5002089E+001, 2.1427611E+000
 2.6001732E+001, 2.2267375E+000
 2.7000054E+001, 2.2383413E+000
 2.8002048E+001, 2.2530386E+000
 2.9001109E+001, 2.2799037E+000
 3.0000281E+001, 2.3455818E+000
 3.1000786E+001, 2.3714291E+000
 3.2000300E+001, 2.3930828E+000
 3.3001877E+001, 2.4302045E+000
 3.4002888E+001, 2.4612340E+000
 3.5000751E+001, 2.4835375E+000
 3.6000596E+001, 2.5163321E+000
 3.7001128E+001, 2.5623853E+000
 3.8003181E+001, 2.5978070E+000
 3.9002829E+001, 2.6250390E+000
 4.0001896E+001, 2.6611890E+000
 4.1001370E+001, 2.6972115E+000
 4.2002964E+001, 2.7517813E+000
 4.3000843E+001, 2.8173203E+000
 4.4001044E+001, 2.8880130E+000
 4.5002934E+001, 2.9355392E+000
 4.6002579E+001, 3.0182287E+000
 4.7000787E+001, 3.1324570E+000
 4.8000910E+001, 3.1567369E+000
 4.9002520E+001, 3.2472889E+000
 5.0002478E+001, 3.3518622E+000
 5.1000629E+001, 3.5171949E+000
 5.2002283E+001, 3.6654719E+000
 5.3000283E+001, 3.7431256E+000
 5.4001407E+001, 3.9327239E+000
 5.5002054E+001, 4.0989047E+000
 5.6002205E+001, 4.2189983E+000
 5.7000704E+001, 4.3902032E+000
 5.8001101E+001, 4.6229030E+000
 5.9000019E+001, 4.9028082E+000
 6.0002014E+001, 5.1125271E+000
 6.1000067E+001, 5.2299363E+000
 6.2000857E+001, 5.4195295E+000
 6.3001593E+001, 5.5361847E+000
 6.4000399E+001, 5.6919694E+000
 6.5001777E+001, 5.8084416E+000
 6.6001801E+001, 5.9101108E+000
 6.7001606E+001, 6.0006614E+000
 6.8002472E+001, 6.2229023E+000
 6.9002032E+001, 6.2797132E+000
 7.0002540E+001, 6.4243022E+000
 7.1000019E+001, 6.4717301E+000
 7.2002076E+001, 6.6394451E+000
 7.3000645E+001, 6.8237541E+000
 7.4002237E+001, 6.7702703E+000
 7.5001252E+001, 6.9379600E+000
 7.6001084E+001, 7.0277510E+000
 7.7003417E+001, 7.2581474E+000
 7.8001767E+001, 7.2926527E+000
 7.9000583E+001, 7.3872473E+000
 8.0001237E+001, 7.4378671E+000
 8.1000218E+001, 7.4558750E+000
 8.2003765E+001, 7.5673281E+000
 8.3003569E+001, 7.5917101E+000
 8.4001388E+001, 7.6520284E+000
 8.5002398E+001, 7.6774384E+000
 8.6000322E+001, 7.7372451E+000
 8.7002043E+001, 7.8113021E+000
 8.8001168E+001, 7.8423184E+000
 8.9001834E+001, 7.8666253E+000
 9.0001140E+001, 7.9175366E+000
 9.1000448E+001, 7.9670408E+000
 9.2002352E+001, 7.9685500E+000
 9.3000435E+001, 7.9875000E+000
 9.4000360E+001, 7.9760142E+000
 9.5004026E+001, 7.9875000E+000
 9.6006076E+001, 7.9875000E+000
 9.7004953E+001, 7.9826815E+000
 9.8003662E+001, 7.9760810E+000
 9.9004880E+001, 7.9772879E+000
 1.0000172E+002, 7.9875000E+000
 1.0100038E+002, 7.9875000E+000
 1.0200740E+002, 7.9875000E+000
 1.0300822E+002, 7.8587379E+000
 1.0400361E+002, 7.5121333E+000
 1.0500092E+002, 7.7329861E+000
 1.0600265E+002, 7.1516148E+000
 1.0700033E+002, 7.8331464E+000
 1.0800062E+002, 7.9875000E+000
 1.0900560E+002, 7.9875000E+000
 1.1000662E+002, 7.4936173E+000
 1.1100663E+002, 6.7731108E+000
 1.1200524E+002, 7.3537798E+000
 1.1300678E+002, 7.9856983E+000
 1.1400915E+002, 7.9763614E+000
 1.1500160E+002, 7.4110000E+000
 1.1600566E+002, 7.7422398E+000
 1.1700769E+002, 7.9875000E+000
 1.1800255E+002, 7.9875000E+000
 1.1901036E+002, 7.9875000E+000
 1.2000000E+002, 7.7983399E+000
