s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0154386E+000, 9.8338981E-002, 9.8338981E-002, 1.0000000E+000
 2.0055704E+000, 5.1918129E-002, 5.1918129E-002, 1.0000000E+000
 3.0052615E+000, 3.4807430E-002, 3.4807430E-002, 1.0000000E+000
 4.0113567E+000, 2.8555454E-002, 2.8555454E-002, 1.0000000E+000
 5.0099142E+000, 2.6300293E-002, 2.6300293E-002, 1.0000000E+000
 6.0086927E+000, 2.5475546E-002, 2.5475546E-002, 1.0000000E+000
 7.0089009E+000, 2.5683603E-002, 2.5683603E-002, 1.0000000E+000
 8.0088355E+000, 5.6963978E-002, 5.6963978E-002, 1.0000000E+000
 9.0002715E+000, 6.8343083E-002, 6.8343083E-002, 1.0000000E+000
 1.0000865E+001, 4.3080927E-002, 4.3080927E-002, 1.0000000E+000
 1.1006728E+001, 3.1588450E-002, 3.1588450E-002, 1.0000000E+000
 1.2005693E+001, 2.7417249E-002, 2.7417249E-002, 1.0000000E+000
 1.3003665E+001, 3.7112858E-002, 3.7112858E-002, 1.0000000E+000
 1.4003425E+001, 6.1106130E-002, 6.1106130E-002, 1.0000000E+000
 1.5000314E+001, 6.9890139E-002, 6.9890139E-002, 1.0000000E+000
 1.6001839E+001, 7.3128675E-002, 7.3128675E-002, 1.0000000E+000
 1.7004235E+001, 7.4315344E-002, 7.4315344E-002, 1.0000000E+000
 1.8001203E+001, 8.0474377E-002, 8.0474377E-002, 1.0000000E+000
 1.9000347E+001, 1.0866194E-001, 1.0866194E-001, 1.0000000E+000
 2.0005042E+001, 1.1903624E-001, 1.1903624E-001, 1.0000000E+000
 2.1004803E+001, 1.2281304E-001, 1.2281304E-001, 1.0000000E+000
 2.2003467E+001, 1.2222920E-001, 1.2222920E-001, 1.0000000E+000
 2.3004695E+001, 1.2335327E-001, 1.2335327E-001, 1.0000000E+000
 2.4005666E+001, 1.2426447E-001, 1.2426447E-001, 1.0000000E+000
 2.5006827E+001, 1.2490866E-001, 1.2490866E-001, 1.0000000E+000
 2.6004135E+001, 1.3234337E-001, 1.3234337E-001, 1.0000000E+000
 2.7006248E+001, 1.5244785E-001, 1.5244785E-001, 1.0000000E+000
 2.8000934E+001, 1.5458355E-001, 1.5458355E-001, 1.0000000E+000
 2.9004091E+001, 1.5573376E-001, 1.5573376E-001, 1.0000000E+000
 3.0003198E+001, 1.6587171E-001, 1.6587171E-001, 1.0000000E+000
 3.1002078E+001, 1.7172700E-001, 1.7172700E-001, 1.0000000E+000
