s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0042935E+000, 8.0894872E-002, 8.0894872E-002, 1.0000000E+000
 2.0055663E+000, 6.3244076E-002, 6.3244076E-002, 1.0000000E+000
 3.0068392E+000, 3.8976843E-002, 3.8976843E-002, 1.0000000E+000
 4.0081121E+000, 3.0108036E-002, 3.0108036E-002, 1.0000000E+000
 5.0083310E+000, 2.6867984E-002, 2.6867984E-002, 1.0000000E+000
 6.0037122E+000, 2.5686461E-002, 2.5686461E-002, 1.0000000E+000
 7.0077139E+000, 2.5250214E-002, 2.5250214E-002, 1.0000000E+000
 8.0003299E+000, 2.5413332E-002, 2.5413332E-002, 1.0000000E+000
 9.0022614E+000, 2.6264741E-002, 2.6264741E-002, 1.0000000E+000
 1.0004193E+001, 2.7656848E-002, 2.7656848E-002, 1.0000000E+000
 1.1002750E+001, 2.6358229E-002, 2.6358229E-002, 1.0000000E+000
 1.2005639E+001, 2.8052598E-002, 2.8052598E-002, 1.0000000E+000
 1.3008536E+001, 3.2916449E-002, 3.2916449E-002, 1.0000000E+000
 1.4002388E+001, 3.4732833E-002, 3.4732833E-002, 1.0000000E+000
 1.5007579E+001, 2.8549893E-002, 2.8549893E-002, 1.0000000E+000
 1.6003125E+001, 2.6305543E-002, 2.6305543E-002, 1.0000000E+000
 1.7006490E+001, 2.5476365E-002, 2.5476365E-002, 1.0000000E+000
 1.8004407E+001, 5.5167903E-002, 5.5167903E-002, 1.0000000E+000
 1.9000307E+001, 6.7700888E-002, 6.7700888E-002, 1.0000000E+000
 2.0006161E+001, 7.2339994E-002, 7.2339994E-002, 1.0000000E+000
 2.1005476E+001, 7.4023899E-002, 7.4023899E-002, 1.0000000E+000
 2.2000379E+001, 8.2404547E-002, 8.2404547E-002, 1.0000000E+000
 2.3000327E+001, 1.0936932E-001, 1.0936932E-001, 1.0000000E+000
 2.4002602E+001, 1.1927700E-001, 1.1927700E-001, 1.0000000E+000
 2.5004345E+001, 1.2488581E-001, 1.2488581E-001, 1.0000000E+000
 2.6003208E+001, 1.3098063E-001, 1.3098063E-001, 1.0000000E+000
 2.7002020E+001, 1.2866467E-001, 1.2866467E-001, 1.0000000E+000
 2.8002405E+001, 1.4466911E-001, 1.4466911E-001, 1.0000000E+000
 2.9001324E+001, 2.1645112E-001, 2.1645112E-001, 1.0000000E+000
 3.0002481E+001, 2.1130233E-001, 2.1130233E-001, 1.0000000E+000
 3.1002134E+001, 2.2026105E-001, 2.2026105E-001, 1.0000000E+000
