s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0015983E+000, 1.6749250E-001, 1.6749250E-001, 1.0000000E+000
 2.0083225E+000, 7.6798366E-002, 7.6798366E-002, 1.0000000E+000
 3.0013694E+000, 4.4100967E-002, 4.4100967E-002, 1.0000000E+000
 4.0014506E+000, 3.1997544E-002, 3.1997544E-002, 1.0000000E+000
 5.0058179E+000, 2.7552295E-002, 2.7552295E-002, 1.0000000E+000
 6.0008338E+000, 2.5939656E-002, 2.5939656E-002, 1.0000000E+000
 7.0033195E+000, 2.5343567E-002, 2.5343567E-002, 1.0000000E+000
 8.0039029E+000, 2.5125925E-002, 2.5125925E-002, 1.0000000E+000
 9.0003062E+000, 2.5046358E-002, 2.5046358E-002, 1.0000000E+000
 1.0005257E+001, 2.5016919E-002, 2.5016919E-002, 1.0000000E+000
 1.1000060E+001, 2.5006238E-002, 2.5006238E-002, 1.0000000E+000
 1.2000041E+001, 2.5002288E-002, 2.5002288E-002, 1.0000000E+000
 1.3004220E+001, 2.5000836E-002, 2.5000836E-002, 1.0000000E+000
 1.4002034E+001, 2.5000307E-002, 2.5000307E-002, 1.0000000E+000
 1.5005662E+001, 2.5000112E-002, 2.5000112E-002, 1.0000000E+000
 1.6000579E+001, 3.9752107E-002, 3.9752107E-002, 1.0000000E+000
 1.7003179E+001, 4.7716819E-002, 4.7716819E-002, 1.0000000E+000
 1.8001765E+001, 4.8643128E-002, 4.8643128E-002, 1.0000000E+000
 1.9002708E+001, 4.1754408E-002, 4.1754408E-002, 1.0000000E+000
 2.0002592E+001, 4.8799044E-002, 4.8799044E-002, 1.0000000E+000
 2.1005006E+001, 5.5105714E-002, 5.5105714E-002, 1.0000000E+000
 2.2003895E+001, 5.8875867E-002, 5.8875867E-002, 1.0000000E+000
 2.3001879E+001, 6.7395800E-002, 6.7395800E-002, 1.0000000E+000
 2.4003092E+001, 6.9133949E-002, 6.9133949E-002, 1.0000000E+000
 2.5000645E+001, 7.2057054E-002, 7.2057054E-002, 1.0000000E+000
 2.6000585E+001, 7.3920543E-002, 7.3920543E-002, 1.0000000E+000
 2.7004494E+001, 7.8825760E-002, 7.8825760E-002, 1.0000000E+000
 2.8002335E+001, 7.6406159E-002, 7.6406159E-002, 1.0000000E+000
 2.9005555E+001, 7.5513927E-002, 7.5513927E-002, 1.0000000E+000
 3.0000290E+001, 7.5189455E-002, 7.5189455E-002, 1.0000000E+000
 3.1002024E+001, 7.5069368E-002, 7.5069368E-002, 1.0000000E+000
