s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0030093E+000, 1.6001480E-001, 1.6001480E-001, 1.0000000E+000
 2.0036098E+000, 7.4364691E-002, 7.4364691E-002, 1.0000000E+000
 3.0000755E+000, 4.3145953E-002, 4.3145953E-002, 1.0000000E+000
 4.0002705E+000, 3.1652133E-002, 3.1652133E-002, 1.0000000E+000
 5.0003943E+000, 2.7440745E-002, 2.7440745E-002, 1.0000000E+000
 6.0012985E+000, 2.5894903E-002, 2.5894903E-002, 1.0000000E+000
 7.0048899E+000, 4.4340224E-002, 4.4340224E-002, 1.0000000E+000
 8.0035468E+000, 6.3734807E-002, 6.3734807E-002, 1.0000000E+000
 9.0002767E+000, 7.0852940E-002, 7.0852940E-002, 1.0000000E+000
 1.0003816E+001, 7.5469196E-002, 7.5469196E-002, 1.0000000E+000
 1.1002734E+001, 1.0497196E-001, 1.0497196E-001, 1.0000000E+000
 1.2000013E+001, 9.6292915E-002, 9.6292915E-002, 1.0000000E+000
 1.3000809E+001, 1.0155846E-001, 1.0155846E-001, 1.0000000E+000
 1.4004373E+001, 1.4243271E-001, 1.4243271E-001, 1.0000000E+000
 1.5003531E+001, 1.3043051E-001, 1.3043051E-001, 1.0000000E+000
 1.6003578E+001, 1.3556801E-001, 1.3556801E-001, 1.0000000E+000
 1.7001331E+001, 1.2617917E-001, 1.2617917E-001, 1.0000000E+000
 1.8001187E+001, 1.1354182E-001, 1.1354182E-001, 1.0000000E+000
 1.9005030E+001, 1.6508236E-001, 1.6508236E-001, 1.0000000E+000
 2.0003850E+001, 1.3001549E-001, 1.3001549E-001, 1.0000000E+000
 2.1003824E+001, 1.1254304E-001, 1.1254304E-001, 1.0000000E+000
 2.2003959E+001, 9.2270165E-002, 9.2270165E-002, 1.0000000E+000
 2.3003423E+001, 8.0575304E-002, 8.0575304E-002, 1.0000000E+000
 2.4000561E+001, 7.7048832E-002, 7.7048832E-002, 1.0000000E+000
 2.5000599E+001, 6.9249466E-002, 6.9249466E-002, 1.0000000E+000
 2.6002496E+001, 6.5191629E-002, 6.5191629E-002, 1.0000000E+000
 2.7002512E+001, 6.9617478E-002, 6.9617478E-002, 1.0000000E+000
 2.8004675E+001, 7.0287879E-002, 7.0287879E-002, 1.0000000E+000
 2.9005287E+001, 5.9618430E-002, 5.9618430E-002, 1.0000000E+000
 3.0000968E+001, 6.2451206E-002, 6.2451206E-002, 1.0000000E+000
 3.1003720E+001, 7.0414165E-002, 7.0414165E-002, 1.0000000E+000
