s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0092635E+000, 6.3355177E-002, 6.3355177E-002, 1.0000000E+000
 2.0113385E+000, 3.8961643E-002, 3.8961643E-002, 1.0000000E+000
 3.0099662E+000, 3.0103545E-002, 3.0103545E-002, 1.0000000E+000
 4.0069656E+000, 2.8657241E-002, 2.8657241E-002, 1.0000000E+000
 5.0017280E+000, 2.6345890E-002, 2.6345890E-002, 1.0000000E+000
 6.0030566E+000, 2.7242182E-002, 2.7242182E-002, 1.0000000E+000
 7.0037981E+000, 5.7492381E-002, 5.7492381E-002, 1.0000000E+000
 8.0044518E+000, 8.4551609E-002, 8.4551609E-002, 1.0000000E+000
 9.0069013E+000, 1.1020442E-001, 1.1020442E-001, 1.0000000E+000
 1.0003360E+001, 1.1955641E-001, 1.1955641E-001, 1.0000000E+000
 1.1005342E+001, 1.2300746E-001, 1.2300746E-001, 1.0000000E+000
 1.2005052E+001, 1.4135010E-001, 1.4135010E-001, 1.0000000E+000
 1.3004835E+001, 1.5874923E-001, 1.5874923E-001, 1.0000000E+000
 1.4002276E+001, 1.6902562E-001, 1.6902562E-001, 1.0000000E+000
 1.5005906E+001, 1.7281685E-001, 1.7281685E-001, 1.0000000E+000
 1.6002459E+001, 1.7419656E-001, 1.7419656E-001, 1.0000000E+000
 1.7001605E+001, 1.8246646E-001, 1.8246646E-001, 1.0000000E+000
 1.8000858E+001, 1.6863016E-001, 1.6863016E-001, 1.0000000E+000
 1.9001846E+001, 1.4099151E-001, 1.4099151E-001, 1.0000000E+000
 2.0003243E+001, 3.1398546E-001, 3.1398546E-001, 1.0000000E+000
 2.1001174E+001, 3.6609512E-001, 3.6609512E-001, 1.0000000E+000
 2.2000637E+001, 2.2315014E-001, 2.2315014E-001, 1.0000000E+000
 2.3001934E+001, 4.2856538E-001, 4.2856538E-001, 1.0000000E+000
 2.4003074E+001, 5.4504033E-001, 5.4504033E-001, 1.0000000E+000
 2.5002079E+001, 3.9777210E-001, 3.9777210E-001, 1.0000000E+000
 2.6002036E+001, 3.8138776E-001, 3.8138776E-001, 1.0000000E+000
 2.7003382E+001, 4.6141198E-001, 4.6141198E-001, 1.0000000E+000
 2.8001106E+001, 5.6921279E-001, 5.6921279E-001, 1.0000000E+000
 2.9001288E+001, 6.8819709E-001, 6.8819709E-001, 1.0000000E+000
 3.0003770E+001, 7.1478371E-001, 7.1478371E-001, 1.0000000E+000
 3.1002175E+001, 5.3778714E-001, 5.3778714E-001, 1.0000000E+000
