s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0054066E+000, 8.7568221E-002, 8.7568221E-002, 1.0000000E+000
 2.0018513E+000, 7.9615431E-002, 7.9615431E-002, 1.0000000E+000
 3.0056769E+000, 7.7814884E-002, 7.7814884E-002, 1.0000000E+000
 4.0057209E+000, 1.0772718E-001, 1.0772718E-001, 1.0000000E+000
 5.0096434E+000, 9.5696245E-002, 9.5696245E-002, 1.0000000E+000
 6.0008476E+000, 8.8029972E-002, 8.8029972E-002, 1.0000000E+000
 7.0032373E+000, 7.9766733E-002, 7.9766733E-002, 1.0000000E+000
 8.0006326E+000, 1.0813572E-001, 1.0813572E-001, 1.0000000E+000
 9.0046855E+000, 1.1883904E-001, 1.1883904E-001, 1.0000000E+000
 1.0000407E+001, 1.2273039E-001, 1.2273039E-001, 1.0000000E+000
 1.1000624E+001, 1.2336993E-001, 1.2336993E-001, 1.0000000E+000
 1.2000759E+001, 1.5014814E-001, 1.5014814E-001, 1.0000000E+000
 1.3001844E+001, 1.8789863E-001, 1.8789863E-001, 1.0000000E+000
 1.4002966E+001, 2.1141168E-001, 2.1141168E-001, 1.0000000E+000
 1.5004779E+001, 2.1648666E-001, 2.1648666E-001, 1.0000000E+000
 1.6001733E+001, 2.4821945E-001, 2.4821945E-001, 1.0000000E+000
 1.7001156E+001, 2.5502002E-001, 2.5502002E-001, 1.0000000E+000
 1.8004557E+001, 2.6769833E-001, 2.6769833E-001, 1.0000000E+000
 1.9004624E+001, 2.9999615E-001, 2.9999615E-001, 1.0000000E+000
 2.0002563E+001, 3.1581543E-001, 3.1581543E-001, 1.0000000E+000
 2.1000725E+001, 3.2162659E-001, 3.2162659E-001, 1.0000000E+000
 2.2003068E+001, 3.4365229E-001, 3.4365229E-001, 1.0000000E+000
 2.3002680E+001, 3.6349324E-001, 3.6349324E-001, 1.0000000E+000
 2.4005653E+001, 3.3820490E-001, 3.3820490E-001, 1.0000000E+000
 2.5004759E+001, 3.9312713E-001, 3.9312713E-001, 1.0000000E+000
 2.6004011E+001, 3.3342340E-001, 3.3342340E-001, 1.0000000E+000
 2.7000519E+001, 4.3269726E-001, 4.3269726E-001, 1.0000000E+000
 2.8001322E+001, 3.6234018E-001, 3.6234018E-001, 1.0000000E+000
 2.9001303E+001, 5.6207396E-001, 5.6207396E-001, 1.0000000E+000
 3.0003601E+001, 3.9685707E-001, 3.9685707E-001, 1.0000000E+000
 3.1002936E+001, 8.9263202E-001, 8.9263202E-001, 1.0000000E+000
