s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0147668E+000, 1.1765518E-001, 1.1765518E-001, 1.0000000E+000
 2.0113148E+000, 8.4505158E-002, 8.4505158E-002, 1.0000000E+000
 3.0001919E+000, 7.2545354E-002, 7.2545354E-002, 1.0000000E+000
 4.0068517E+000, 9.3012829E-002, 9.3012829E-002, 1.0000000E+000
 5.0009266E+000, 1.5351947E-001, 1.5351947E-001, 1.0000000E+000
 6.0002550E+000, 2.2666872E-001, 2.2666872E-001, 1.0000000E+000
 7.0043871E+000, 3.4931484E-001, 3.4931484E-001, 1.0000000E+000
 8.0036420E+000, 4.9027498E-001, 4.9027498E-001, 1.0000000E+000
 9.0020986E+000, 6.1499306E-001, 6.1499306E-001, 1.0000000E+000
 1.0003934E+001, 7.3323025E-001, 7.3323025E-001, 1.0000000E+000
 1.1000998E+001, 8.5331602E-001, 8.5331602E-001, 1.0000000E+000
 1.2001427E+001, 9.3348685E-001, 9.3348685E-001, 1.0000000E+000
 1.3000655E+001, 9.7457174E-001, 9.7457174E-001, 1.0000000E+000
 1.4004882E+001, 9.7254703E-001, 9.7254703E-001, 1.0000000E+000
 1.5004367E+001, 1.0011520E+000, 1.0011520E+000, 1.0000000E+000
 1.6001486E+001, 1.2119310E+000, 1.2119310E+000, 1.0000000E+000
 1.7001788E+001, 1.3889743E+000, 1.3889743E+000, 1.0000000E+000
 1.8002515E+001, 1.5341039E+000, 1.5341039E+000, 1.0000000E+000
 1.9003030E+001, 1.6494024E+000, 1.6494024E+000, 1.0000000E+000
 2.0004679E+001, 1.6436404E+000, 1.6436404E+000, 1.0000000E+000
 2.1004596E+001, 1.8299476E+000, 1.8299476E+000, 1.0000000E+000
 2.2002431E+001, 1.9714460E+000, 1.9714460E+000, 1.0000000E+000
 2.3002119E+001, 2.1130193E+000, 2.1130193E+000, 1.0000000E+000
 2.4005943E+001, 2.2422361E+000, 2.2422361E+000, 1.0000000E+000
 2.5002372E+001, 2.3740871E+000, 2.3740871E+000, 1.0000000E+000
 2.6001703E+001, 2.5059401E+000, 2.5059401E+000, 1.0000000E+000
 2.7001177E+001, 2.6387605E+000, 2.6387605E+000, 1.0000000E+000
 2.8000603E+001, 2.7683721E+000, 2.7683721E+000, 1.0000000E+000
 2.9003048E+001, 2.9012160E+000, 2.9012160E+000, 1.0000000E+000
 3.0002964E+001, 3.0364530E+000, 3.0364530E+000, 1.0000000E+000
 3.1003673E+001, 3.1696065E+000, 3.1696065E+000, 1.0000000E+000
 3.2002944E+001, 3.2269271E+000, 3.2269271E+000, 1.0000000E+000
 3.3003208E+001, 3.4113499E+000, 3.4113499E+000, 1.0000000E+000
 3.4004562E+001, 3.5655772E+000, 3.5655772E+000, 1.0000000E+000
 3.5003367E+001, 3.7164831E+000, 3.7164831E+000, 1.0000000E+000
 3.6004144E+001, 3.8645655E+000, 3.8645655E+000, 1.0000000E+000
 3.7001149E+001, 3.9918789E+000, 3.9918789E+000, 1.0000000E+000
 3.8003470E+001, 4.1282210E+000, 4.1282210E+000, 1.0000000E+000
 3.9003929E+001, 4.1857788E+000, 4.1857788E+000, 1.0000000E+000
 4.0003932E+001, 4.3215739E+000, 4.3215739E+000, 1.0000000E+000
 4.1001327E+001, 4.5225737E+000, 4.5225737E+000, 1.0000000E+000
 4.2004236E+001, 4.6881947E+000, 4.6881947E+000, 1.0000000E+000
 4.3004102E+001, 4.7585250E+000, 4.7585250E+000, 1.0000000E+000
 4.4001078E+001, 4.8419410E+000, 4.8419410E+000, 1.0000000E+000
 4.5001596E+001, 5.0531397E+000, 5.0531397E+000, 1.0000000E+000
 4.6003960E+001, 5.2328868E+000, 5.2328868E+000, 1.0000000E+000
 4.7000978E+001, 5.4145939E+000, 5.4145939E+000, 1.0000000E+000
 4.8002469E+001, 5.5581692E+000, 5.5581692E+000, 1.0000000E+000
 4.9000140E+001, 5.7288599E+000, 5.7288599E+000, 1.0000000E+000
 5.0004829E+001, 5.8764129E+000, 5.8764129E+000, 1.0000000E+000
 5.1000407E+001, 6.0443882E+000, 6.0443882E+000, 1.0000000E+000
 5.2003499E+001, 6.2061419E+000, 6.2061419E+000, 1.0000000E+000
 5.3003656E+001, 6.3368143E+000, 6.3368143E+000, 1.0000000E+000
 5.4000752E+001, 6.3965328E+000, 6.3965328E+000, 1.0000000E+000
 5.5003183E+001, 6.5180275E+000, 6.5180275E+000, 1.0000000E+000
 5.6005119E+001, 6.4274713E+000, 6.4274713E+000, 1.0000000E+000
 5.7004472E+001, 6.5866309E+000, 6.5866309E+000, 1.0000000E+000
 5.8003949E+001, 6.7487925E+000, 6.7487925E+000, 1.0000000E+000
 5.9006197E+001, 7.0508430E+000, 7.0508430E+000, 1.0000000E+000
 6.0003959E+001, 7.1625840E+000, 7.1625840E+000, 1.0000000E+000
 6.1002885E+001, 7.3590961E+000, 7.3590961E+000, 1.0000000E+000
 6.2003035E+001, 7.5341298E+000, 7.5341298E+000, 1.0000000E+000
 6.3000676E+001, 7.6497192E+000, 7.6497192E+000, 1.0000000E+000
 6.4002092E+001, 7.7886316E+000, 7.7886316E+000, 1.0000000E+000
