s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0198651E+000, 4.5418121E-002, 4.5418121E-002, 1.0000000E+000
 2.0123630E+000, 3.2499298E-002, 3.2499298E-002, 1.0000000E+000
 3.0140689E+000, 2.7731698E-002, 2.7731698E-002, 1.0000000E+000
 4.0121899E+000, 2.5998918E-002, 2.5998918E-002, 1.0000000E+000
 5.0144026E+000, 2.5363984E-002, 2.5363984E-002, 1.0000000E+000
 6.0069826E+000, 2.5133968E-002, 2.5133968E-002, 1.0000000E+000
 7.0086942E+000, 2.5048922E-002, 2.5048922E-002, 1.0000000E+000
 8.0045861E+000, 2.5017994E-002, 2.5017994E-002, 1.0000000E+000
 9.0004363E+000, 2.5006624E-002, 2.5006624E-002, 1.0000000E+000
 1.0006632E+001, 2.5002412E-002, 2.5002412E-002, 1.0000000E+000
 1.1004076E+001, 4.1812373E-002, 4.1812373E-002, 1.0000000E+000
 1.2005673E+001, 6.2263218E-002, 6.2263218E-002, 1.0000000E+000
 1.3005486E+001, 7.0330438E-002, 7.0330438E-002, 1.0000000E+000
 1.4002401E+001, 7.3284327E-002, 7.3284327E-002, 1.0000000E+000
 1.5002304E+001, 7.4371638E-002, 7.4371638E-002, 1.0000000E+000
 1.6001548E+001, 7.4769551E-002, 7.4769551E-002, 1.0000000E+000
 1.7002911E+001, 7.4915642E-002, 7.4915642E-002, 1.0000000E+000
 1.8005367E+001, 1.0472634E-001, 1.0472634E-001, 1.0000000E+000
 1.9000379E+001, 1.1753474E-001, 1.1753474E-001, 1.0000000E+000
 2.0001203E+001, 1.2226605E-001, 1.2226605E-001, 1.0000000E+000
 2.1002706E+001, 1.2399956E-001, 1.2399956E-001, 1.0000000E+000
 2.2002452E+001, 1.2463317E-001, 1.2463317E-001, 1.0000000E+000
 2.3004665E+001, 1.2486579E-001, 1.2486579E-001, 1.0000000E+000
 2.4005235E+001, 1.2495081E-001, 1.2495081E-001, 1.0000000E+000
 2.5001497E+001, 1.2498190E-001, 1.2498190E-001, 1.0000000E+000
 2.6001399E+001, 1.2499336E-001, 1.2499336E-001, 1.0000000E+000
 2.7005792E+001, 1.2499758E-001, 1.2499758E-001, 1.0000000E+000
 2.8002443E+001, 1.2499911E-001, 1.2499911E-001, 1.0000000E+000
 2.9001096E+001, 1.2499967E-001, 1.2499967E-001, 1.0000000E+000
 3.0000334E+001, 1.2499988E-001, 1.2499988E-001, 1.0000000E+000
 3.1001613E+001, 1.2499996E-001, 1.2499996E-001, 1.0000000E+000
