s,m
Time,"x"
 0.0000000E+000, 5.0000000E-002
 1.0451975E+000, 7.3998253E-001
 2.0302560E+000, 5.0000000E-002
 3.0103263E+000, 5.0000000E-002
 4.0053885E+000, 5.0000000E-002
 5.0107789E+000, 8.0704677E-002
 6.0110791E+000, 1.8891892E-001
 7.0132610E+000, 3.0176491E-001
 8.0047831E+000, 3.7807419E-001
 9.0088242E+000, 5.0001479E-001
 1.0007126E+001, 6.2735335E-001
 1.1009930E+001, 7.4510749E-001
 1.2011092E+001, 8.7653342E-001
 1.3012695E+001, 9.9010239E-001
 1.4002765E+001, 1.1145200E+000
 1.5018052E+001, 1.2343849E+000
 1.6003822E+001, 1.3855631E+000
 1.7000426E+001, 1.5121401E+000
 1.8005911E+001, 1.6524404E+000
 1.9010683E+001, 1.7843069E+000
 2.0009172E+001, 1.9047489E+000
 2.1013214E+001, 2.0357305E+000
 2.2005669E+001, 2.1452660E+000
 2.3003631E+001, 2.2905964E+000
 2.4013161E+001, 2.4225003E+000
 2.5005320E+001, 2.5342808E+000
 2.6013241E+001, 2.6765062E+000
 2.7007542E+001, 2.7836990E+000
 2.8002956E+001, 2.9018020E+000
 2.9009004E+001, 3.0113477E+000
 3.0003077E+001, 3.1407652E+000
 3.1002831E+001, 3.2754924E+000
 3.2001564E+001, 3.3747078E+000
 3.3005366E+001, 3.4978368E+000
 3.4005910E+001, 3.6110338E+000
 3.5004671E+001, 3.7531459E+000
 3.6011152E+001, 3.8837458E+000
 3.7001678E+001, 3.9953427E+000
 3.8006743E+001, 4.1076562E+000
 3.9002433E+001, 4.2469292E+000
 4.0008132E+001, 4.3692460E+000
 4.1004682E+001, 4.4999187E+000
 4.2005001E+001, 4.6190507E+000
 4.3007086E+001, 4.7312253E+000
 4.4006714E+001, 4.8604303E+000
 4.5009185E+001, 4.9719524E+000
 4.6009364E+001, 5.0889340E+000
 4.7003332E+001, 5.2118721E+000
 4.8008279E+001, 5.3374419E+000
 4.9008008E+001, 5.4769250E+000
 5.0005631E+001, 5.5943244E+000
 5.1010757E+001, 5.7240263E+000
 5.2001627E+001, 5.8469902E+000
 5.3007005E+001, 5.9770993E+000
 5.4008548E+001, 6.0929273E+000
 5.5005097E+001, 6.2151793E+000
 5.6003104E+001, 6.3376061E+000
 5.7011947E+001, 6.4752222E+000
 5.8011344E+001, 6.5878306E+000
 5.9002039E+001, 6.6942258E+000
 6.0004186E+001, 6.8060306E+000
 6.1001784E+001, 6.9183266E+000
 6.2005642E+001, 7.0249117E+000
 6.3007089E+001, 7.1608628E+000
 6.4005836E+001, 7.2829528E+000
 6.5005160E+001, 7.3990478E+000
 6.6001518E+001, 7.5181668E+000
 6.7011978E+001, 7.6438236E+000
 6.8010298E+001, 7.7565273E+000
 6.9003189E+001, 7.8500000E+000
 7.0010731E+001, 7.7830243E+000
 7.1012137E+001, 7.7010707E+000
 7.2027099E+001, 7.2734436E+000
 7.3038350E+001, 7.3001754E+000
 7.4014117E+001, 6.8700000E+000
 7.5028916E+001, 7.0730769E+000
 7.6039715E+001, 6.7863710E+000
 7.7020083E+001, 7.0500000E+000
 7.8024960E+001, 7.2500000E+000
 7.9013497E+001, 6.3318182E+000
 8.0002035E+001, 7.0909091E+000
 8.1044492E+001, 7.0008621E+000
 8.2033030E+001, 6.8350000E+000
 8.3021567E+001, 7.2200000E+000
 8.4010105E+001, 7.1550000E+000
 8.5008527E+001, 7.2500000E+000
 8.6041549E+001, 7.1131579E+000
 8.7020201E+001, 7.3055556E+000
 8.8053223E+001, 7.2447368E+000
 8.9031875E+001, 7.0833333E+000
 9.0010527E+001, 7.2500000E+000
 9.1038111E+001, 6.5880952E+000
 9.2054822E+001, 6.5441176E+000
 9.3011726E+001, 6.5750000E+000
 9.4028437E+001, 6.4794118E+000
 9.5045148E+001, 6.5911765E+000
 9.6002052E+001, 6.6500000E+000
 9.7018763E+001, 6.6088235E+000
 9.8035473E+001, 6.7558824E+000
 9.9052184E+001, 7.0852941E+000
 1.0000909E+002, 7.3437500E+000
 1.0105570E+002, 7.4311429E+000
 1.0204251E+002, 7.1900000E+000
 1.0302932E+002, 7.4966667E+000
 1.0401612E+002, 7.3900000E+000
 1.0500293E+002, 7.0500000E+000
 1.0605553E+002, 5.9000000E+000
 1.0704233E+002, 6.4033333E+000
 1.0802256E+002, 6.5500000E+000
 1.0903569E+002, 6.6071429E+000
 1.1004881E+002, 6.7285714E+000
 1.1106193E+002, 6.9071429E+000
 1.1200269E+002, 7.1576923E+000
 1.1301581E+002, 7.2214286E+000
 1.1402893E+002, 7.2928571E+000
 1.1504205E+002, 7.4071429E+000
 1.1605518E+002, 7.5357143E+000
 1.1706830E+002, 5.6785714E+000
 1.1800182E+002, 5.0841085E+000
 1.1904161E+002, 5.2544652E+000
 1.2000000E+002, 5.3376485E+000
