s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0064723E+000, 7.2427301E-002, 7.2427301E-002, 1.0000000E+000
 2.0007876E+000, 4.4363803E-002, 4.4363803E-002, 1.0000000E+000
 3.0016707E+000, 3.2060293E-002, 3.2060293E-002, 1.0000000E+000
 4.0071512E+000, 2.7563189E-002, 2.7563189E-002, 1.0000000E+000
 5.0072437E+000, 2.5936831E-002, 2.5936831E-002, 1.0000000E+000
 6.0102001E+000, 2.6790777E-002, 2.6790777E-002, 1.0000000E+000
 7.0048847E+000, 2.8649445E-002, 2.8649445E-002, 1.0000000E+000
 8.0005358E+000, 2.6342164E-002, 2.6342164E-002, 1.0000000E+000
 9.0000461E+000, 2.8420266E-002, 2.8420266E-002, 1.0000000E+000
 1.0000129E+001, 3.2150945E-002, 3.2150945E-002, 1.0000000E+000
 1.1004295E+001, 5.9345374E-002, 5.9345374E-002, 1.0000000E+000
 1.2006665E+001, 6.9273324E-002, 6.9273324E-002, 1.0000000E+000
 1.3005454E+001, 9.3798992E-002, 9.3798992E-002, 1.0000000E+000
 1.4001931E+001, 1.1351605E-001, 1.1351605E-001, 1.0000000E+000
 1.5004591E+001, 1.2080228E-001, 1.2080228E-001, 1.0000000E+000
 1.6004258E+001, 1.2346052E-001, 1.2346052E-001, 1.0000000E+000
 1.7004147E+001, 1.2443523E-001, 1.2443523E-001, 1.0000000E+000
 1.8001916E+001, 1.4497860E-001, 1.4497860E-001, 1.0000000E+000
 1.9005486E+001, 1.6208813E-001, 1.6208813E-001, 1.0000000E+000
 2.0002732E+001, 1.7025389E-001, 1.7025389E-001, 1.0000000E+000
 2.1000552E+001, 1.7325656E-001, 1.7325656E-001, 1.0000000E+000
 2.2001339E+001, 1.7436134E-001, 1.7436134E-001, 1.0000000E+000
 2.3005209E+001, 1.7476672E-001, 1.7476672E-001, 1.0000000E+000
 2.4000577E+001, 1.6193463E-001, 1.6193463E-001, 1.0000000E+000
 2.5000926E+001, 1.6642009E-001, 1.6642009E-001, 1.0000000E+000
 2.6005147E+001, 1.4788906E-001, 1.4788906E-001, 1.0000000E+000
 2.7003235E+001, 1.7919407E-001, 1.7919407E-001, 1.0000000E+000
 2.8001772E+001, 1.7741955E-001, 1.7741955E-001, 1.0000000E+000
 2.9005064E+001, 1.4414980E-001, 1.4414980E-001, 1.0000000E+000
 3.0001989E+001, 1.4040637E-001, 1.4040637E-001, 1.0000000E+000
 3.1001571E+001, 1.5634224E-001, 1.5634224E-001, 1.0000000E+000
