s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0204957E+000, 9.8402052E-002, 9.8402052E-002, 1.0000000E+000
 2.0018009E+000, 6.0316291E-002, 6.0316291E-002, 1.0000000E+000
 3.0142575E+000, 3.9645417E-002, 3.9645417E-002, 1.0000000E+000
 4.0006341E+000, 6.2068113E-002, 6.2068113E-002, 1.0000000E+000
 5.0014803E+000, 1.1686043E-001, 1.1686043E-001, 1.0000000E+000
 6.0020036E+000, 1.7445672E-001, 1.7445672E-001, 1.0000000E+000
 7.0041610E+000, 2.6219642E-001, 2.6219642E-001, 1.0000000E+000
 8.0041924E+000, 3.2759848E-001, 3.2759848E-001, 1.0000000E+000
 9.0020289E+000, 4.4373905E-001, 4.4373905E-001, 1.0000000E+000
 1.0003163E+001, 3.9397900E-001, 3.9397900E-001, 1.0000000E+000
 1.1004340E+001, 5.7468133E-001, 5.7468133E-001, 1.0000000E+000
 1.2003478E+001, 7.2042375E-001, 7.2042375E-001, 1.0000000E+000
 1.3003048E+001, 8.7569140E-001, 8.7569140E-001, 1.0000000E+000
 1.4003724E+001, 1.0211105E+000, 1.0211105E+000, 1.0000000E+000
 1.5004831E+001, 1.1647130E+000, 1.1647130E+000, 1.0000000E+000
 1.6003634E+001, 1.3043060E+000, 1.3043060E+000, 1.0000000E+000
 1.7004694E+001, 1.4440209E+000, 1.4440209E+000, 1.0000000E+000
 1.8002623E+001, 1.5875719E+000, 1.5875719E+000, 1.0000000E+000
 1.9001374E+001, 1.7287338E+000, 1.7287338E+000, 1.0000000E+000
 2.0003143E+001, 1.8742815E+000, 1.8742815E+000, 1.0000000E+000
 2.1001393E+001, 2.0205358E+000, 2.0205358E+000, 1.0000000E+000
 2.2002786E+001, 2.1710931E+000, 2.1710931E+000, 1.0000000E+000
 2.3001456E+001, 2.3215178E+000, 2.3215178E+000, 1.0000000E+000
 2.4002531E+001, 2.4708842E+000, 2.4708842E+000, 1.0000000E+000
 2.5002791E+001, 2.6233321E+000, 2.6233321E+000, 1.0000000E+000
 2.6000753E+001, 2.7768647E+000, 2.7768647E+000, 1.0000000E+000
 2.7002927E+001, 2.9320377E+000, 2.9320377E+000, 1.0000000E+000
 2.8002995E+001, 3.0873162E+000, 3.0873162E+000, 1.0000000E+000
 2.9000496E+001, 3.2434966E+000, 3.2434966E+000, 1.0000000E+000
 3.0004324E+001, 3.4034901E+000, 3.4034901E+000, 1.0000000E+000
 3.1003389E+001, 3.5610526E+000, 3.5610526E+000, 1.0000000E+000
 3.2002317E+001, 3.7216202E+000, 3.7216202E+000, 1.0000000E+000
 3.3001941E+001, 3.8808108E+000, 3.8808108E+000, 1.0000000E+000
 3.4003780E+001, 4.0382693E+000, 4.0382693E+000, 1.0000000E+000
 3.5002645E+001, 4.1967125E+000, 4.1967125E+000, 1.0000000E+000
 3.6003421E+001, 4.3526935E+000, 4.3526935E+000, 1.0000000E+000
 3.7001185E+001, 4.5077568E+000, 4.5077568E+000, 1.0000000E+000
 3.8000414E+001, 4.6617957E+000, 4.6617957E+000, 1.0000000E+000
 3.9004367E+001, 4.8187525E+000, 4.8187525E+000, 1.0000000E+000
 4.0004012E+001, 4.9717524E+000, 4.9717524E+000, 1.0000000E+000
 4.1002158E+001, 5.1262086E+000, 5.1262086E+000, 1.0000000E+000
 4.2000546E+001, 5.2807834E+000, 5.2807834E+000, 1.0000000E+000
 4.3000987E+001, 5.4343229E+000, 5.4343229E+000, 1.0000000E+000
 4.4000103E+001, 5.5870795E+000, 5.5870795E+000, 1.0000000E+000
 4.5001458E+001, 5.7404727E+000, 5.7404727E+000, 1.0000000E+000
 4.6001729E+001, 5.8908444E+000, 5.8908444E+000, 1.0000000E+000
 4.7002010E+001, 6.0403127E+000, 6.0403127E+000, 1.0000000E+000
 4.8000435E+001, 6.1835955E+000, 6.1835955E+000, 1.0000000E+000
 4.9003679E+001, 6.3285264E+000, 6.3285264E+000, 1.0000000E+000
 5.0003848E+001, 6.4670482E+000, 6.4670482E+000, 1.0000000E+000
 5.1004347E+001, 6.6048078E+000, 6.6048078E+000, 1.0000000E+000
 5.2001536E+001, 6.7384738E+000, 6.7384738E+000, 1.0000000E+000
 5.3001620E+001, 6.8727695E+000, 6.8727695E+000, 1.0000000E+000
 5.4000405E+001, 7.0066664E+000, 7.0066664E+000, 1.0000000E+000
 5.5002156E+001, 7.1304869E+000, 7.1304869E+000, 1.0000000E+000
 5.6001402E+001, 7.2526759E+000, 7.2526759E+000, 1.0000000E+000
 5.7002248E+001, 7.3797778E+000, 7.3797778E+000, 1.0000000E+000
 5.8003212E+001, 7.5156159E+000, 7.5156159E+000, 1.0000000E+000
 5.9002678E+001, 7.6443723E+000, 7.6443723E+000, 1.0000000E+000
 6.0001025E+001, 7.7687783E+000, 7.7687783E+000, 1.0000000E+000
 6.1003306E+001, 7.8905044E+000, 7.8905044E+000, 1.0000000E+000
