s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0070564E+000, 1.6676554E-001, 1.6676554E-001, 1.0000000E+000
 2.0042642E+000, 9.2540516E-002, 9.2540516E-002, 1.0000000E+000
 3.0010909E+000, 7.8091506E-002, 7.8091506E-002, 1.0000000E+000
 4.0063712E+000, 7.6126356E-002, 7.6126356E-002, 1.0000000E+000
 5.0050986E+000, 7.5413065E-002, 7.5413065E-002, 1.0000000E+000
 6.0082376E+000, 7.5150803E-002, 7.5150803E-002, 1.0000000E+000
 7.0002568E+000, 7.5055687E-002, 7.5055687E-002, 1.0000000E+000
 8.0041573E+000, 7.5020320E-002, 7.5020320E-002, 1.0000000E+000
 9.0064590E+000, 7.5007425E-002, 7.5007425E-002, 1.0000000E+000
 1.0008896E+001, 7.5002713E-002, 7.5002713E-002, 1.0000000E+000
 1.1004451E+001, 6.9893058E-002, 6.9893058E-002, 1.0000000E+000
 1.2008418E+001, 6.3054854E-002, 6.3054854E-002, 1.0000000E+000
 1.3001120E+001, 5.3993955E-002, 5.3993955E-002, 1.0000000E+000
 1.4007231E+001, 5.4481266E-002, 5.4481266E-002, 1.0000000E+000
 1.5005091E+001, 5.3418244E-002, 5.3418244E-002, 1.0000000E+000
 1.6001161E+001, 5.4411262E-002, 5.4411262E-002, 1.0000000E+000
 1.7002728E+001, 5.6058469E-002, 5.6058469E-002, 1.0000000E+000
 1.8005818E+001, 4.7563938E-002, 4.7563938E-002, 1.0000000E+000
 1.9004893E+001, 3.6897818E-002, 3.6897818E-002, 1.0000000E+000
 2.0002199E+001, 3.0070200E-002, 3.0070200E-002, 1.0000000E+000
 2.1004587E+001, 2.6854919E-002, 2.6854919E-002, 1.0000000E+000
 2.2002108E+001, 2.5682177E-002, 2.5682177E-002, 1.0000000E+000
 2.3004722E+001, 2.5249620E-002, 2.5249620E-002, 1.0000000E+000
 2.4001394E+001, 2.5091895E-002, 2.5091895E-002, 1.0000000E+000
 2.5002448E+001, 2.5033685E-002, 2.5033685E-002, 1.0000000E+000
 2.6000380E+001, 2.5012386E-002, 2.5012386E-002, 1.0000000E+000
 2.7004154E+001, 2.5004528E-002, 2.5004528E-002, 1.0000000E+000
 2.8002138E+001, 2.5001665E-002, 2.5001665E-002, 1.0000000E+000
 2.9003280E+001, 2.5000610E-002, 2.5000610E-002, 1.0000000E+000
 3.0002052E+001, 2.5000224E-002, 2.5000224E-002, 1.0000000E+000
 3.1000134E+001, 2.5000082E-002, 2.5000082E-002, 1.0000000E+000
