s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0101647E+000, 1.5484139E-001
 2.0033438E+000, 4.1809693E-002
 3.0147270E+000, 8.3930512E-002
 4.0096211E+000, 1.5509937E-001
 5.0154532E+000, 2.3828334E-001
 6.0117134E+000, 2.3007469E-001
 7.0050124E+000, 2.7412281E-001
 8.0095117E+000, 3.2539172E-001
 9.0020750E+000, 3.8528133E-001
 1.0007478E+001, 4.1838235E-001
 1.1012882E+001, 3.6397059E-001
 1.2003500E+001, 1.5485075E-001
 1.3008903E+001, 8.5294118E-002
 1.4009315E+001, 2.5000000E-002
 1.5002615E+001, 2.5000000E-002
 1.6006715E+001, 2.5000000E-002
 1.7002036E+001, 2.5000000E-002
 1.8011998E+001, 2.5000000E-002
 1.9007578E+001, 2.5000000E-002
 2.0004376E+001, 2.5000000E-002
 2.1001239E+001, 2.5000000E-002
 2.2006439E+001, 2.5000000E-002
 2.3003995E+001, 2.5000000E-002
 2.4000446E+001, 2.5000000E-002
 2.5001069E+001, 2.5000000E-002
 2.6009112E+001, 2.5000000E-002
 2.7008404E+001, 2.5000000E-002
 2.8009383E+001, 2.5492711E-002
 2.9003467E+001, 7.5000000E-002
 3.0003315E+001, 7.5000000E-002
 3.1006310E+001, 7.5000000E-002
 3.2006482E+001, 7.5000000E-002
 3.3005374E+001, 7.5000000E-002
 3.4001071E+001, 7.5000000E-002
 3.5006216E+001, 7.5000000E-002
 3.6003508E+001, 1.1191514E-001
 3.7001332E+001, 1.2500000E-001
 3.8005829E+001, 1.2500000E-001
 3.9000287E+001, 1.2500000E-001
 4.0001653E+001, 1.2500000E-001
 4.1006357E+001, 1.4227360E-001
 4.2006614E+001, 1.6902737E-001
 4.3004763E+001, 1.6884934E-001
 4.4000823E+001, 1.7500000E-001
 4.5005054E+001, 1.7500000E-001
 4.6000979E+001, 1.7500000E-001
 4.7003050E+001, 2.0745241E-001
 4.8002586E+001, 1.8021945E-001
 4.9001920E+001, 2.2500000E-001
 5.0000468E+001, 2.4915687E-001
 5.1003503E+001, 2.2500000E-001
 5.2005779E+001, 2.2500000E-001
 5.3003000E+001, 2.3244302E-001
 5.4003340E+001, 3.6801065E-001
 5.5000597E+001, 2.7500000E-001
 5.6000387E+001, 2.7500000E-001
 5.7001726E+001, 2.7500000E-001
 5.8003851E+001, 3.9740486E-001
 5.9001218E+001, 3.2500000E-001
 6.0001184E+001, 3.2500000E-001
 6.1000425E+001, 3.2500000E-001
 6.2002774E+001, 1.3233615E+000
 6.3001902E+001, 3.7500000E-001
 6.4003084E+001, 3.7500000E-001
 6.5000507E+001, 9.7824015E-001
 6.6000648E+001, 6.4761743E-001
 6.7002792E+001, 4.2500000E-001
 6.8002766E+001, 4.2500000E-001
 6.9000044E+001, 1.1109303E+000
 7.0003961E+001, 4.7500000E-001
 7.1003829E+001, 4.7500000E-001
 7.2002662E+001, 4.7500000E-001
 7.3000154E+001, 5.2144735E-001
 7.4004092E+001, 5.2500000E-001
 7.5001601E+001, 5.2500000E-001
 7.6001982E+001, 5.3162155E-001
 7.7001638E+001, 5.8649562E-001
 7.8003502E+001, 6.3927356E-001
 7.9001359E+001, 5.7500000E-001
 8.0003046E+001, 7.9563957E-001
 8.1001435E+001, 9.1847134E-001
 8.2001948E+001, 7.3358128E-001
 8.3003734E+001, 6.5515154E-001
 8.4000268E+001, 8.7469436E-001
 8.5003775E+001, 6.7500000E-001
 8.6002820E+001, 6.7809666E-001
 8.7003038E+001, 8.1310814E-001
 8.8002193E+001, 7.2500000E-001
 8.9002825E+001, 7.3543239E-001
 9.0003004E+001, 8.2095486E-001
 9.1001112E+001, 8.0319722E-001
 9.2002097E+001, 8.5584372E-001
