s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0058394E+000, 8.6447603E-002, 8.6447603E-002, 1.0000000E+000
 2.0017320E+000, 7.9206253E-002, 7.9206253E-002, 1.0000000E+000
 3.0042645E+000, 6.7545011E-002, 6.7545011E-002, 1.0000000E+000
 4.0043306E+000, 7.2272062E-002, 7.2272062E-002, 1.0000000E+000
 5.0042417E+000, 7.4001663E-002, 7.4001663E-002, 1.0000000E+000
 6.0031059E+000, 7.4634199E-002, 7.4634199E-002, 1.0000000E+000
 7.0100346E+000, 7.4867034E-002, 7.4867034E-002, 1.0000000E+000
 8.0070489E+000, 7.4951163E-002, 7.4951163E-002, 1.0000000E+000
 9.0024614E+000, 7.4982040E-002, 7.4982040E-002, 1.0000000E+000
 1.0007900E+001, 7.4993458E-002, 7.4993458E-002, 1.0000000E+000
 1.1004521E+001, 7.4997595E-002, 7.4997595E-002, 1.0000000E+000
 1.2003816E+001, 7.4999118E-002, 7.4999118E-002, 1.0000000E+000
 1.3000549E+001, 1.0049811E-001, 1.0049811E-001, 1.0000000E+000
 1.4003422E+001, 1.0230573E-001, 1.0230573E-001, 1.0000000E+000
 1.5002277E+001, 1.0304909E-001, 1.0304909E-001, 1.0000000E+000
 1.6002675E+001, 1.1695160E-001, 1.1695160E-001, 1.0000000E+000
 1.7004074E+001, 1.4234492E-001, 1.4234492E-001, 1.0000000E+000
 1.8006481E+001, 1.6305377E-001, 1.6305377E-001, 1.0000000E+000
 1.9005064E+001, 1.7061420E-001, 1.7061420E-001, 1.0000000E+000
 2.0005192E+001, 1.9624338E-001, 1.9624338E-001, 1.0000000E+000
 2.1006156E+001, 1.9598362E-001, 1.9598362E-001, 1.0000000E+000
 2.2005351E+001, 1.9741610E-001, 1.9741610E-001, 1.0000000E+000
 2.3001791E+001, 2.1485046E-001, 2.1485046E-001, 1.0000000E+000
 2.4004528E+001, 2.2128858E-001, 2.2128858E-001, 1.0000000E+000
 2.5002577E+001, 2.2781003E-001, 2.2781003E-001, 1.0000000E+000
 2.6002316E+001, 2.2682572E-001, 2.2682572E-001, 1.0000000E+000
 2.7002130E+001, 2.5471205E-001, 2.5471205E-001, 1.0000000E+000
 2.8001501E+001, 2.6755465E-001, 2.6755465E-001, 1.0000000E+000
 2.9005995E+001, 2.7228147E-001, 2.7228147E-001, 1.0000000E+000
 3.0006225E+001, 2.7472955E-001, 2.7472955E-001, 1.0000000E+000
 3.1002529E+001, 2.9056550E-001, 2.9056550E-001, 1.0000000E+000
