s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0091237E+000, 8.1924936E-002, 8.1924936E-002, 1.0000000E+000
 2.0019885E+000, 7.7551401E-002, 7.7551401E-002, 1.0000000E+000
 3.0009353E+000, 7.5934743E-002, 7.5934743E-002, 1.0000000E+000
 4.0101807E+000, 7.5338930E-002, 7.5338930E-002, 1.0000000E+000
 5.0000118E+000, 7.8562558E-002, 7.8562558E-002, 1.0000000E+000
 6.0013815E+000, 1.0799627E-001, 1.0799627E-001, 1.0000000E+000
 7.0032892E+000, 1.0640437E-001, 1.0640437E-001, 1.0000000E+000
 8.0051744E+000, 1.3414126E-001, 1.3414126E-001, 1.0000000E+000
 9.0054278E+000, 1.7004466E-001, 1.7004466E-001, 1.0000000E+000
 1.0006045E+001, 2.0486684E-001, 2.0486684E-001, 1.0000000E+000
 1.1006012E+001, 2.4049478E-001, 2.4049478E-001, 1.0000000E+000
 1.2003457E+001, 2.6231538E-001, 2.6231538E-001, 1.0000000E+000
 1.3001635E+001, 2.9699745E-001, 2.9699745E-001, 1.0000000E+000
 1.4003464E+001, 3.1475305E-001, 3.1475305E-001, 1.0000000E+000
 1.5000237E+001, 3.4651099E-001, 3.4651099E-001, 1.0000000E+000
 1.6002339E+001, 3.6457224E-001, 3.6457224E-001, 1.0000000E+000
 1.7002889E+001, 3.8828619E-001, 3.8828619E-001, 1.0000000E+000
 1.8003144E+001, 4.1153991E-001, 4.1153991E-001, 1.0000000E+000
 1.9001137E+001, 4.2005400E-001, 4.2005400E-001, 1.0000000E+000
 2.0000987E+001, 4.5194457E-001, 4.5194457E-001, 1.0000000E+000
 2.1003145E+001, 4.6656150E-001, 4.6656150E-001, 1.0000000E+000
 2.2004560E+001, 4.7714326E-001, 4.7714326E-001, 1.0000000E+000
 2.3004934E+001, 5.0744369E-001, 5.0744369E-001, 1.0000000E+000
 2.4001622E+001, 5.1853648E-001, 5.1853648E-001, 1.0000000E+000
 2.5004041E+001, 5.2354459E-001, 5.2354459E-001, 1.0000000E+000
 2.6005139E+001, 5.5613233E-001, 5.5613233E-001, 1.0000000E+000
 2.7001882E+001, 5.6805398E-001, 5.6805398E-001, 1.0000000E+000
 2.8000776E+001, 5.7244740E-001, 5.7244740E-001, 1.0000000E+000
 2.9005089E+001, 5.7592693E-001, 5.7592693E-001, 1.0000000E+000
 3.0003601E+001, 6.0696386E-001, 6.0696386E-001, 1.0000000E+000
 3.1001664E+001, 6.1836631E-001, 6.1836631E-001, 1.0000000E+000
