s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0009296E+000, 2.0607230E-001
 2.0155238E+000, 2.5000000E-002
 3.0074486E+000, 2.5000000E-002
 4.0189380E+000, 2.5000000E-002
 5.0089063E+000, 2.5000000E-002
 6.0139430E+000, 2.5000000E-002
 7.0046928E+000, 2.5000000E-002
 8.0018562E+000, 2.5000000E-002
 9.0086220E+000, 2.5000000E-002
 1.0004051E+001, 2.5000000E-002
 1.1001864E+001, 6.4461938E-002
 1.2005624E+001, 7.5000000E-002
 1.3007816E+001, 7.6859806E-002
 1.4004772E+001, 1.0170189E-001
 1.5003753E+001, 1.4386056E-001
 1.6001930E+001, 7.9865323E-002
 1.7001903E+001, 5.6224090E-002
 1.8003062E+001, 2.5000000E-002
 1.9002665E+001, 2.9850864E-002
 2.0006210E+001, 7.5000000E-002
 2.1005704E+001, 9.4754126E-002
 2.2002624E+001, 1.2500000E-001
 2.3001111E+001, 1.2500000E-001
 2.4005272E+001, 1.6887937E-001
 2.5003207E+001, 1.7500000E-001
 2.6003581E+001, 1.8970894E-001
 2.7004018E+001, 2.2500000E-001
 2.8004779E+001, 2.2500000E-001
 2.9001098E+001, 2.6792750E-001
 3.0001750E+001, 2.7500000E-001
 3.1004403E+001, 2.8705258E-001
 3.2003260E+001, 3.2500000E-001
 3.3004025E+001, 3.2500000E-001
 3.4002706E+001, 3.6188185E-001
 3.5004713E+001, 3.7500000E-001
 3.6003581E+001, 4.0083074E-001
 3.7000941E+001, 4.2500000E-001
 3.8004334E+001, 4.4224270E-001
 3.9002431E+001, 4.7500000E-001
 4.0001259E+001, 4.8018862E-001
 4.1001295E+001, 5.2500000E-001
 4.2000390E+001, 5.2937373E-001
 4.3004483E+001, 5.7778915E-001
 4.4002233E+001, 5.7842067E-001
 4.5001807E+001, 6.2023644E-001
 4.6001421E+001, 7.4043951E-001
 4.7000001E+001, 7.4267111E-001
 4.8002977E+001, 7.0626684E-001
 4.9000730E+001, 7.7382937E-001
 5.0004411E+001, 9.2147873E-001
 5.1004768E+001, 8.8231786E-001
 5.2000749E+001, 8.8904730E-001
 5.3000937E+001, 8.5062444E-001
 5.4000710E+001, 8.4359157E-001
 5.5000982E+001, 8.9786232E-001
 5.6000692E+001, 9.0769610E-001
 5.7001307E+001, 9.2879475E-001
 5.8002928E+001, 1.0696052E+000
 5.9001593E+001, 1.0287547E+000
 6.0002798E+001, 1.0368026E+000
 6.1002228E+001, 1.0789783E+000
 6.2003749E+001, 1.1506855E+000
 6.3003581E+001, 1.3340954E+000
 6.4004693E+001, 1.1924432E+000
 6.5003279E+001, 1.2497858E+000
 6.6001703E+001, 1.2840608E+000
 6.7002444E+001, 1.3729135E+000
 6.8002453E+001, 1.5654647E+000
 6.9000992E+001, 1.5414326E+000
 7.0003385E+001, 1.3537241E+000
 7.1002462E+001, 1.3957219E+000
 7.2004643E+001, 1.5284443E+000
 7.3000559E+001, 1.6987326E+000
 7.4003744E+001, 1.4764102E+000
 7.5002900E+001, 1.4839706E+000
 7.6002854E+001, 1.5179594E+000
 7.7004056E+001, 1.5345157E+000
 7.8004722E+001, 1.6001602E+000
 7.9004416E+001, 1.5803290E+000
 8.0001897E+001, 1.6295591E+000
 8.1003415E+001, 1.7627556E+000
 8.2004009E+001, 1.7409707E+000
 8.3002989E+001, 1.6960158E+000
 8.4001077E+001, 1.7136257E+000
 8.5004124E+001, 1.7325592E+000
 8.6004390E+001, 1.7865731E+000
 8.7002667E+001, 1.8245580E+000
 8.8001758E+001, 1.7929289E+000
 8.9001759E+001, 1.8750000E+000
 9.0002639E+001, 1.8798487E+000
 9.1000134E+001, 1.9250000E+000
 9.2001151E+001, 1.9638682E+000
