s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0016329E+000, 1.6474733E-001, 1.6474733E-001, 1.0000000E+000
 2.0085345E+000, 7.5791358E-002, 7.5791358E-002, 1.0000000E+000
 3.0070320E+000, 4.3628608E-002, 4.3628608E-002, 1.0000000E+000
 4.0056837E+000, 3.1833427E-002, 3.1833427E-002, 1.0000000E+000
 5.0063976E+000, 2.7501623E-002, 2.7501623E-002, 1.0000000E+000
 6.0032263E+000, 2.5919393E-002, 2.5919393E-002, 1.0000000E+000
 7.0009511E+000, 2.5337775E-002, 2.5337775E-002, 1.0000000E+000
 8.0004250E+000, 2.5123932E-002, 2.5123932E-002, 1.0000000E+000
 9.0038395E+000, 2.5045302E-002, 2.5045302E-002, 1.0000000E+000
 1.0000311E+001, 2.5016672E-002, 2.5016672E-002, 1.0000000E+000
 1.1001538E+001, 2.5006106E-002, 2.5006106E-002, 1.0000000E+000
 1.2001357E+001, 2.5002240E-002, 2.5002240E-002, 1.0000000E+000
 1.3002962E+001, 2.5000820E-002, 2.5000820E-002, 1.0000000E+000
 1.4003018E+001, 2.5000301E-002, 2.5000301E-002, 1.0000000E+000
 1.5005747E+001, 2.5000110E-002, 2.5000110E-002, 1.0000000E+000
 1.6001601E+001, 3.4978786E-002, 3.4978786E-002, 1.0000000E+000
 1.7003174E+001, 4.4755038E-002, 4.4755038E-002, 1.0000000E+000
 1.8000974E+001, 5.4500706E-002, 5.4500706E-002, 1.0000000E+000
 1.9000928E+001, 4.9692663E-002, 4.9692663E-002, 1.0000000E+000
 2.0001569E+001, 4.4869321E-002, 4.4869321E-002, 1.0000000E+000
 2.1005995E+001, 5.3224296E-002, 5.3224296E-002, 1.0000000E+000
 2.2002404E+001, 5.3081235E-002, 5.3081235E-002, 1.0000000E+000
 2.3002479E+001, 5.9422043E-002, 5.9422043E-002, 1.0000000E+000
 2.4001930E+001, 7.4379491E-002, 7.4379491E-002, 1.0000000E+000
 2.5001619E+001, 7.2778241E-002, 7.2778241E-002, 1.0000000E+000
 2.6002451E+001, 7.0578277E-002, 7.0578277E-002, 1.0000000E+000
 2.7004376E+001, 7.3381258E-002, 7.3381258E-002, 1.0000000E+000
 2.8000710E+001, 7.4404033E-002, 7.4404033E-002, 1.0000000E+000
 2.9000579E+001, 7.4781422E-002, 7.4781422E-002, 1.0000000E+000
 3.0000634E+001, 7.4919869E-002, 7.4919869E-002, 1.0000000E+000
 3.1002196E+001, 7.4970660E-002, 7.4970660E-002, 1.0000000E+000
