s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0063346E+000, 3.5243770E-002, 3.5243770E-002, 1.0000000E+000
 2.0054540E+000, 2.8754674E-002, 2.8754674E-002, 1.0000000E+000
 3.0052889E+000, 2.6375401E-002, 2.6375401E-002, 1.0000000E+000
 4.0047959E+000, 2.5503848E-002, 2.5503848E-002, 1.0000000E+000
 5.0023528E+000, 2.5184899E-002, 2.5184899E-002, 1.0000000E+000
 6.0055724E+000, 2.5067471E-002, 2.5067471E-002, 1.0000000E+000
 7.0045632E+000, 2.5024725E-002, 2.5024725E-002, 1.0000000E+000
 8.0046429E+000, 2.5009053E-002, 2.5009053E-002, 1.0000000E+000
 9.0037510E+000, 2.5003319E-002, 2.5003319E-002, 1.0000000E+000
 1.0003822E+001, 2.5001216E-002, 2.5001216E-002, 1.0000000E+000
 1.1008967E+001, 2.5000443E-002, 2.5000443E-002, 1.0000000E+000
 1.2004080E+001, 2.5000163E-002, 2.5000163E-002, 1.0000000E+000
 1.3004309E+001, 2.5000060E-002, 2.5000060E-002, 1.0000000E+000
 1.4004546E+001, 2.5000022E-002, 2.5000022E-002, 1.0000000E+000
 1.5000188E+001, 2.5000008E-002, 2.5000008E-002, 1.0000000E+000
 1.6002332E+001, 2.5000003E-002, 2.5000003E-002, 1.0000000E+000
 1.7003427E+001, 2.5000001E-002, 2.5000001E-002, 1.0000000E+000
 1.8000925E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.9002888E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.0004483E+001, 5.1518133E-002, 5.1518133E-002, 1.0000000E+000
 2.1003080E+001, 6.6374395E-002, 6.6374395E-002, 1.0000000E+000
 2.2000428E+001, 7.1826625E-002, 7.1826625E-002, 1.0000000E+000
 2.3001521E+001, 7.3836955E-002, 7.3836955E-002, 1.0000000E+000
 2.4000466E+001, 7.4572888E-002, 7.4572888E-002, 1.0000000E+000
 2.5001206E+001, 7.4843510E-002, 7.4843510E-002, 1.0000000E+000
 2.6003910E+001, 7.4942773E-002, 7.4942773E-002, 1.0000000E+000
 2.7001296E+001, 7.4978947E-002, 7.4978947E-002, 1.0000000E+000
 2.8002985E+001, 9.0764134E-002, 9.0764134E-002, 1.0000000E+000
 2.9004894E+001, 1.1246880E-001, 1.1246880E-001, 1.0000000E+000
 3.0003286E+001, 1.2039919E-001, 1.2039919E-001, 1.0000000E+000
 3.1000316E+001, 1.2330907E-001, 1.2330907E-001, 1.0000000E+000
