s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0049089E+000, 8.8613028E-002, 8.8613028E-002, 1.0000000E+000
 2.0018116E+000, 1.1120096E-001, 1.1120096E-001, 1.0000000E+000
 3.0065063E+000, 1.2042865E-001, 1.2042865E-001, 1.0000000E+000
 4.0051712E+000, 1.5022463E-001, 1.5022463E-001, 1.0000000E+000
 5.0003684E+000, 1.3172351E-001, 1.3172351E-001, 1.0000000E+000
 6.0042650E+000, 1.2912652E-001, 1.2912652E-001, 1.0000000E+000
 7.0036777E+000, 1.3758724E-001, 1.3758724E-001, 1.0000000E+000
 8.0031157E+000, 1.6817597E-001, 1.6817597E-001, 1.0000000E+000
 9.0000199E+000, 1.7234370E-001, 1.7234370E-001, 1.0000000E+000
 1.0003696E+001, 1.9893626E-001, 1.9893626E-001, 1.0000000E+000
 1.1005442E+001, 1.9920524E-001, 1.9920524E-001, 1.0000000E+000
 1.2001292E+001, 2.1161511E-001, 2.1161511E-001, 1.0000000E+000
 1.3000692E+001, 2.6516969E-001, 2.6516969E-001, 1.0000000E+000
 1.4003198E+001, 3.1605411E-001, 3.1605411E-001, 1.0000000E+000
 1.5000574E+001, 3.3221472E-001, 3.3221472E-001, 1.0000000E+000
 1.6002443E+001, 3.9098072E-001, 3.9098072E-001, 1.0000000E+000
 1.7005737E+001, 4.3901380E-001, 4.3901380E-001, 1.0000000E+000
 1.8004958E+001, 8.1553938E-001, 8.1553938E-001, 1.0000000E+000
 1.9005332E+001, 5.9965757E-001, 5.9965757E-001, 1.0000000E+000
 2.0003353E+001, 1.0819164E+000, 1.0819164E+000, 1.0000000E+000
 2.1002959E+001, 8.8615296E-001, 8.8615296E-001, 1.0000000E+000
 2.2001444E+001, 1.0586173E+000, 1.0586173E+000, 1.0000000E+000
 2.3004565E+001, 1.1291314E+000, 1.1291314E+000, 1.0000000E+000
 2.4000899E+001, 1.4137857E+000, 1.4137857E+000, 1.0000000E+000
 2.5002216E+001, 1.6043903E+000, 1.6043903E+000, 1.0000000E+000
 2.6004435E+001, 1.7014091E+000, 1.7014091E+000, 1.0000000E+000
 2.7001202E+001, 1.8462511E+000, 1.8462511E+000, 1.0000000E+000
 2.8003882E+001, 1.9765729E+000, 1.9765729E+000, 1.0000000E+000
 2.9000088E+001, 2.1336755E+000, 2.1336755E+000, 1.0000000E+000
 3.0002277E+001, 2.2761665E+000, 2.2761665E+000, 1.0000000E+000
 3.1001707E+001, 2.3983015E+000, 2.3983015E+000, 1.0000000E+000
