s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0222974E+000, 1.9745425E-001
 2.0126502E+000, 2.8865494E-002
 3.0050910E+000, 2.5000000E-002
 4.0037929E+000, 2.5000000E-002
 5.0048918E+000, 2.5000000E-002
 6.0148238E+000, 2.5000000E-002
 7.0054284E+000, 2.6249200E-002
 8.0052497E+000, 2.5000000E-002
 9.0012771E+000, 2.5000000E-002
 1.0004557E+001, 2.5000000E-002
 1.1005988E+001, 5.4433284E-002
 1.2005130E+001, 7.2558195E-002
 1.3001257E+001, 1.2500000E-001
 1.4003629E+001, 1.2500000E-001
 1.5003686E+001, 1.7606019E-001
 1.6004198E+001, 2.2603014E-001
 1.7002157E+001, 2.3178451E-001
 1.8004141E+001, 2.3758721E-001
 1.9004188E+001, 2.7745535E-001
 2.0005619E+001, 3.2022437E-001
 2.1002535E+001, 3.8751575E-001
 2.2003817E+001, 3.7022850E-001
 2.3000693E+001, 4.0723707E-001
 2.4000351E+001, 4.5839059E-001
 2.5005095E+001, 6.2390231E-001
 2.6003731E+001, 5.6240325E-001
 2.7002104E+001, 5.6710651E-001
 2.8001279E+001, 6.5054262E-001
 2.9000505E+001, 6.7242027E-001
 3.0003621E+001, 1.2186136E+000
 3.1000328E+001, 1.2410425E+000
 3.2000609E+001, 1.0097011E+000
 3.3002588E+001, 9.7063903E-001
 3.4001780E+001, 1.0642832E+000
 3.5003101E+001, 9.2558468E-001
 3.6000532E+001, 1.0274935E+000
 3.7002817E+001, 1.1750091E+000
 3.8004158E+001, 1.0781109E+000
 3.9001753E+001, 1.6284544E+000
 4.0005197E+001, 1.7478807E+000
 4.1002358E+001, 1.5314604E+000
 4.2002602E+001, 1.4999888E+000
 4.3003013E+001, 1.5923845E+000
 4.4004746E+001, 1.8588533E+000
 4.5001524E+001, 2.1317127E+000
 4.6001925E+001, 2.0878987E+000
 4.7004595E+001, 2.0893552E+000
 4.8003885E+001, 2.1672013E+000
 4.9004637E+001, 2.1456493E+000
 5.0004447E+001, 2.1953197E+000
 5.1003541E+001, 2.3388625E+000
 5.2005052E+001, 2.2297372E+000
 5.3002767E+001, 2.3945331E+000
 5.4001799E+001, 2.4269850E+000
 5.5003759E+001, 3.0047286E+000
 5.6002938E+001, 2.6625170E+000
 5.7001284E+001, 2.5224164E+000
 5.8001289E+001, 2.6578777E+000
 5.9000008E+001, 2.8065603E+000
 6.0000785E+001, 2.8030283E+000
 6.1001535E+001, 3.1639130E+000
 6.2003234E+001, 3.3238263E+000
 6.3000052E+001, 3.5981116E+000
 6.4000539E+001, 3.5901552E+000
 6.5001178E+001, 3.6516060E+000
 6.6004225E+001, 3.6250816E+000
 6.7000544E+001, 3.9958582E+000
 6.8000906E+001, 4.3260656E+000
 6.9003246E+001, 4.3862533E+000
 7.0001426E+001, 3.9475230E+000
 7.1004222E+001, 4.2045249E+000
 7.2002149E+001, 4.2400071E+000
 7.3000239E+001, 4.8009346E+000
 7.4001218E+001, 4.8234290E+000
 7.5002966E+001, 4.4745545E+000
 7.6005222E+001, 4.7066953E+000
 7.7003303E+001, 5.1074342E+000
 7.8002166E+001, 4.7935331E+000
 7.9003503E+001, 4.6697142E+000
 8.0000184E+001, 4.9342688E+000
 8.1003870E+001, 5.2079312E+000
 8.2005034E+001, 4.8814664E+000
 8.3003082E+001, 4.8395703E+000
 8.4004481E+001, 5.1966298E+000
 8.5002537E+001, 5.6359869E+000
 8.6005140E+001, 5.7787748E+000
 8.7003830E+001, 5.6083803E+000
 8.8004418E+001, 5.8315083E+000
 8.9000798E+001, 6.0087626E+000
 9.0003530E+001, 5.6333592E+000
 9.1000588E+001, 5.5036602E+000
 9.2002215E+001, 5.6931865E+000
