s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0143957E+000, 7.8041425E-002, 7.8041425E-002, 1.0000000E+000
 2.0038973E+000, 5.4478992E-002, 5.4478992E-002, 1.0000000E+000
 3.0117425E+000, 5.7324357E-002, 5.7324357E-002, 1.0000000E+000
 4.0078989E+000, 5.7494622E-002, 5.7494622E-002, 1.0000000E+000
 5.0054382E+000, 4.9074737E-002, 4.9074737E-002, 1.0000000E+000
 6.0012453E+000, 3.3856176E-002, 3.3856176E-002, 1.0000000E+000
 7.0010850E+000, 2.9665105E-002, 2.9665105E-002, 1.0000000E+000
 8.0058759E+000, 4.4683943E-002, 4.4683943E-002, 1.0000000E+000
 9.0043473E+000, 6.3861822E-002, 6.3861822E-002, 1.0000000E+000
 1.0006093E+001, 7.2150543E-002, 7.2150543E-002, 1.0000000E+000
 1.1006640E+001, 1.0563195E-001, 1.0563195E-001, 1.0000000E+000
 1.2003715E+001, 1.1787441E-001, 1.1787441E-001, 1.0000000E+000
 1.3000275E+001, 1.2237676E-001, 1.2237676E-001, 1.0000000E+000
 1.4004633E+001, 1.2404225E-001, 1.2404225E-001, 1.0000000E+000
 1.5003387E+001, 1.4406047E-001, 1.4406047E-001, 1.0000000E+000
 1.6006167E+001, 1.6368552E-001, 1.6368552E-001, 1.0000000E+000
 1.7002597E+001, 1.7083572E-001, 1.7083572E-001, 1.0000000E+000
 1.8005173E+001, 1.5703536E-001, 1.5703536E-001, 1.0000000E+000
 1.9002179E+001, 1.6817322E-001, 1.6817322E-001, 1.0000000E+000
 2.0002521E+001, 1.7249695E-001, 1.7249695E-001, 1.0000000E+000
 2.1002952E+001, 1.6880847E-001, 1.6880847E-001, 1.0000000E+000
 2.2001765E+001, 1.9054592E-001, 1.9054592E-001, 1.0000000E+000
 2.3001100E+001, 1.8569580E-001, 1.8569580E-001, 1.0000000E+000
 2.4002354E+001, 1.5990211E-001, 1.5990211E-001, 1.0000000E+000
 2.5001322E+001, 1.3960740E-001, 1.3960740E-001, 1.0000000E+000
 2.6001218E+001, 3.3035824E-001, 3.3035824E-001, 1.0000000E+000
 2.7000244E+001, 2.5878342E-001, 2.5878342E-001, 1.0000000E+000
 2.8002166E+001, 2.1191639E-001, 2.1191639E-001, 1.0000000E+000
 2.9001193E+001, 2.9783805E-001, 2.9783805E-001, 1.0000000E+000
 3.0000979E+001, 4.2866547E-001, 4.2866547E-001, 1.0000000E+000
 3.1000903E+001, 2.8660351E-001, 2.8660351E-001, 1.0000000E+000
