s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0144375E+000, 1.9034825E-001
 2.0030126E+000, 3.0902570E-002
 3.0089993E+000, 2.8235385E-002
 4.0016572E+000, 5.1102896E-002
 5.0013961E+000, 4.7169313E-002
 6.0023731E+000, 2.8030548E-002
 7.0011718E+000, 2.7514477E-002
 8.0101516E+000, 2.5000000E-002
 9.0171991E+000, 2.6711200E-002
 1.0010474E+001, 2.5000000E-002
 1.1000813E+001, 2.5000000E-002
 1.2002119E+001, 2.5000000E-002
 1.3005031E+001, 2.5000000E-002
 1.4005800E+001, 2.5000000E-002
 1.5006907E+001, 2.8570745E-002
 1.6000072E+001, 7.2658774E-002
 1.7005819E+001, 7.5000000E-002
 1.8001521E+001, 7.9795534E-002
 1.9006338E+001, 1.2500000E-001
 2.0001353E+001, 1.2500000E-001
 2.1000082E+001, 1.4251690E-001
 2.2008475E+001, 1.7500000E-001
 2.3000379E+001, 1.7500000E-001
 2.4004626E+001, 2.1529183E-001
 2.5004987E+001, 2.2500000E-001
 2.6005505E+001, 2.2500000E-001
 2.7002283E+001, 2.6518474E-001
 2.8003432E+001, 2.7500000E-001
 2.9005715E+001, 3.1436532E-001
 3.0000270E+001, 3.2500000E-001
 3.1000055E+001, 3.3387989E-001
 3.2004198E+001, 3.7500000E-001
 3.3001231E+001, 3.7500000E-001
 3.4000941E+001, 4.0601349E-001
 3.5002075E+001, 4.2500000E-001
 3.6006596E+001, 4.3268844E-001
 3.7000872E+001, 4.7500000E-001
 3.8006360E+001, 4.7500000E-001
 3.9005570E+001, 5.0974508E-001
 4.0005181E+001, 5.2500000E-001
 4.1003064E+001, 5.5429334E-001
 4.2001735E+001, 5.7500000E-001
 4.3003281E+001, 5.7500000E-001
 4.4003722E+001, 6.2277885E-001
 4.5003686E+001, 6.2856602E-001
 4.6000664E+001, 6.7500000E-001
 4.7007266E+001, 6.7500000E-001
 4.8006805E+001, 7.2420401E-001
 4.9003176E+001, 7.4110683E-001
 5.0004972E+001, 7.8824674E-001
 5.1006502E+001, 7.8646640E-001
 5.2002036E+001, 8.0488479E-001
 5.3000626E+001, 8.3129882E-001
 5.4000616E+001, 8.4031358E-001
 5.5001275E+001, 8.8067341E-001
 5.6004379E+001, 8.9349426E-001
 5.7003753E+001, 9.7395105E-001
 5.8004251E+001, 9.5780349E-001
 5.9001635E+001, 1.0115466E+000
 6.0001280E+001, 1.0421659E+000
 6.1000992E+001, 1.1307423E+000
 6.2001161E+001, 1.1117732E+000
 6.3005230E+001, 1.1344976E+000
 6.4002680E+001, 1.1684306E+000
 6.5002084E+001, 1.2060998E+000
 6.6002404E+001, 1.3225592E+000
 6.7001970E+001, 1.4465596E+000
 6.8004460E+001, 1.3630211E+000
 6.9000183E+001, 1.5065465E+000
 7.0006001E+001, 1.9510564E+000
 7.1004501E+001, 1.7371794E+000
 7.2004013E+001, 1.9053427E+000
 7.3005477E+001, 1.7728537E+000
 7.4004882E+001, 1.8144944E+000
 7.5001188E+001, 2.0691141E+000
 7.6001991E+001, 2.1122587E+000
 7.7001552E+001, 2.1945920E+000
 7.8001173E+001, 2.2646669E+000
 7.9002248E+001, 2.3853739E+000
 8.0002843E+001, 2.3797235E+000
 8.1006492E+001, 2.4347994E+000
 8.2006338E+001, 2.5250944E+000
 8.3004399E+001, 2.5863455E+000
 8.4004606E+001, 2.5011774E+000
 8.5000406E+001, 2.6176939E+000
 8.6000262E+001, 2.6840485E+000
 8.7001743E+001, 2.7130660E+000
 8.8006742E+001, 2.7475738E+000
 8.9001462E+001, 2.7856725E+000
 9.0004473E+001, 2.8299482E+000
 9.1000523E+001, 2.8693652E+000
 9.2002200E+001, 2.8799928E+000
