s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0022613E+000, 2.4784739E-001
 2.0188477E+000, 2.5000000E-002
 3.0004272E+000, 2.6190476E-002
 4.0053777E+000, 2.8488372E-002
 5.0169915E+000, 2.5000000E-002
 6.0012680E+000, 2.5000000E-002
 7.0059234E+000, 2.5000000E-002
 8.0076600E+000, 2.5000000E-002
 9.0075278E+000, 2.5000000E-002
 1.0002803E+001, 4.9222187E-002
 1.1005675E+001, 9.7886549E-002
 1.2000907E+001, 1.8631267E-001
 1.3000076E+001, 2.2308124E-001
 1.4006133E+001, 2.5449860E-001
 1.5005106E+001, 3.0869675E-001
 1.6000433E+001, 3.5324443E-001
 1.7001520E+001, 6.1650071E-001
 1.8001684E+001, 7.9696545E-001
 1.9002809E+001, 1.1722098E+000
 2.0000970E+001, 1.3187024E+000
 2.1002179E+001, 1.0568588E+000
 2.2005239E+001, 1.4640258E+000
 2.3002685E+001, 1.5063271E+000
 2.4003929E+001, 1.6604404E+000
 2.5005554E+001, 1.6679808E+000
 2.6003542E+001, 1.8107834E+000
 2.7000462E+001, 1.9830084E+000
 2.8003315E+001, 1.7586407E+000
 2.9000673E+001, 1.9622481E+000
 3.0004817E+001, 2.1845120E+000
 3.1000824E+001, 2.1262373E+000
 3.2006007E+001, 2.1619833E+000
 3.3003242E+001, 2.1945631E+000
 3.4006191E+001, 2.2359417E+000
 3.5000503E+001, 2.6333434E+000
 3.6000388E+001, 2.7320849E+000
 3.7001147E+001, 2.9083716E+000
 3.8002357E+001, 2.8194128E+000
 3.9000386E+001, 2.8180180E+000
 4.0002289E+001, 2.9721511E+000
 4.1007259E+001, 3.1008382E+000
 4.2005538E+001, 3.3041359E+000
 4.3003760E+001, 3.4876725E+000
 4.4001762E+001, 3.4877900E+000
 4.5003913E+001, 3.7251051E+000
 4.6002066E+001, 3.7370027E+000
 4.7001708E+001, 3.9116388E+000
 4.8002002E+001, 4.0510978E+000
 4.9005044E+001, 4.2277446E+000
 5.0004856E+001, 4.1970662E+000
 5.1002930E+001, 4.4388639E+000
 5.2007484E+001, 4.5074274E+000
 5.3004476E+001, 4.6471721E+000
 5.4000987E+001, 4.7478836E+000
 5.5000233E+001, 4.9271488E+000
 5.6001938E+001, 5.1179167E+000
 5.7000076E+001, 5.2032963E+000
 5.8006066E+001, 5.1214907E+000
 5.9000607E+001, 5.3856793E+000
 6.0000160E+001, 5.5152330E+000
 6.1001489E+001, 5.5423673E+000
 6.2004429E+001, 5.6636017E+000
 6.3000705E+001, 5.6721018E+000
 6.4000213E+001, 5.9816608E+000
 6.5000019E+001, 6.0447736E+000
 6.6006101E+001, 6.0222928E+000
 6.7004698E+001, 6.2699624E+000
 6.8000593E+001, 6.3364947E+000
 6.9002747E+001, 6.6009942E+000
 7.0000694E+001, 6.6775578E+000
 7.1004765E+001, 6.6641124E+000
 7.2002813E+001, 6.8933470E+000
 7.3002658E+001, 7.0684526E+000
 7.4003775E+001, 7.0464827E+000
 7.5003159E+001, 7.1618678E+000
 7.6003353E+001, 7.2080415E+000
 7.7004183E+001, 7.3807335E+000
 7.8003653E+001, 7.4995435E+000
 7.9005889E+001, 7.7275834E+000
 8.0003961E+001, 7.6659845E+000
 8.1003150E+001, 7.7884301E+000
 8.2004077E+001, 7.7548951E+000
 8.3004831E+001, 7.8761114E+000
 8.4005061E+001, 7.8333665E+000
 8.5008175E+001, 7.7919642E+000
 8.6001372E+001, 7.6751365E+000
 8.7000991E+001, 7.7100438E+000
 8.8007028E+001, 7.6972421E+000
 8.9000433E+001, 7.8250372E+000
 9.0006870E+001, 7.9560863E+000
 9.1000240E+001, 7.9750000E+000
 9.2006468E+001, 7.9605048E+000
