s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0054809E+000, 9.2715619E-002, 9.2715619E-002, 1.0000000E+000
 2.0065368E+000, 8.1473427E-002, 8.1473427E-002, 1.0000000E+000
 3.0041028E+000, 7.7374781E-002, 7.7374781E-002, 1.0000000E+000
 4.0075353E+000, 7.5866138E-002, 7.5866138E-002, 1.0000000E+000
 5.0088494E+000, 7.5316540E-002, 7.5316540E-002, 1.0000000E+000
 6.0080706E+000, 7.5115942E-002, 7.5115942E-002, 1.0000000E+000
 7.0012428E+000, 7.5042767E-002, 7.5042767E-002, 1.0000000E+000
 8.0010343E+000, 1.0478317E-001, 1.0478317E-001, 1.0000000E+000
 9.0011998E+000, 1.1759450E-001, 1.1759450E-001, 1.0000000E+000
 1.0000618E+001, 1.2737401E-001, 1.2737401E-001, 1.0000000E+000
 1.1005464E+001, 1.5764297E-001, 1.5764297E-001, 1.0000000E+000
 1.2001339E+001, 1.6861706E-001, 1.6861706E-001, 1.0000000E+000
 1.3003645E+001, 1.7266729E-001, 1.7266729E-001, 1.0000000E+000
 1.4005653E+001, 2.0191616E-001, 2.0191616E-001, 1.0000000E+000
 1.5008155E+001, 2.1656758E-001, 2.1656758E-001, 1.0000000E+000
 1.6000075E+001, 2.2188518E-001, 2.2188518E-001, 1.0000000E+000
 1.7002308E+001, 2.2386130E-001, 2.2386130E-001, 1.0000000E+000
 1.8002214E+001, 2.0335721E-001, 2.0335721E-001, 1.0000000E+000
 1.9002019E+001, 2.3726420E-001, 2.3726420E-001, 1.0000000E+000
 2.0002630E+001, 2.6118646E-001, 2.6118646E-001, 1.0000000E+000
 2.1001167E+001, 2.6993408E-001, 2.6993408E-001, 1.0000000E+000
 2.2005899E+001, 2.5905266E-001, 2.5905266E-001, 1.0000000E+000
 2.3006694E+001, 2.0578327E-001, 2.0578327E-001, 1.0000000E+000
 2.4002042E+001, 1.8633296E-001, 1.8633296E-001, 1.0000000E+000
 2.5000113E+001, 1.9357953E-001, 1.9357953E-001, 1.0000000E+000
 2.6006290E+001, 2.3402300E-001, 2.3402300E-001, 1.0000000E+000
 2.7006367E+001, 2.1689389E-001, 2.1689389E-001, 1.0000000E+000
 2.8004901E+001, 1.9846727E-001, 1.9846727E-001, 1.0000000E+000
 2.9003319E+001, 1.8361560E-001, 1.8361560E-001, 1.0000000E+000
 3.0002198E+001, 1.8009024E-001, 1.8009024E-001, 1.0000000E+000
 3.1005408E+001, 1.8967771E-001, 1.8967771E-001, 1.0000000E+000
