s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0151202E+000, 1.1049610E-001, 1.1049610E-001, 1.0000000E+000
 2.0086803E+000, 6.5245989E-002, 6.5245989E-002, 1.0000000E+000
 3.0006801E+000, 5.5006070E-002, 5.5006070E-002, 1.0000000E+000
 4.0035013E+000, 6.3817070E-002, 6.3817070E-002, 1.0000000E+000
 5.0049862E+000, 3.9682149E-002, 3.9682149E-002, 1.0000000E+000
 6.0029449E+000, 4.5851423E-002, 4.5851423E-002, 1.0000000E+000
 7.0040826E+000, 3.3270452E-002, 3.3270452E-002, 1.0000000E+000
 8.0061488E+000, 3.8881595E-002, 3.8881595E-002, 1.0000000E+000
 9.0018410E+000, 6.1696173E-002, 6.1696173E-002, 1.0000000E+000
 1.0005741E+001, 7.0141816E-002, 7.0141816E-002, 1.0000000E+000
 1.1002832E+001, 8.1200079E-002, 8.1200079E-002, 1.0000000E+000
 1.2002556E+001, 1.0617730E-001, 1.0617730E-001, 1.0000000E+000
 1.3005811E+001, 1.1752232E-001, 1.1752232E-001, 1.0000000E+000
 1.4005103E+001, 1.2212426E-001, 1.2212426E-001, 1.0000000E+000
 1.5001764E+001, 1.2394167E-001, 1.2394167E-001, 1.0000000E+000
 1.6003286E+001, 1.2699346E-001, 1.2699346E-001, 1.0000000E+000
 1.7001282E+001, 1.3363940E-001, 1.3363940E-001, 1.0000000E+000
 1.8002690E+001, 1.5857521E-001, 1.5857521E-001, 1.0000000E+000
 1.9001946E+001, 1.8035709E-001, 1.8035709E-001, 1.0000000E+000
 2.0004861E+001, 2.1639693E-001, 2.1639693E-001, 1.0000000E+000
 2.1002676E+001, 2.4565981E-001, 2.4565981E-001, 1.0000000E+000
 2.2000645E+001, 2.8477156E-001, 2.8477156E-001, 1.0000000E+000
 2.3000830E+001, 2.7654914E-001, 2.7654914E-001, 1.0000000E+000
 2.4002005E+001, 3.5987143E-001, 3.5987143E-001, 1.0000000E+000
 2.5004754E+001, 3.9059986E-001, 3.9059986E-001, 1.0000000E+000
 2.6000781E+001, 3.2245365E-001, 3.2245365E-001, 1.0000000E+000
 2.7004914E+001, 3.1778278E-001, 3.1778278E-001, 1.0000000E+000
 2.8002144E+001, 3.3023828E-001, 3.3023828E-001, 1.0000000E+000
 2.9001888E+001, 4.0092269E-001, 4.0092269E-001, 1.0000000E+000
 3.0004055E+001, 4.3916294E-001, 4.3916294E-001, 1.0000000E+000
 3.1001010E+001, 4.3807787E-001, 4.3807787E-001, 1.0000000E+000
