s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0067028E+000, 3.8761880E-002, 3.8761880E-002, 1.0000000E+000
 2.0001283E+000, 4.5231730E-002, 4.5231730E-002, 1.0000000E+000
 3.0011603E+000, 6.3204198E-002, 6.3204198E-002, 1.0000000E+000
 4.0017584E+000, 7.0498657E-002, 7.0498657E-002, 1.0000000E+000
 5.0010862E+000, 7.1937600E-002, 7.1937600E-002, 1.0000000E+000
 6.0073279E+000, 6.7622718E-002, 6.7622718E-002, 1.0000000E+000
 7.0091931E+000, 4.7638710E-002, 4.7638710E-002, 1.0000000E+000
 8.0018288E+000, 3.3347365E-002, 3.3347365E-002, 1.0000000E+000
 9.0011358E+000, 2.8058376E-002, 2.8058376E-002, 1.0000000E+000
 1.0000817E+001, 2.6121648E-002, 2.6121648E-002, 1.0000000E+000
 1.1003834E+001, 2.5409942E-002, 2.5409942E-002, 1.0000000E+000
 1.2001536E+001, 5.6409047E-002, 5.6409047E-002, 1.0000000E+000
 1.3005974E+001, 6.8214329E-002, 6.8214329E-002, 1.0000000E+000
 1.4003586E+001, 7.2506698E-002, 7.2506698E-002, 1.0000000E+000
 1.5001137E+001, 8.9762857E-002, 8.9762857E-002, 1.0000000E+000
 1.6005565E+001, 1.1213972E-001, 1.1213972E-001, 1.0000000E+000
 1.7007366E+001, 1.2029567E-001, 1.2029567E-001, 1.0000000E+000
 1.8001385E+001, 1.2326579E-001, 1.2326579E-001, 1.0000000E+000
 1.9000058E+001, 1.2436323E-001, 1.2436323E-001, 1.0000000E+000
 2.0002042E+001, 1.2476713E-001, 1.2476713E-001, 1.0000000E+000
 2.1000723E+001, 1.5326900E-001, 1.5326900E-001, 1.0000000E+000
 2.2002948E+001, 1.6705750E-001, 1.6705750E-001, 1.0000000E+000
 2.3005395E+001, 1.7209753E-001, 1.7209753E-001, 1.0000000E+000
 2.4001467E+001, 1.7393211E-001, 1.7393211E-001, 1.0000000E+000
 2.5007275E+001, 1.7461096E-001, 1.7461096E-001, 1.0000000E+000
 2.6006184E+001, 1.7485721E-001, 1.7485721E-001, 1.0000000E+000
 2.7003417E+001, 1.7494751E-001, 1.7494751E-001, 1.0000000E+000
 2.8003679E+001, 1.7498076E-001, 1.7498076E-001, 1.0000000E+000
 2.9002708E+001, 2.0308595E-001, 2.0308595E-001, 1.0000000E+000
 3.0005098E+001, 2.1698699E-001, 2.1698699E-001, 1.0000000E+000
 3.1000132E+001, 2.2204776E-001, 2.2204776E-001, 1.0000000E+000
