s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0054106E+000, 1.1900639E-001, 1.1900639E-001, 1.0000000E+000
 2.0028867E+000, 1.2280195E-001, 1.2280195E-001, 1.0000000E+000
 3.0044594E+000, 1.5015411E-001, 1.5015411E-001, 1.0000000E+000
 4.0022176E+000, 1.7683461E-001, 1.7683461E-001, 1.0000000E+000
 5.0066295E+000, 1.7955508E-001, 1.7955508E-001, 1.0000000E+000
 6.0067785E+000, 1.7666743E-001, 1.7666743E-001, 1.0000000E+000
 7.0077112E+000, 2.0658386E-001, 2.0658386E-001, 1.0000000E+000
 8.0041597E+000, 1.8909142E-001, 1.8909142E-001, 1.0000000E+000
 9.0033639E+000, 2.1804622E-001, 2.1804622E-001, 1.0000000E+000
 1.0008652E+001, 3.1598519E-001, 3.1598519E-001, 1.0000000E+000
 1.1001118E+001, 4.1010645E-001, 4.1010645E-001, 1.0000000E+000
 1.2000926E+001, 4.9076766E-001, 4.9076766E-001, 1.0000000E+000
 1.3004230E+001, 5.6620631E-001, 5.6620631E-001, 1.0000000E+000
 1.4001162E+001, 6.4054906E-001, 6.4054906E-001, 1.0000000E+000
 1.5000945E+001, 7.4745925E-001, 7.4745925E-001, 1.0000000E+000
 1.6002561E+001, 8.4832580E-001, 8.4832580E-001, 1.0000000E+000
 1.7005020E+001, 9.0075302E-001, 9.0075302E-001, 1.0000000E+000
 1.8006908E+001, 1.0172772E+000, 1.0172772E+000, 1.0000000E+000
 1.9006455E+001, 1.1271794E+000, 1.1271794E+000, 1.0000000E+000
 2.0005656E+001, 1.2415134E+000, 1.2415134E+000, 1.0000000E+000
 2.1000006E+001, 1.3201914E+000, 1.3201914E+000, 1.0000000E+000
 2.2006295E+001, 1.3992774E+000, 1.3992774E+000, 1.0000000E+000
 2.3001775E+001, 1.4965188E+000, 1.4965188E+000, 1.0000000E+000
 2.4003269E+001, 1.5480471E+000, 1.5480471E+000, 1.0000000E+000
 2.5006401E+001, 1.6253049E+000, 1.6253049E+000, 1.0000000E+000
 2.6003215E+001, 1.7023306E+000, 1.7023306E+000, 1.0000000E+000
 2.7008005E+001, 1.7472576E+000, 1.7472576E+000, 1.0000000E+000
 2.8003983E+001, 1.8149633E+000, 1.8149633E+000, 1.0000000E+000
 2.9003027E+001, 1.8953275E+000, 1.8953275E+000, 1.0000000E+000
 3.0006469E+001, 1.9587141E+000, 1.9587141E+000, 1.0000000E+000
 3.1001361E+001, 2.0392490E+000, 2.0392490E+000, 1.0000000E+000
