s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0058376E+000, 8.6447629E-002, 8.6447629E-002, 1.0000000E+000
 2.0018131E+000, 7.9205910E-002, 7.9205910E-002, 1.0000000E+000
 3.0000449E+000, 7.3600752E-002, 7.3600752E-002, 1.0000000E+000
 4.0058603E+000, 7.4490859E-002, 7.4490859E-002, 1.0000000E+000
 5.0021684E+000, 7.4812971E-002, 7.4812971E-002, 1.0000000E+000
 6.0080287E+000, 7.4931905E-002, 7.4931905E-002, 1.0000000E+000
 7.0017182E+000, 7.4974883E-002, 7.4974883E-002, 1.0000000E+000
 8.0022880E+000, 7.4990799E-002, 7.4990799E-002, 1.0000000E+000
 9.0001296E+000, 7.4996620E-002, 7.4996620E-002, 1.0000000E+000
 1.0000501E+001, 7.4998761E-002, 7.4998761E-002, 1.0000000E+000
 1.1001053E+001, 7.4999546E-002, 7.4999546E-002, 1.0000000E+000
 1.2001446E+001, 8.7466445E-002, 8.7466445E-002, 1.0000000E+000
 1.3003413E+001, 1.0775649E-001, 1.0775649E-001, 1.0000000E+000
 1.4003612E+001, 1.1867545E-001, 1.1867545E-001, 1.0000000E+000
 1.5000183E+001, 1.5192383E-001, 1.5192383E-001, 1.0000000E+000
 1.6005451E+001, 1.6658119E-001, 1.6658119E-001, 1.0000000E+000
 1.7000496E+001, 1.7189783E-001, 1.7189783E-001, 1.0000000E+000
 1.8000110E+001, 1.7953002E-001, 1.7953002E-001, 1.0000000E+000
 1.9000838E+001, 2.0216400E-001, 2.0216400E-001, 1.0000000E+000
 2.0004391E+001, 2.1665369E-001, 2.1665369E-001, 1.0000000E+000
 2.1005915E+001, 2.2194329E-001, 2.2194329E-001, 1.0000000E+000
 2.2005476E+001, 2.4509905E-001, 2.4509905E-001, 1.0000000E+000
 2.3005274E+001, 2.3634857E-001, 2.3634857E-001, 1.0000000E+000
 2.4002883E+001, 2.5900605E-001, 2.5900605E-001, 1.0000000E+000
 2.5005707E+001, 2.6914949E-001, 2.6914949E-001, 1.0000000E+000
 2.6000887E+001, 2.7477412E-001, 2.7477412E-001, 1.0000000E+000
 2.7002847E+001, 2.7491729E-001, 2.7491729E-001, 1.0000000E+000
 2.8004791E+001, 3.0242988E-001, 3.0242988E-001, 1.0000000E+000
 2.9005893E+001, 3.1673122E-001, 3.1673122E-001, 1.0000000E+000
 3.0003837E+001, 3.1555678E-001, 3.1555678E-001, 1.0000000E+000
 3.1001278E+001, 2.6938468E-001, 2.6938468E-001, 1.0000000E+000
