s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0091237E+000, 8.1924936E-002, 8.1924936E-002, 1.0000000E+000
 2.0019843E+000, 7.7551412E-002, 7.7551412E-002, 1.0000000E+000
 3.0009260E+000, 7.5934752E-002, 7.5934752E-002, 1.0000000E+000
 4.0101662E+000, 7.5338935E-002, 7.5338935E-002, 1.0000000E+000
 5.0077862E+000, 7.9432379E-002, 7.9432379E-002, 1.0000000E+000
 6.0010073E+000, 1.0817653E-001, 1.0817653E-001, 1.0000000E+000
 7.0065976E+000, 1.0730792E-001, 1.0730792E-001, 1.0000000E+000
 8.0051489E+000, 1.3296021E-001, 1.3296021E-001, 1.0000000E+000
 9.0028462E+000, 1.6986515E-001, 1.6986515E-001, 1.0000000E+000
 1.0005494E+001, 2.0484187E-001, 2.0484187E-001, 1.0000000E+000
 1.1006483E+001, 2.4180152E-001, 2.4180152E-001, 1.0000000E+000
 1.2005778E+001, 2.6282153E-001, 2.6282153E-001, 1.0000000E+000
 1.3004423E+001, 2.9819672E-001, 2.9819672E-001, 1.0000000E+000
 1.4000710E+001, 3.1513768E-001, 3.1513768E-001, 1.0000000E+000
 1.5004724E+001, 3.4684597E-001, 3.4684597E-001, 1.0000000E+000
 1.6005204E+001, 3.6468156E-001, 3.6468156E-001, 1.0000000E+000
 1.7005781E+001, 3.8671506E-001, 3.8671506E-001, 1.0000000E+000
 1.8003548E+001, 4.1093019E-001, 4.1093019E-001, 1.0000000E+000
 1.9002943E+001, 4.1983679E-001, 4.1983679E-001, 1.0000000E+000
 2.0001705E+001, 4.5057500E-001, 4.5057500E-001, 1.0000000E+000
 2.1001016E+001, 4.6603382E-001, 4.6603382E-001, 1.0000000E+000
 2.2002659E+001, 4.7171604E-001, 4.7171604E-001, 1.0000000E+000
 2.3001068E+001, 5.0514804E-001, 5.0514804E-001, 1.0000000E+000
 2.4002224E+001, 5.1772360E-001, 5.1772360E-001, 1.0000000E+000
 2.5001736E+001, 5.2232816E-001, 5.2232816E-001, 1.0000000E+000
 2.6003682E+001, 5.5154344E-001, 5.5154344E-001, 1.0000000E+000
 2.7003650E+001, 5.6639024E-001, 5.6639024E-001, 1.0000000E+000
 2.8001943E+001, 5.7183439E-001, 5.7183439E-001, 1.0000000E+000
 2.9001952E+001, 5.7495023E-001, 5.7495023E-001, 1.0000000E+000
 3.0002907E+001, 6.0664593E-001, 6.0664593E-001, 1.0000000E+000
 3.1004213E+001, 6.1827239E-001, 6.1827239E-001, 1.0000000E+000
