s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0128718E+000, 1.3456596E-001, 1.3456596E-001, 1.0000000E+000
 2.0087867E+000, 1.0613300E-001, 1.0613300E-001, 1.0000000E+000
 3.0019636E+000, 9.7830683E-002, 9.7830683E-002, 1.0000000E+000
 4.0008089E+000, 1.0083572E-001, 1.0083572E-001, 1.0000000E+000
 5.0024974E+000, 9.7594414E-002, 9.7594414E-002, 1.0000000E+000
 6.0077267E+000, 8.8376222E-002, 8.8376222E-002, 1.0000000E+000
 7.0071735E+000, 9.5558928E-002, 9.5558928E-002, 1.0000000E+000
 8.0080663E+000, 1.0147513E-001, 1.0147513E-001, 1.0000000E+000
 9.0013376E+000, 8.9113315E-002, 8.9113315E-002, 1.0000000E+000
 1.0005438E+001, 8.8848256E-002, 8.8848256E-002, 1.0000000E+000
 1.1006675E+001, 1.1738824E-001, 1.1738824E-001, 1.0000000E+000
 1.2006019E+001, 1.1074396E-001, 1.1074396E-001, 1.0000000E+000
 1.3004339E+001, 1.1309027E-001, 1.1309027E-001, 1.0000000E+000
 1.4001484E+001, 1.1559459E-001, 1.1559459E-001, 1.0000000E+000
 1.5008085E+001, 1.0736007E-001, 1.0736007E-001, 1.0000000E+000
 1.6006856E+001, 1.2051081E-001, 1.2051081E-001, 1.0000000E+000
 1.7004887E+001, 1.5526826E-001, 1.5526826E-001, 1.0000000E+000
 1.8004816E+001, 1.4589471E-001, 1.4589471E-001, 1.0000000E+000
 1.9003870E+001, 1.3004570E-001, 1.3004570E-001, 1.0000000E+000
 2.0005795E+001, 1.2509817E-001, 1.2509817E-001, 1.0000000E+000
 2.1000927E+001, 1.5005179E-001, 1.5005179E-001, 1.0000000E+000
 2.2003403E+001, 1.5017103E-001, 1.5017103E-001, 1.0000000E+000
 2.3002209E+001, 1.5857079E-001, 1.5857079E-001, 1.0000000E+000
 2.4003111E+001, 1.7568299E-001, 1.7568299E-001, 1.0000000E+000
 2.5000977E+001, 1.8216720E-001, 1.8216720E-001, 1.0000000E+000
 2.6001336E+001, 1.7942174E-001, 1.7942174E-001, 1.0000000E+000
 2.7000893E+001, 1.8615997E-001, 1.8615997E-001, 1.0000000E+000
 2.8004120E+001, 1.7435582E-001, 1.7435582E-001, 1.0000000E+000
 2.9003899E+001, 1.8009916E-001, 1.8009916E-001, 1.0000000E+000
 3.0002229E+001, 1.7231513E-001, 1.7231513E-001, 1.0000000E+000
 3.1001454E+001, 1.5725364E-001, 1.5725364E-001, 1.0000000E+000
