s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0151202E+000, 1.1049610E-001, 1.1049610E-001, 1.0000000E+000
 2.0085210E+000, 6.7114857E-002, 6.7114857E-002, 1.0000000E+000
 3.0093749E+000, 5.3687009E-002, 5.3687009E-002, 1.0000000E+000
 4.0109268E+000, 6.1989452E-002, 6.1989452E-002, 1.0000000E+000
 5.0008656E+000, 4.1256973E-002, 4.1256973E-002, 1.0000000E+000
 6.0027358E+000, 4.6820496E-002, 4.6820496E-002, 1.0000000E+000
 7.0045439E+000, 3.3967137E-002, 3.3967137E-002, 1.0000000E+000
 8.0003035E+000, 4.6436992E-002, 4.6436992E-002, 1.0000000E+000
 9.0021207E+000, 6.4546753E-002, 6.4546753E-002, 1.0000000E+000
 1.0001735E+001, 7.1165402E-002, 7.1165402E-002, 1.0000000E+000
 1.1000962E+001, 8.4937979E-002, 8.4937979E-002, 1.0000000E+000
 1.2001630E+001, 1.0832519E-001, 1.0832519E-001, 1.0000000E+000
 1.3003890E+001, 1.1969940E-001, 1.1969940E-001, 1.0000000E+000
 1.4001088E+001, 1.2412067E-001, 1.2412067E-001, 1.0000000E+000
 1.5001243E+001, 1.2502010E-001, 1.2502010E-001, 1.0000000E+000
 1.6002157E+001, 1.2911971E-001, 1.2911971E-001, 1.0000000E+000
 1.7004488E+001, 1.4552145E-001, 1.4552145E-001, 1.0000000E+000
 1.8002286E+001, 1.6929563E-001, 1.6929563E-001, 1.0000000E+000
 1.9003480E+001, 1.9908499E-001, 1.9908499E-001, 1.0000000E+000
 2.0000147E+001, 2.0120042E-001, 2.0120042E-001, 1.0000000E+000
 2.1003172E+001, 2.1501123E-001, 2.1501123E-001, 1.0000000E+000
 2.2003008E+001, 1.7710263E-001, 1.7710263E-001, 1.0000000E+000
 2.3000739E+001, 2.0957182E-001, 2.0957182E-001, 1.0000000E+000
 2.4004699E+001, 2.2269844E-001, 2.2269844E-001, 1.0000000E+000
 2.5002451E+001, 2.3833573E-001, 2.3833573E-001, 1.0000000E+000
 2.6003844E+001, 2.9483821E-001, 2.9483821E-001, 1.0000000E+000
 2.7002980E+001, 4.7882294E-001, 4.7882294E-001, 1.0000000E+000
 2.8004495E+001, 4.9830120E-001, 4.9830120E-001, 1.0000000E+000
 2.9002429E+001, 5.4250572E-001, 5.4250572E-001, 1.0000000E+000
 3.0002005E+001, 5.7582297E-001, 5.7582297E-001, 1.0000000E+000
 3.1003648E+001, 6.7384122E-001, 6.7384122E-001, 1.0000000E+000
