s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0014144E+000, 1.0878758E-001, 1.0878758E-001, 1.0000000E+000
 2.0004784E+000, 1.2282558E-001, 1.2282558E-001, 1.0000000E+000
 3.0101708E+000, 1.2977373E-001, 1.2977373E-001, 1.0000000E+000
 4.0092348E+000, 1.1908284E-001, 1.1908284E-001, 1.0000000E+000
 5.0082988E+000, 1.0531987E-001, 1.0531987E-001, 1.0000000E+000
 6.0073628E+000, 9.8966826E-002, 9.8966826E-002, 1.0000000E+000
 7.0076010E+000, 1.1019627E-001, 1.1019627E-001, 1.0000000E+000
 8.0053114E+000, 1.0680512E-001, 1.0680512E-001, 1.0000000E+000
 9.0002044E+000, 8.3708021E-002, 8.3708021E-002, 1.0000000E+000
 1.0008993E+001, 8.3610734E-002, 8.3610734E-002, 1.0000000E+000
 1.1006522E+001, 7.2363823E-002, 7.2363823E-002, 1.0000000E+000
 1.2000952E+001, 7.6975087E-002, 7.6975087E-002, 1.0000000E+000
 1.3000689E+001, 1.0330997E-001, 1.0330997E-001, 1.0000000E+000
 1.4002145E+001, 1.0707830E-001, 1.0707830E-001, 1.0000000E+000
 1.5005287E+001, 1.4258601E-001, 1.4258601E-001, 1.0000000E+000
 1.6002448E+001, 1.3203419E-001, 1.3203419E-001, 1.0000000E+000
 1.7006384E+001, 1.2236808E-001, 1.2236808E-001, 1.0000000E+000
 1.8007135E+001, 1.2877412E-001, 1.2877412E-001, 1.0000000E+000
 1.9007957E+001, 1.6677941E-001, 1.6677941E-001, 1.0000000E+000
 2.0003501E+001, 1.6509072E-001, 1.6509072E-001, 1.0000000E+000
 2.1000686E+001, 2.3000397E-001, 2.3000397E-001, 1.0000000E+000
 2.2001675E+001, 1.9337503E-001, 1.9337503E-001, 1.0000000E+000
 2.3002851E+001, 1.8699801E-001, 1.8699801E-001, 1.0000000E+000
 2.4004320E+001, 1.6708456E-001, 1.6708456E-001, 1.0000000E+000
 2.5001215E+001, 1.7926148E-001, 1.7926148E-001, 1.0000000E+000
 2.6000482E+001, 1.7244316E-001, 1.7244316E-001, 1.0000000E+000
 2.7004300E+001, 1.8929814E-001, 1.8929814E-001, 1.0000000E+000
 2.8004129E+001, 2.2643753E-001, 2.2643753E-001, 1.0000000E+000
 2.9003442E+001, 2.0814190E-001, 2.0814190E-001, 1.0000000E+000
 3.0004031E+001, 2.4290080E-001, 2.4290080E-001, 1.0000000E+000
 3.1004690E+001, 2.4595826E-001, 2.4595826E-001, 1.0000000E+000
