s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0093669E+000, 8.4938174E-002, 8.4938174E-002, 1.0000000E+000
 2.0028461E+000, 7.8660511E-002, 7.8660511E-002, 1.0000000E+000
 3.0020760E+000, 6.8720789E-002, 6.8720789E-002, 1.0000000E+000
 4.0049207E+000, 7.2707521E-002, 7.2707521E-002, 1.0000000E+000
 5.0044661E+000, 7.4160545E-002, 7.4160545E-002, 1.0000000E+000
 6.0055642E+000, 7.4693049E-002, 7.4693049E-002, 1.0000000E+000
 7.0049302E+000, 7.4887388E-002, 7.4887388E-002, 1.0000000E+000
 8.0023305E+000, 5.0995184E-002, 5.0995184E-002, 1.0000000E+000
 9.0064071E+000, 5.7486255E-002, 5.7486255E-002, 1.0000000E+000
 1.0003817E+001, 7.6440425E-002, 7.6440425E-002, 1.0000000E+000
 1.1000541E+001, 1.0712539E-001, 1.0712539E-001, 1.0000000E+000
 1.2001322E+001, 1.2759057E-001, 1.2759057E-001, 1.0000000E+000
 1.3006198E+001, 1.5769296E-001, 1.5769296E-001, 1.0000000E+000
 1.4002703E+001, 1.6862903E-001, 1.6862903E-001, 1.0000000E+000
 1.5005279E+001, 1.7646720E-001, 1.7646720E-001, 1.0000000E+000
 1.6003586E+001, 2.0717413E-001, 2.0717413E-001, 1.0000000E+000
 1.7000425E+001, 2.1844444E-001, 2.1844444E-001, 1.0000000E+000
 1.8004733E+001, 2.2260674E-001, 2.2260674E-001, 1.0000000E+000
 1.9004379E+001, 2.3899214E-001, 2.3899214E-001, 1.0000000E+000
 2.0003663E+001, 2.6178455E-001, 2.6178455E-001, 1.0000000E+000
 2.1005376E+001, 2.7016286E-001, 2.7016286E-001, 1.0000000E+000
 2.2005274E+001, 2.7322594E-001, 2.7322594E-001, 1.0000000E+000
 2.3000689E+001, 2.6014957E-001, 2.6014957E-001, 1.0000000E+000
 2.4001124E+001, 3.0121077E-001, 3.0121077E-001, 1.0000000E+000
 2.5000961E+001, 2.9305339E-001, 2.9305339E-001, 1.0000000E+000
 2.6001637E+001, 3.1328450E-001, 3.1328450E-001, 1.0000000E+000
 2.7002431E+001, 2.5688059E-001, 2.5688059E-001, 1.0000000E+000
 2.8002894E+001, 3.1126464E-001, 3.1126464E-001, 1.0000000E+000
 2.9001611E+001, 2.7314482E-001, 2.7314482E-001, 1.0000000E+000
 3.0000395E+001, 3.2733054E-001, 3.2733054E-001, 1.0000000E+000
 3.1000793E+001, 3.5751049E-001, 3.5751049E-001, 1.0000000E+000
