s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0151202E+000, 1.1049610E-001, 1.1049610E-001, 1.0000000E+000
 2.0081522E+000, 6.8067784E-002, 6.8067784E-002, 1.0000000E+000
 3.0092307E+000, 5.0490633E-002, 5.0490633E-002, 1.0000000E+000
 4.0004110E+000, 5.7707958E-002, 5.7707958E-002, 1.0000000E+000
 5.0003990E+000, 4.2203439E-002, 4.2203439E-002, 1.0000000E+000
 6.0026246E+000, 4.5643586E-002, 4.5643586E-002, 1.0000000E+000
 7.0038184E+000, 3.3431821E-002, 3.3431821E-002, 1.0000000E+000
 8.0044725E+000, 4.6836921E-002, 4.6836921E-002, 1.0000000E+000
 9.0053531E+000, 6.4685271E-002, 6.4685271E-002, 1.0000000E+000
 1.0000476E+001, 7.1199374E-002, 7.1199374E-002, 1.0000000E+000
 1.1002492E+001, 8.7376087E-002, 8.7376087E-002, 1.0000000E+000
 1.2002414E+001, 1.0896014E-001, 1.0896014E-001, 1.0000000E+000
 1.3005748E+001, 1.1887143E-001, 1.1887143E-001, 1.0000000E+000
 1.4000174E+001, 1.2273923E-001, 1.2273923E-001, 1.0000000E+000
 1.5004798E+001, 1.2603457E-001, 1.2603457E-001, 1.0000000E+000
 1.6002927E+001, 1.2616407E-001, 1.2616407E-001, 1.0000000E+000
 1.7001368E+001, 1.3484360E-001, 1.3484360E-001, 1.0000000E+000
 1.8001440E+001, 1.4787553E-001, 1.4787553E-001, 1.0000000E+000
 1.9001756E+001, 1.7785867E-001, 1.7785867E-001, 1.0000000E+000
 2.0003002E+001, 2.0567344E-001, 2.0567344E-001, 1.0000000E+000
 2.1002943E+001, 2.5010346E-001, 2.5010346E-001, 1.0000000E+000
 2.2003525E+001, 2.5925066E-001, 2.5925066E-001, 1.0000000E+000
 2.3001848E+001, 2.1457943E-001, 2.1457943E-001, 1.0000000E+000
 2.4000427E+001, 1.6947750E-001, 1.6947750E-001, 1.0000000E+000
 2.5003270E+001, 2.2676756E-001, 2.2676756E-001, 1.0000000E+000
 2.6000373E+001, 2.2347759E-001, 2.2347759E-001, 1.0000000E+000
 2.7003836E+001, 2.4639208E-001, 2.4639208E-001, 1.0000000E+000
 2.8004588E+001, 4.1065997E-001, 4.1065997E-001, 1.0000000E+000
 2.9000545E+001, 4.6187619E-001, 4.6187619E-001, 1.0000000E+000
 3.0000772E+001, 6.2183547E-001, 6.2183547E-001, 1.0000000E+000
 3.1003086E+001, 7.3257852E-001, 7.3257852E-001, 1.0000000E+000
