s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0179519E+000, 1.0785101E-001, 1.0785101E-001, 1.0000000E+000
 2.0095935E+000, 7.4436779E-002, 7.4436779E-002, 1.0000000E+000
 3.0045534E+000, 7.3591223E-002, 7.3591223E-002, 1.0000000E+000
 4.0044477E+000, 8.1819629E-002, 8.1819629E-002, 1.0000000E+000
 5.0111497E+000, 7.6932356E-002, 7.6932356E-002, 1.0000000E+000
 6.0017276E+000, 8.5060489E-002, 8.5060489E-002, 1.0000000E+000
 7.0020453E+000, 7.9653022E-002, 7.9653022E-002, 1.0000000E+000
 8.0040808E+000, 7.6703163E-002, 7.6703163E-002, 1.0000000E+000
 9.0058432E+000, 7.8397510E-002, 7.8397510E-002, 1.0000000E+000
 1.0004507E+001, 1.0491051E-001, 1.0491051E-001, 1.0000000E+000
 1.1003704E+001, 1.0060573E-001, 1.0060573E-001, 1.0000000E+000
 1.2002978E+001, 1.3090042E-001, 1.3090042E-001, 1.0000000E+000
 1.3003252E+001, 1.6042821E-001, 1.6042821E-001, 1.0000000E+000
 1.4000422E+001, 1.8289488E-001, 1.8289488E-001, 1.0000000E+000
 1.5003557E+001, 1.8556321E-001, 1.8556321E-001, 1.0000000E+000
 1.6000146E+001, 1.8009942E-001, 1.8009942E-001, 1.0000000E+000
 1.7001897E+001, 1.8103592E-001, 1.8103592E-001, 1.0000000E+000
 1.8004212E+001, 1.6228658E-001, 1.6228658E-001, 1.0000000E+000
 1.9003092E+001, 1.5424342E-001, 1.5424342E-001, 1.0000000E+000
 2.0002734E+001, 1.6317263E-001, 1.6317263E-001, 1.0000000E+000
 2.1003902E+001, 1.9423082E-001, 1.9423082E-001, 1.0000000E+000
 2.2003602E+001, 2.9037606E-001, 2.9037606E-001, 1.0000000E+000
 2.3003707E+001, 3.0300978E-001, 3.0300978E-001, 1.0000000E+000
 2.4003691E+001, 3.8298325E-001, 3.8298325E-001, 1.0000000E+000
 2.5000796E+001, 5.6694180E-001, 5.6694180E-001, 1.0000000E+000
 2.6003076E+001, 6.0071111E-001, 6.0071111E-001, 1.0000000E+000
 2.7004999E+001, 6.4351028E-001, 6.4351028E-001, 1.0000000E+000
 2.8004233E+001, 8.0442643E-001, 8.0442643E-001, 1.0000000E+000
 2.9003266E+001, 9.0666310E-001, 9.0666310E-001, 1.0000000E+000
 3.0002607E+001, 9.1527029E-001, 9.1527029E-001, 1.0000000E+000
 3.1001681E+001, 8.0676217E-001, 8.0676217E-001, 1.0000000E+000
