s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0022559E+000, 2.4784863E-001
 2.0216443E+000, 2.6170452E-002
 3.0066846E+000, 2.5000000E-002
 4.0100538E+000, 2.5472401E-002
 5.0030418E+000, 6.3292663E-002
 6.0059960E+000, 1.4014042E-001
 7.0003320E+000, 2.3855680E-001
 8.0055463E+000, 3.5541408E-001
 9.0003246E+000, 4.1430258E-001
 1.0005000E+001, 5.3235262E-001
 1.1001475E+001, 6.7117187E-001
 1.2003057E+001, 8.1171600E-001
 1.3005170E+001, 9.8433468E-001
 1.4002188E+001, 1.1452591E+000
 1.5006833E+001, 1.3223686E+000
 1.6004912E+001, 1.4733034E+000
 1.7001509E+001, 1.6539191E+000
 1.8004080E+001, 1.8099553E+000
 1.9001030E+001, 1.9684373E+000
 2.0002418E+001, 2.1320354E+000
 2.1001088E+001, 2.2692686E+000
 2.2005538E+001, 2.4094190E+000
 2.3000366E+001, 2.5369444E+000
 2.4001521E+001, 2.6772201E+000
 2.5003217E+001, 2.8150053E+000
 2.6005676E+001, 2.9718504E+000
 2.7007406E+001, 3.1600201E+000
 2.8003671E+001, 3.2994111E+000
 2.9005931E+001, 3.4824296E+000
 3.0000194E+001, 3.6474989E+000
 3.1001955E+001, 3.7997787E+000
 3.2003102E+001, 3.9599129E+000
 3.3001236E+001, 4.1729742E+000
 3.4002317E+001, 4.3014257E+000
 3.5004968E+001, 4.4630226E+000
 3.6003575E+001, 4.6137043E+000
 3.7001949E+001, 4.7630137E+000
 3.8005778E+001, 4.9096653E+000
 3.9005286E+001, 5.0931962E+000
 4.0004149E+001, 5.2559424E+000
 4.1000309E+001, 5.4053991E+000
 4.2006321E+001, 5.5824986E+000
 4.3006066E+001, 5.7267210E+000
 4.4007242E+001, 5.8913176E+000
 4.5000801E+001, 6.0657465E+000
 4.6004881E+001, 6.2288505E+000
 4.7003708E+001, 6.4205055E+000
 4.8006371E+001, 6.6075738E+000
 4.9000549E+001, 6.7423993E+000
 5.0006578E+001, 6.8738976E+000
 5.1000510E+001, 6.9984223E+000
 5.2006575E+001, 7.1784284E+000
 5.3004663E+001, 7.3444733E+000
 5.4001338E+001, 7.5261486E+000
 5.5003451E+001, 7.6572685E+000
 5.6006791E+001, 7.8302489E+000
 5.7013878E+001, 7.9353532E+000
 5.8001329E+001, 7.9607017E+000
 5.9012573E+001, 7.9307726E+000
 6.0004469E+001, 7.2365896E+000
 6.1004172E+001, 7.3590135E+000
 6.2002530E+001, 7.5859735E+000
 6.3005420E+001, 7.8291803E+000
 6.4002852E+001, 7.4237010E+000
 6.5000356E+001, 6.2400253E+000
 6.6001254E+001, 6.6705979E+000
 6.7004984E+001, 6.6281250E+000
 6.8005982E+001, 7.0907232E+000
 6.9006727E+001, 6.7407179E+000
 7.0001700E+001, 5.4112851E+000
 7.1002025E+001, 6.0476622E+000
 7.2004835E+001, 6.7856003E+000
 7.3003465E+001, 7.0910197E+000
 7.4001474E+001, 7.6373581E+000
 7.5000438E+001, 7.6419912E+000
 7.6000084E+001, 7.3481929E+000
 7.7001971E+001, 6.2276873E+000
 7.8004123E+001, 6.1005551E+000
 7.9001181E+001, 6.5125272E+000
 8.0001689E+001, 7.0636863E+000
 8.1001366E+001, 7.2271254E+000
 8.2004237E+001, 7.5304183E+000
 8.3003084E+001, 7.5153490E+000
 8.4002554E+001, 5.8929483E+000
 8.5003593E+001, 4.5945192E+000
 8.6008635E+001, 5.0334927E+000
 8.7002687E+001, 5.5562053E+000
 8.8001445E+001, 6.2372360E+000
 8.9005442E+001, 6.5256547E+000
 9.0003057E+001, 6.5693416E+000
 9.1007292E+001, 6.9722227E+000
 9.2005571E+001, 7.4251911E+000
 9.3011092E+001, 7.6046099E+000
 9.4005003E+001, 7.2262589E+000
 9.5000260E+001, 6.0816050E+000
 9.6001930E+001, 7.6333761E+000
 9.7003257E+001, 7.0038928E+000
 9.8002406E+001, 7.0823939E+000
 9.9002231E+001, 6.8461646E+000
 1.0000597E+002, 7.1319164E+000
 1.0100096E+002, 7.4583072E+000
 1.0200479E+002, 7.7192654E+000
 1.0300588E+002, 7.5490964E+000
 1.0400094E+002, 7.0553030E+000
 1.0500203E+002, 7.3159639E+000
 1.0600000E+002, 5.9727503E+000
