s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0006298E+000, 6.7005813E-002, 6.7005813E-002, 1.0000000E+000
 2.0086562E+000, 6.8768750E-002, 6.8768750E-002, 1.0000000E+000
 3.0051439E+000, 5.6964078E-002, 5.6964078E-002, 1.0000000E+000
 4.0014928E+000, 6.8371944E-002, 6.8371944E-002, 1.0000000E+000
 5.0028823E+000, 5.2403357E-002, 5.2403357E-002, 1.0000000E+000
 6.0004480E+000, 3.5062575E-002, 3.5062575E-002, 1.0000000E+000
 7.0031458E+000, 5.7990928E-002, 5.7990928E-002, 1.0000000E+000
 8.0007812E+000, 7.9301616E-002, 7.9301616E-002, 1.0000000E+000
 9.0042263E+000, 1.0829233E-001, 1.0829233E-001, 1.0000000E+000
 1.0005996E+001, 1.4298008E-001, 1.4298008E-001, 1.0000000E+000
 1.1000591E+001, 1.6319212E-001, 1.6319212E-001, 1.0000000E+000
 1.2002040E+001, 1.8658931E-001, 1.8658931E-001, 1.0000000E+000
 1.3005219E+001, 2.1096111E-001, 2.1096111E-001, 1.0000000E+000
 1.4002098E+001, 2.1983443E-001, 2.1983443E-001, 1.0000000E+000
 1.5001251E+001, 2.4369657E-001, 2.4369657E-001, 1.0000000E+000
 1.6005912E+001, 2.5477071E-001, 2.5477071E-001, 1.0000000E+000
 1.7006572E+001, 2.6758675E-001, 2.6758675E-001, 1.0000000E+000
 1.8000682E+001, 2.7226631E-001, 2.7226631E-001, 1.0000000E+000
 1.9001888E+001, 3.0353491E-001, 3.0353491E-001, 1.0000000E+000
 2.0005453E+001, 3.1715763E-001, 3.1715763E-001, 1.0000000E+000
 2.1002165E+001, 3.2211513E-001, 3.2211513E-001, 1.0000000E+000
 2.2001567E+001, 3.3753628E-001, 3.3753628E-001, 1.0000000E+000
 2.3004319E+001, 3.1370147E-001, 3.1370147E-001, 1.0000000E+000
 2.4002226E+001, 3.4952857E-001, 3.4952857E-001, 1.0000000E+000
 2.5004669E+001, 3.2457004E-001, 3.2457004E-001, 1.0000000E+000
 2.6002581E+001, 3.5645359E-001, 3.5645359E-001, 1.0000000E+000
 2.7002790E+001, 3.6299940E-001, 3.6299940E-001, 1.0000000E+000
 2.8004482E+001, 4.0727818E-001, 4.0727818E-001, 1.0000000E+000
 2.9000269E+001, 4.1847086E-001, 4.1847086E-001, 1.0000000E+000
 3.0000760E+001, 4.2457352E-001, 4.2457352E-001, 1.0000000E+000
 3.1003683E+001, 3.2883380E-001, 3.2883380E-001, 1.0000000E+000
