s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0067031E+000, 3.8761877E-002, 3.8761877E-002, 1.0000000E+000
 2.0011901E+000, 5.1250481E-002, 5.1250481E-002, 1.0000000E+000
 3.0085348E+000, 6.6374529E-002, 6.6374529E-002, 1.0000000E+000
 4.0099965E+000, 7.1648725E-002, 7.1648725E-002, 1.0000000E+000
 5.0059889E+000, 7.3428808E-002, 7.3428808E-002, 1.0000000E+000
 6.0008732E+000, 5.6539953E-002, 5.6539953E-002, 1.0000000E+000
 7.0079223E+000, 3.6464912E-002, 3.6464912E-002, 1.0000000E+000
 8.0051581E+000, 2.9209474E-002, 2.9209474E-002, 1.0000000E+000
 9.0055080E+000, 2.6542059E-002, 2.6542059E-002, 1.0000000E+000
 1.0005973E+001, 2.5565165E-002, 2.5565165E-002, 1.0000000E+000
 1.1000397E+001, 4.9565827E-002, 4.9565827E-002, 1.0000000E+000
 1.2000201E+001, 6.5674829E-002, 6.5674829E-002, 1.0000000E+000
 1.3006738E+001, 7.1605037E-002, 7.1605037E-002, 1.0000000E+000
 1.4006048E+001, 8.1771253E-002, 8.1771253E-002, 1.0000000E+000
 1.5003785E+001, 1.0911396E-001, 1.0911396E-001, 1.0000000E+000
 1.6003022E+001, 1.1917205E-001, 1.1917205E-001, 1.0000000E+000
 1.7007437E+001, 1.2287372E-001, 1.2287372E-001, 1.0000000E+000
 1.8002147E+001, 1.2421665E-001, 1.2421665E-001, 1.0000000E+000
 1.9000072E+001, 1.2471230E-001, 1.2471230E-001, 1.0000000E+000
 2.0006923E+001, 1.5008875E-001, 1.5008875E-001, 1.0000000E+000
 2.1002251E+001, 1.6582695E-001, 1.6582695E-001, 1.0000000E+000
 2.2005156E+001, 1.7164674E-001, 1.7164674E-001, 1.0000000E+000
 2.3004256E+001, 1.7376971E-001, 1.7376971E-001, 1.0000000E+000
 2.4002041E+001, 1.7454801E-001, 1.7454801E-001, 1.0000000E+000
 2.5001741E+001, 1.7483423E-001, 1.7483423E-001, 1.0000000E+000
 2.6001790E+001, 1.7493920E-001, 1.7493920E-001, 1.0000000E+000
 2.7002286E+001, 1.7497772E-001, 1.7497772E-001, 1.0000000E+000
 2.8004961E+001, 2.0036774E-001, 2.0036774E-001, 1.0000000E+000
 2.9000729E+001, 2.1592958E-001, 2.1592958E-001, 1.0000000E+000
 3.0000002E+001, 2.2167020E-001, 2.2167020E-001, 1.0000000E+000
 3.1001979E+001, 2.2378097E-001, 2.2378097E-001, 1.0000000E+000
