s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0014152E+000, 1.0878759E-001, 1.0878759E-001, 1.0000000E+000
 2.0004822E+000, 1.2325478E-001, 1.2325478E-001, 1.0000000E+000
 3.0101775E+000, 1.2832010E-001, 1.2832010E-001, 1.0000000E+000
 4.0092445E+000, 1.1870024E-001, 1.1870024E-001, 1.0000000E+000
 5.0083115E+000, 1.1133558E-001, 1.1133558E-001, 1.0000000E+000
 6.0073785E+000, 9.9866720E-002, 9.9866720E-002, 1.0000000E+000
 7.0030878E+000, 1.1089132E-001, 1.1089132E-001, 1.0000000E+000
 8.0002609E+000, 1.1456974E-001, 1.1456974E-001, 1.0000000E+000
 9.0083370E+000, 1.0478756E-001, 1.0478756E-001, 1.0000000E+000
 1.0006009E+001, 8.8948140E-002, 8.8948140E-002, 1.0000000E+000
 1.1009411E+001, 1.0517592E-001, 1.0517592E-001, 1.0000000E+000
 1.2003737E+001, 1.1610409E-001, 1.1610409E-001, 1.0000000E+000
 1.3008936E+001, 1.3946040E-001, 1.3946040E-001, 1.0000000E+000
 1.4001087E+001, 1.6751362E-001, 1.6751362E-001, 1.0000000E+000
 1.5008357E+001, 1.7251464E-001, 1.7251464E-001, 1.0000000E+000
 1.6005194E+001, 1.7462412E-001, 1.7462412E-001, 1.0000000E+000
 1.7000648E+001, 1.8027835E-001, 1.8027835E-001, 1.0000000E+000
 1.8004249E+001, 1.6465705E-001, 1.6465705E-001, 1.0000000E+000
 1.9004131E+001, 1.7465878E-001, 1.7465878E-001, 1.0000000E+000
 2.0004100E+001, 2.0182671E-001, 2.0182671E-001, 1.0000000E+000
 2.1003572E+001, 2.4247714E-001, 2.4247714E-001, 1.0000000E+000
 2.2005380E+001, 1.9809948E-001, 1.9809948E-001, 1.0000000E+000
 2.3003170E+001, 1.5932194E-001, 1.5932194E-001, 1.0000000E+000
 2.4003241E+001, 1.6317351E-001, 1.6317351E-001, 1.0000000E+000
 2.5002507E+001, 1.8367175E-001, 1.8367175E-001, 1.0000000E+000
 2.6002490E+001, 2.0193760E-001, 2.0193760E-001, 1.0000000E+000
 2.7003797E+001, 1.7523917E-001, 1.7523917E-001, 1.0000000E+000
 2.8001520E+001, 1.9140846E-001, 1.9140846E-001, 1.0000000E+000
 2.9003979E+001, 2.1231759E-001, 2.1231759E-001, 1.0000000E+000
 3.0003572E+001, 1.7985916E-001, 1.7985916E-001, 1.0000000E+000
 3.1004415E+001, 2.6603342E-001, 2.6603342E-001, 1.0000000E+000
