s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0100951E+000, 1.0416774E-001, 1.0416774E-001, 1.0000000E+000
 2.0023136E+000, 8.5722807E-002, 8.5722807E-002, 1.0000000E+000
 3.0076741E+000, 7.8892425E-002, 7.8892425E-002, 1.0000000E+000
 4.0089356E+000, 7.8992143E-002, 7.8992143E-002, 1.0000000E+000
 5.0040601E+000, 8.0837968E-002, 8.0837968E-002, 1.0000000E+000
 6.0041653E+000, 7.9904362E-002, 7.9904362E-002, 1.0000000E+000
 7.0043129E+000, 7.6796093E-002, 7.6796093E-002, 1.0000000E+000
 8.0024127E+000, 1.0669802E-001, 1.0669802E-001, 1.0000000E+000
 9.0066577E+000, 1.1831868E-001, 1.1831868E-001, 1.0000000E+000
 1.0004194E+001, 1.2049855E-001, 1.2049855E-001, 1.0000000E+000
 1.1004290E+001, 1.3455027E-001, 1.3455027E-001, 1.0000000E+000
 1.2003482E+001, 1.4654055E-001, 1.4654055E-001, 1.0000000E+000
 1.3006534E+001, 1.6842971E-001, 1.6842971E-001, 1.0000000E+000
 1.4004834E+001, 1.7221923E-001, 1.7221923E-001, 1.0000000E+000
 1.5001993E+001, 2.0501422E-001, 2.0501422E-001, 1.0000000E+000
 1.6006577E+001, 2.3358181E-001, 2.3358181E-001, 1.0000000E+000
 1.7000938E+001, 2.4859122E-001, 2.4859122E-001, 1.0000000E+000
 1.8003292E+001, 2.0128437E-001, 2.0128437E-001, 1.0000000E+000
 1.9003095E+001, 2.2221669E-001, 2.2221669E-001, 1.0000000E+000
 2.0003960E+001, 1.9589410E-001, 1.9589410E-001, 1.0000000E+000
 2.1000702E+001, 2.0978511E-001, 2.0978511E-001, 1.0000000E+000
 2.2000831E+001, 2.5614279E-001, 2.5614279E-001, 1.0000000E+000
 2.3005031E+001, 3.5383481E-001, 3.5383481E-001, 1.0000000E+000
 2.4003690E+001, 4.2859346E-001, 4.2859346E-001, 1.0000000E+000
 2.5004199E+001, 5.1944731E-001, 5.1944731E-001, 1.0000000E+000
 2.6000881E+001, 7.1083333E-001, 7.1083333E-001, 1.0000000E+000
 2.7004775E+001, 7.6464637E-001, 7.6464637E-001, 1.0000000E+000
 2.8003871E+001, 4.6553200E-001, 4.6553200E-001, 1.0000000E+000
 2.9002484E+001, 7.6676756E-001, 7.6676756E-001, 1.0000000E+000
 3.0005762E+001, 9.8337184E-001, 9.8337184E-001, 1.0000000E+000
 3.1005693E+001, 9.4240954E-001, 9.4240954E-001, 1.0000000E+000
