s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0030320E+000, 1.6001171E-001, 1.6001171E-001, 1.0000000E+000
 2.0043889E+000, 7.4325805E-002, 7.4325805E-002, 1.0000000E+000
 3.0004589E+000, 4.3138270E-002, 4.3138270E-002, 1.0000000E+000
 4.0018071E+000, 3.1640976E-002, 3.1640976E-002, 1.0000000E+000
 5.0037136E+000, 2.7432171E-002, 2.7432171E-002, 1.0000000E+000
 6.0018389E+000, 2.5894275E-002, 2.5894275E-002, 1.0000000E+000
 7.0030291E+000, 4.1661454E-002, 4.1661454E-002, 1.0000000E+000
 8.0014289E+000, 5.9132837E-002, 5.9132837E-002, 1.0000000E+000
 9.0006230E+000, 7.4886840E-002, 7.4886840E-002, 1.0000000E+000
 1.0000791E+001, 7.4958482E-002, 7.4958482E-002, 1.0000000E+000
 1.1000876E+001, 7.4984769E-002, 7.4984769E-002, 1.0000000E+000
 1.2005838E+001, 1.1227954E-001, 1.1227954E-001, 1.0000000E+000
 1.3000040E+001, 1.1652002E-001, 1.1652002E-001, 1.0000000E+000
 1.4004374E+001, 1.1089783E-001, 1.1089783E-001, 1.0000000E+000
 1.5001945E+001, 1.4380310E-001, 1.4380310E-001, 1.0000000E+000
 1.6000081E+001, 1.4290099E-001, 1.4290099E-001, 1.0000000E+000
 1.7000033E+001, 1.2498880E-001, 1.2498880E-001, 1.0000000E+000
 1.8005043E+001, 1.3429776E-001, 1.3429776E-001, 1.0000000E+000
 1.9003624E+001, 1.1934996E-001, 1.1934996E-001, 1.0000000E+000
 2.0002577E+001, 1.4861340E-001, 1.4861340E-001, 1.0000000E+000
 2.1001863E+001, 1.0652082E-001, 1.0652082E-001, 1.0000000E+000
 2.2002473E+001, 8.9682724E-002, 8.9682724E-002, 1.0000000E+000
 2.3001308E+001, 8.0388440E-002, 8.0388440E-002, 1.0000000E+000
 2.4001602E+001, 7.6974068E-002, 7.6974068E-002, 1.0000000E+000
 2.5000124E+001, 7.5724606E-002, 7.5724606E-002, 1.0000000E+000
 2.6000582E+001, 7.5265412E-002, 7.5265412E-002, 1.0000000E+000
 2.7007131E+001, 7.0541512E-002, 7.0541512E-002, 1.0000000E+000
 2.8002834E+001, 6.4976610E-002, 6.4976610E-002, 1.0000000E+000
 2.9003856E+001, 6.5640100E-002, 6.5640100E-002, 1.0000000E+000
 3.0004830E+001, 6.4089961E-002, 6.4089961E-002, 1.0000000E+000
 3.1002568E+001, 6.0827226E-002, 6.0827226E-002, 1.0000000E+000
