s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0092632E+000, 6.3234386E-002, 6.3234386E-002, 1.0000000E+000
 2.0113612E+000, 3.8917350E-002, 3.8917350E-002, 1.0000000E+000
 3.0102318E+000, 3.0086099E-002, 3.0086099E-002, 1.0000000E+000
 4.0091023E+000, 2.7944123E-002, 2.7944123E-002, 1.0000000E+000
 5.0001931E+000, 2.6086773E-002, 2.6086773E-002, 1.0000000E+000
 6.0024350E+000, 2.5397366E-002, 2.5397366E-002, 1.0000000E+000
 7.0044736E+000, 4.6730814E-002, 4.6730814E-002, 1.0000000E+000
 8.0011582E+000, 6.4598113E-002, 6.4598113E-002, 1.0000000E+000
 9.0047406E+000, 9.5239157E-002, 9.5239157E-002, 1.0000000E+000
 1.0002440E+001, 1.1406016E-001, 1.1406016E-001, 1.0000000E+000
 1.1005380E+001, 1.2100074E-001, 1.2100074E-001, 1.0000000E+000
 1.2004306E+001, 1.2482086E-001, 1.2482086E-001, 1.0000000E+000
 1.3005007E+001, 1.4412369E-001, 1.4412369E-001, 1.0000000E+000
 1.4002115E+001, 1.6364536E-001, 1.6364536E-001, 1.0000000E+000
 1.5000479E+001, 1.7082950E-001, 1.7082950E-001, 1.0000000E+000
 1.6005634E+001, 1.7347893E-001, 1.7347893E-001, 1.0000000E+000
 1.7004425E+001, 1.9245280E-001, 1.9245280E-001, 1.0000000E+000
 1.8003935E+001, 1.8862588E-001, 1.8862588E-001, 1.0000000E+000
 1.9003399E+001, 1.4834384E-001, 1.4834384E-001, 1.0000000E+000
 2.0004678E+001, 1.4089650E-001, 1.4089650E-001, 1.0000000E+000
 2.1004778E+001, 1.3580502E-001, 1.3580502E-001, 1.0000000E+000
 2.2003086E+001, 1.5316041E-001, 1.5316041E-001, 1.0000000E+000
 2.3003629E+001, 1.3846630E-001, 1.3846630E-001, 1.0000000E+000
 2.4001932E+001, 1.9131885E-001, 1.9131885E-001, 1.0000000E+000
 2.5004515E+001, 2.4352928E-001, 2.4352928E-001, 1.0000000E+000
 2.6004929E+001, 2.0854450E-001, 2.0854450E-001, 1.0000000E+000
 2.7004310E+001, 4.5970521E-001, 4.5970521E-001, 1.0000000E+000
 2.8002635E+001, 4.1144217E-001, 4.1144217E-001, 1.0000000E+000
 2.9004345E+001, 4.2176422E-001, 4.2176422E-001, 1.0000000E+000
 3.0002027E+001, 5.7340605E-001, 5.7340605E-001, 1.0000000E+000
 3.1000806E+001, 5.5118635E-001, 5.5118635E-001, 1.0000000E+000
