s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0151203E+000, 1.1049609E-001, 1.1049609E-001, 1.0000000E+000
 2.0084724E+000, 6.7411218E-002, 6.7411218E-002, 1.0000000E+000
 3.0047615E+000, 5.2823483E-002, 5.2823483E-002, 1.0000000E+000
 4.0102564E+000, 5.5864845E-002, 5.5864845E-002, 1.0000000E+000
 5.0107588E+000, 3.6964746E-002, 3.6964746E-002, 1.0000000E+000
 6.0059670E+000, 5.1028708E-002, 5.1028708E-002, 1.0000000E+000
 7.0016078E+000, 3.4710065E-002, 3.4710065E-002, 1.0000000E+000
 8.0045989E+000, 3.4467307E-002, 3.4467307E-002, 1.0000000E+000
 9.0016518E+000, 6.0094982E-002, 6.0094982E-002, 1.0000000E+000
 1.0003720E+001, 6.9546156E-002, 6.9546156E-002, 1.0000000E+000
 1.1000601E+001, 7.8192509E-002, 7.8192509E-002, 1.0000000E+000
 1.2001533E+001, 9.8531725E-002, 9.8531725E-002, 1.0000000E+000
 1.3002805E+001, 1.1530297E-001, 1.1530297E-001, 1.0000000E+000
 1.4002522E+001, 1.2144201E-001, 1.2144201E-001, 1.0000000E+000
 1.5000048E+001, 1.2369167E-001, 1.2369167E-001, 1.0000000E+000
 1.6003759E+001, 1.2488689E-001, 1.2488689E-001, 1.0000000E+000
 1.7003234E+001, 1.3043734E-001, 1.3043734E-001, 1.0000000E+000
 1.8002209E+001, 1.5681819E-001, 1.5681819E-001, 1.0000000E+000
 1.9003898E+001, 1.6658875E-001, 1.6658875E-001, 1.0000000E+000
 2.0003793E+001, 2.1285890E-001, 2.1285890E-001, 1.0000000E+000
 2.1002402E+001, 2.0533154E-001, 2.0533154E-001, 1.0000000E+000
 2.2001666E+001, 1.9048554E-001, 1.9048554E-001, 1.0000000E+000
 2.3001867E+001, 1.9010837E-001, 1.9010837E-001, 1.0000000E+000
 2.4004746E+001, 2.2944147E-001, 2.2944147E-001, 1.0000000E+000
 2.5003431E+001, 3.2689507E-001, 3.2689507E-001, 1.0000000E+000
 2.6000662E+001, 3.7478598E-001, 3.7478598E-001, 1.0000000E+000
 2.7003559E+001, 5.0256019E-001, 5.0256019E-001, 1.0000000E+000
 2.8001356E+001, 5.8988836E-001, 5.8988836E-001, 1.0000000E+000
 2.9001642E+001, 5.9780957E-001, 5.9780957E-001, 1.0000000E+000
 3.0004926E+001, 5.7084145E-001, 5.7084145E-001, 1.0000000E+000
 3.1002443E+001, 5.8086715E-001, 5.8086715E-001, 1.0000000E+000
