s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0111902E+000, 9.7529833E-002, 9.7529833E-002, 1.0000000E+000
 2.0047809E+000, 8.0367880E-002, 8.0367880E-002, 1.0000000E+000
 3.0130246E+000, 6.9684576E-002, 6.9684576E-002, 1.0000000E+000
 4.0060086E+000, 4.9421970E-002, 4.9421970E-002, 1.0000000E+000
 5.0065770E+000, 3.9801526E-002, 3.9801526E-002, 1.0000000E+000
 6.0050457E+000, 3.9302326E-002, 3.9302326E-002, 1.0000000E+000
 7.0102493E+000, 3.0202905E-002, 3.0202905E-002, 1.0000000E+000
 8.0079746E+000, 2.6908040E-002, 2.6908040E-002, 1.0000000E+000
 9.0047627E+000, 2.5700712E-002, 2.5700712E-002, 1.0000000E+000
 1.0002489E+001, 2.5257405E-002, 2.5257405E-002, 1.0000000E+000
 1.1002559E+001, 2.5094348E-002, 2.5094348E-002, 1.0000000E+000
 1.2000615E+001, 5.1750208E-002, 5.1750208E-002, 1.0000000E+000
 1.3007283E+001, 6.6533633E-002, 6.6533633E-002, 1.0000000E+000
 1.4004429E+001, 7.1885466E-002, 7.1885466E-002, 1.0000000E+000
 1.5003458E+001, 7.3856195E-002, 7.3856195E-002, 1.0000000E+000
 1.6005454E+001, 9.9419589E-002, 9.9419589E-002, 1.0000000E+000
 1.7002704E+001, 1.1559755E-001, 1.1559755E-001, 1.0000000E+000
 1.8005056E+001, 1.2155873E-001, 1.2155873E-001, 1.0000000E+000
 1.9000476E+001, 1.2373252E-001, 1.2373252E-001, 1.0000000E+000
 2.0001343E+001, 1.2453581E-001, 1.2453581E-001, 1.0000000E+000
 2.1000891E+001, 1.2482973E-001, 1.2482973E-001, 1.0000000E+000
 2.2005671E+001, 1.4397716E-001, 1.4397716E-001, 1.0000000E+000
 2.3006848E+001, 1.6364296E-001, 1.6364296E-001, 1.0000000E+000
 2.4002320E+001, 1.7081741E-001, 1.7081741E-001, 1.0000000E+000
 2.5003962E+001, 1.7346903E-001, 1.7346903E-001, 1.0000000E+000
 2.6004901E+001, 1.7443933E-001, 1.7443933E-001, 1.0000000E+000
 2.7002734E+001, 1.7479411E-001, 1.7479411E-001, 1.0000000E+000
 2.8005560E+001, 1.7492475E-001, 1.7492475E-001, 1.0000000E+000
 2.9003966E+001, 1.7497237E-001, 1.7497237E-001, 1.0000000E+000
 3.0006344E+001, 1.4487409E-001, 1.4487409E-001, 1.0000000E+000
 3.1002384E+001, 1.3231362E-001, 1.3231362E-001, 1.0000000E+000
