s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0017580E+000, 3.5361280E-002, 3.5361280E-002, 1.0000000E+000
 2.0023377E+000, 2.8797355E-002, 2.8797355E-002, 1.0000000E+000
 3.0002549E+000, 2.6395782E-002, 2.6395782E-002, 1.0000000E+000
 4.0057761E+000, 2.5508722E-002, 2.5508722E-002, 1.0000000E+000
 5.0003911E+000, 2.5187348E-002, 2.5187348E-002, 1.0000000E+000
 6.0006209E+000, 2.5068652E-002, 2.5068652E-002, 1.0000000E+000
 7.0074518E+000, 2.5024984E-002, 2.5024984E-002, 1.0000000E+000
 8.0051217E+000, 2.5009177E-002, 2.5009177E-002, 1.0000000E+000
 9.0004655E+000, 2.5003378E-002, 2.5003378E-002, 1.0000000E+000
 1.0002638E+001, 2.5001235E-002, 2.5001235E-002, 1.0000000E+000
 1.1005849E+001, 2.5000451E-002, 2.5000451E-002, 1.0000000E+000
 1.2002638E+001, 2.5000166E-002, 2.5000166E-002, 1.0000000E+000
 1.3002601E+001, 2.5000061E-002, 2.5000061E-002, 1.0000000E+000
 1.4003295E+001, 2.5000022E-002, 2.5000022E-002, 1.0000000E+000
 1.5000594E+001, 2.5000008E-002, 2.5000008E-002, 1.0000000E+000
 1.6001971E+001, 2.5000003E-002, 2.5000003E-002, 1.0000000E+000
 1.7001869E+001, 2.5000001E-002, 2.5000001E-002, 1.0000000E+000
 1.8001641E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.9002444E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.0005408E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.1002098E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.2001064E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.3000343E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.4006472E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.5001402E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.6000774E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.7002412E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.8001774E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.9001104E+001, 5.5617558E-002, 5.5617558E-002, 1.0000000E+000
 3.0003250E+001, 6.7909987E-002, 6.7909987E-002, 1.0000000E+000
 3.1003887E+001, 7.2404244E-002, 7.2404244E-002, 1.0000000E+000
