s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0084116E+000, 7.4077449E-002, 7.4077449E-002, 1.0000000E+000
 2.0028727E+000, 4.2933070E-002, 4.2933070E-002, 1.0000000E+000
 3.0069482E+000, 3.1502949E-002, 3.1502949E-002, 1.0000000E+000
 4.0077622E+000, 2.7370541E-002, 2.7370541E-002, 1.0000000E+000
 5.0097923E+000, 2.5864586E-002, 2.5864586E-002, 1.0000000E+000
 6.0015551E+000, 2.5319265E-002, 2.5319265E-002, 1.0000000E+000
 7.0041374E+000, 2.6260798E-002, 2.6260798E-002, 1.0000000E+000
 8.0055839E+000, 5.7155571E-002, 5.7155571E-002, 1.0000000E+000
 9.0017228E+000, 6.8432665E-002, 6.8432665E-002, 1.0000000E+000
 1.0001076E+001, 9.8367512E-002, 9.8367512E-002, 1.0000000E+000
 1.1004832E+001, 1.1527155E-001, 1.1527155E-001, 1.0000000E+000
 1.2002715E+001, 1.2142611E-001, 1.2142611E-001, 1.0000000E+000
 1.3001554E+001, 1.3269021E-001, 1.3269021E-001, 1.0000000E+000
 1.4000120E+001, 1.4697622E-001, 1.4697622E-001, 1.0000000E+000
 1.5006058E+001, 1.6608390E-001, 1.6608390E-001, 1.0000000E+000
 1.6004289E+001, 1.7533530E-001, 1.7533530E-001, 1.0000000E+000
 1.7001886E+001, 1.8224102E-001, 1.8224102E-001, 1.0000000E+000
 1.8004873E+001, 1.9078176E-001, 1.9078176E-001, 1.0000000E+000
 1.9003503E+001, 2.0032174E-001, 2.0032174E-001, 1.0000000E+000
 2.0004693E+001, 1.9573335E-001, 1.9573335E-001, 1.0000000E+000
 2.1001611E+001, 2.1431115E-001, 2.1431115E-001, 1.0000000E+000
 2.2002548E+001, 2.5484993E-001, 2.5484993E-001, 1.0000000E+000
 2.3001998E+001, 2.8083034E-001, 2.8083034E-001, 1.0000000E+000
 2.4003613E+001, 2.7612752E-001, 2.7612752E-001, 1.0000000E+000
 2.5006217E+001, 3.0313277E-001, 3.0313277E-001, 1.0000000E+000
 2.6002659E+001, 2.5866454E-001, 2.5866454E-001, 1.0000000E+000
 2.7004548E+001, 3.3049298E-001, 3.3049298E-001, 1.0000000E+000
 2.8001112E+001, 3.9022744E-001, 3.9022744E-001, 1.0000000E+000
 2.9005292E+001, 4.2482159E-001, 4.2482159E-001, 1.0000000E+000
 3.0003638E+001, 4.6875922E-001, 4.6875922E-001, 1.0000000E+000
 3.1005132E+001, 4.6143397E-001, 4.6143397E-001, 1.0000000E+000
