s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0061439E+000, 1.6680974E-001, 1.6680974E-001, 1.0000000E+000
 2.0018216E+000, 7.7121644E-002, 7.7121644E-002, 1.0000000E+000
 3.0024107E+000, 4.4076931E-002, 4.4076931E-002, 1.0000000E+000
 4.0052908E+000, 3.1969912E-002, 3.1969912E-002, 1.0000000E+000
 5.0039563E+000, 2.7557896E-002, 2.7557896E-002, 1.0000000E+000
 6.0007962E+000, 2.5941011E-002, 2.5941011E-002, 1.0000000E+000
 7.0014574E+000, 2.5345042E-002, 2.5345042E-002, 1.0000000E+000
 8.0051821E+000, 2.5126086E-002, 2.5126086E-002, 1.0000000E+000
 9.0054367E+000, 3.4500878E-002, 3.4500878E-002, 1.0000000E+000
 1.0003029E+001, 2.8493284E-002, 2.8493284E-002, 1.0000000E+000
 1.1004012E+001, 2.7897827E-002, 2.7897827E-002, 1.0000000E+000
 1.2002958E+001, 3.4438919E-002, 3.4438919E-002, 1.0000000E+000
 1.3001628E+001, 4.5400541E-002, 4.5400541E-002, 1.0000000E+000
 1.4000358E+001, 6.1124120E-002, 6.1124120E-002, 1.0000000E+000
 1.5000999E+001, 7.2754865E-002, 7.2754865E-002, 1.0000000E+000
 1.6002040E+001, 8.3368076E-002, 8.3368076E-002, 1.0000000E+000
 1.7002824E+001, 8.8958003E-002, 8.8958003E-002, 1.0000000E+000
 1.8001668E+001, 8.8466304E-002, 8.8466304E-002, 1.0000000E+000
 1.9001974E+001, 9.2904736E-002, 9.2904736E-002, 1.0000000E+000
 2.0000764E+001, 8.1575001E-002, 8.1575001E-002, 1.0000000E+000
 2.1003515E+001, 7.7405502E-002, 7.7405502E-002, 1.0000000E+000
 2.2003256E+001, 7.5882481E-002, 7.5882481E-002, 1.0000000E+000
 2.3003441E+001, 7.6305068E-002, 7.6305068E-002, 1.0000000E+000
 2.4000871E+001, 7.5479795E-002, 7.5479795E-002, 1.0000000E+000
 2.5004840E+001, 7.9964520E-002, 7.9964520E-002, 1.0000000E+000
 2.6005692E+001, 8.2805343E-002, 8.2805343E-002, 1.0000000E+000
 2.7005247E+001, 8.6383561E-002, 8.6383561E-002, 1.0000000E+000
 2.8003931E+001, 9.5379683E-002, 9.5379683E-002, 1.0000000E+000
 2.9005343E+001, 8.4503196E-002, 8.4503196E-002, 1.0000000E+000
 3.0000668E+001, 7.8333779E-002, 7.8333779E-002, 1.0000000E+000
 3.1000489E+001, 7.5978149E-002, 7.5978149E-002, 1.0000000E+000
