s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0021127E+000, 8.4075017E-002, 8.4075017E-002, 1.0000000E+000
 2.0039034E+000, 8.4967482E-002, 8.4967482E-002, 1.0000000E+000
 3.0056940E+000, 7.4166663E-002, 7.4166663E-002, 1.0000000E+000
 4.0074847E+000, 5.4450017E-002, 5.4450017E-002, 1.0000000E+000
 5.0034524E+000, 3.8151740E-002, 3.8151740E-002, 1.0000000E+000
 6.0050296E+000, 5.0150746E-002, 5.0150746E-002, 1.0000000E+000
 7.0036869E+000, 6.6441705E-002, 6.6441705E-002, 1.0000000E+000
 8.0019045E+000, 7.7008415E-002, 7.7008415E-002, 1.0000000E+000
 9.0005292E+000, 1.0676966E-001, 1.0676966E-001, 1.0000000E+000
 1.0004056E+001, 9.4566390E-002, 9.4566390E-002, 1.0000000E+000
 1.1004635E+001, 1.1211664E-001, 1.1211664E-001, 1.0000000E+000
 1.2003932E+001, 1.1574609E-001, 1.1574609E-001, 1.0000000E+000
 1.3001198E+001, 1.4692839E-001, 1.4692839E-001, 1.0000000E+000
 1.4002278E+001, 1.7321656E-001, 1.7321656E-001, 1.0000000E+000
 1.5002083E+001, 1.7797519E-001, 1.7797519E-001, 1.0000000E+000
 1.6004992E+001, 1.9753138E-001, 1.9753138E-001, 1.0000000E+000
 1.7003217E+001, 1.9951295E-001, 1.9951295E-001, 1.0000000E+000
 1.8003001E+001, 2.0640839E-001, 2.0640839E-001, 1.0000000E+000
 1.9001590E+001, 2.1175538E-001, 2.1175538E-001, 1.0000000E+000
 2.0002317E+001, 2.0498078E-001, 2.0498078E-001, 1.0000000E+000
 2.1003698E+001, 1.8540426E-001, 1.8540426E-001, 1.0000000E+000
 2.2000163E+001, 1.8186939E-001, 1.8186939E-001, 1.0000000E+000
 2.3002733E+001, 1.7189897E-001, 1.7189897E-001, 1.0000000E+000
 2.4001768E+001, 1.6942174E-001, 1.6942174E-001, 1.0000000E+000
 2.5001391E+001, 1.7579279E-001, 1.7579279E-001, 1.0000000E+000
 2.6000449E+001, 1.8434727E-001, 1.8434727E-001, 1.0000000E+000
 2.7000885E+001, 1.9593446E-001, 1.9593446E-001, 1.0000000E+000
 2.8002961E+001, 2.1236155E-001, 2.1236155E-001, 1.0000000E+000
 2.9001561E+001, 2.2734205E-001, 2.2734205E-001, 1.0000000E+000
 3.0002871E+001, 4.0952137E-001, 4.0952137E-001, 1.0000000E+000
 3.1000950E+001, 3.5011095E-001, 3.5011095E-001, 1.0000000E+000
