s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0006293E+000, 5.9218943E-002, 5.9218943E-002, 1.0000000E+000
 2.0085726E+000, 6.1829276E-002, 6.1829276E-002, 1.0000000E+000
 3.0056461E+000, 5.1845185E-002, 5.1845185E-002, 1.0000000E+000
 4.0081071E+000, 6.6542713E-002, 6.6542713E-002, 1.0000000E+000
 5.0055639E+000, 5.3176607E-002, 5.3176607E-002, 1.0000000E+000
 6.0063235E+000, 3.5309383E-002, 3.5309383E-002, 1.0000000E+000
 7.0000520E+000, 4.5462850E-002, 4.5462850E-002, 1.0000000E+000
 8.0050912E+000, 6.2517595E-002, 6.2517595E-002, 1.0000000E+000
 9.0016460E+000, 9.6664362E-002, 9.6664362E-002, 1.0000000E+000
 1.0001282E+001, 1.1460641E-001, 1.1460641E-001, 1.0000000E+000
 1.1003277E+001, 1.4957331E-001, 1.4957331E-001, 1.0000000E+000
 1.2000780E+001, 1.6565272E-001, 1.6565272E-001, 1.0000000E+000
 1.3000973E+001, 1.9374753E-001, 1.9374753E-001, 1.0000000E+000
 1.4005034E+001, 2.0657634E-001, 2.0657634E-001, 1.0000000E+000
 1.5000030E+001, 2.1820708E-001, 2.1820708E-001, 1.0000000E+000
 1.6001752E+001, 2.0253254E-001, 2.0253254E-001, 1.0000000E+000
 1.7002868E+001, 2.3646904E-001, 2.3646904E-001, 1.0000000E+000
 1.8003453E+001, 2.6088354E-001, 2.6088354E-001, 1.0000000E+000
 1.9000730E+001, 2.4239295E-001, 2.4239295E-001, 1.0000000E+000
 2.0000999E+001, 2.8743776E-001, 2.8743776E-001, 1.0000000E+000
 2.1000213E+001, 3.1122143E-001, 3.1122143E-001, 1.0000000E+000
 2.2000524E+001, 3.1995094E-001, 3.1995094E-001, 1.0000000E+000
 2.3002654E+001, 3.2457832E-001, 3.2457832E-001, 1.0000000E+000
 2.4003905E+001, 3.3700659E-001, 3.3700659E-001, 1.0000000E+000
 2.5006266E+001, 3.5579305E-001, 3.5579305E-001, 1.0000000E+000
 2.6002360E+001, 3.6792960E-001, 3.6792960E-001, 1.0000000E+000
 2.7002636E+001, 3.7407131E-001, 3.7407131E-001, 1.0000000E+000
 2.8004341E+001, 3.8013332E-001, 3.8013332E-001, 1.0000000E+000
 2.9000957E+001, 3.9442517E-001, 3.9442517E-001, 1.0000000E+000
 3.0005289E+001, 4.1383402E-001, 4.1383402E-001, 1.0000000E+000
 3.1000471E+001, 3.3549020E-001, 3.3549020E-001, 1.0000000E+000
