s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0105406E+000, 1.5896925E-001, 1.5896925E-001, 1.0000000E+000
 2.0065160E+000, 7.4218442E-002, 7.4218442E-002, 1.0000000E+000
 3.0004271E+000, 4.3145366E-002, 4.3145366E-002, 1.0000000E+000
 4.0026095E+000, 3.1641980E-002, 3.1641980E-002, 1.0000000E+000
 5.0050958E+000, 3.3115322E-002, 3.3115322E-002, 1.0000000E+000
 6.0020727E+000, 5.6903311E-002, 5.6903311E-002, 1.0000000E+000
 7.0019607E+000, 6.6539489E-002, 6.6539489E-002, 1.0000000E+000
 8.0037851E+000, 7.1901340E-002, 7.1901340E-002, 1.0000000E+000
 9.0026708E+000, 7.6901916E-002, 7.6901916E-002, 1.0000000E+000
 1.0004791E+001, 9.8326065E-002, 9.8326065E-002, 1.0000000E+000
 1.1005254E+001, 9.9337810E-002, 9.9337810E-002, 1.0000000E+000
 1.2003169E+001, 1.1582038E-001, 1.1582038E-001, 1.0000000E+000
 1.3003968E+001, 1.1988943E-001, 1.1988943E-001, 1.0000000E+000
 1.4002543E+001, 1.2188600E-001, 1.2188600E-001, 1.0000000E+000
 1.5004619E+001, 1.0357231E-001, 1.0357231E-001, 1.0000000E+000
 1.6002437E+001, 9.3688582E-002, 9.3688582E-002, 1.0000000E+000
 1.7002304E+001, 8.9072556E-002, 8.9072556E-002, 1.0000000E+000
 1.8004482E+001, 8.7392549E-002, 8.7392549E-002, 1.0000000E+000
 1.9007455E+001, 8.6304447E-002, 8.6304447E-002, 1.0000000E+000
 2.0001543E+001, 8.0290745E-002, 8.0290745E-002, 1.0000000E+000
 2.1000128E+001, 7.5864183E-002, 7.5864183E-002, 1.0000000E+000
 2.2001048E+001, 7.1866798E-002, 7.1866798E-002, 1.0000000E+000
 2.3003987E+001, 6.3931202E-002, 6.3931202E-002, 1.0000000E+000
 2.4006972E+001, 6.5384157E-002, 6.5384157E-002, 1.0000000E+000
 2.5002109E+001, 6.5751251E-002, 6.5751251E-002, 1.0000000E+000
 2.6000641E+001, 7.0670516E-002, 7.0670516E-002, 1.0000000E+000
 2.7005733E+001, 6.8478961E-002, 6.8478961E-002, 1.0000000E+000
 2.8003141E+001, 7.2604255E-002, 7.2604255E-002, 1.0000000E+000
 2.9001259E+001, 7.3756485E-002, 7.3756485E-002, 1.0000000E+000
 3.0002947E+001, 6.3425954E-002, 6.3425954E-002, 1.0000000E+000
 3.1007192E+001, 5.9273726E-002, 5.9273726E-002, 1.0000000E+000
