s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0018210E+000, 9.0150322E-002, 9.0150322E-002, 1.0000000E+000
 2.0094238E+000, 4.9597483E-002, 4.9597483E-002, 1.0000000E+000
 3.0147752E+000, 3.3904753E-002, 3.3904753E-002, 1.0000000E+000
 4.0005728E+000, 2.8293989E-002, 2.8293989E-002, 1.0000000E+000
 5.0098633E+000, 3.1762870E-002, 3.1762870E-002, 1.0000000E+000
 6.0087513E+000, 2.7476173E-002, 2.7476173E-002, 1.0000000E+000
 7.0007020E+000, 2.5914944E-002, 2.5914944E-002, 1.0000000E+000
 8.0000538E+000, 2.5335544E-002, 2.5335544E-002, 1.0000000E+000
 9.0009070E+000, 3.6891160E-002, 3.6891160E-002, 1.0000000E+000
 1.0001615E+001, 6.1034316E-002, 6.1034316E-002, 1.0000000E+000
 1.1003888E+001, 6.9892631E-002, 6.9892631E-002, 1.0000000E+000
 1.2002288E+001, 9.2667862E-002, 9.2667862E-002, 1.0000000E+000
 1.3005252E+001, 1.1317947E-001, 1.1317947E-001, 1.0000000E+000
 1.4000560E+001, 1.2064675E-001, 1.2064675E-001, 1.0000000E+000
 1.5005271E+001, 1.2341125E-001, 1.2341125E-001, 1.0000000E+000
 1.6007497E+001, 1.2716210E-001, 1.2716210E-001, 1.0000000E+000
 1.7005359E+001, 1.3462202E-001, 1.3462202E-001, 1.0000000E+000
 1.8001355E+001, 1.4841031E-001, 1.4841031E-001, 1.0000000E+000
 1.9004466E+001, 1.6706402E-001, 1.6706402E-001, 1.0000000E+000
 2.0005566E+001, 1.7316377E-001, 1.7316377E-001, 1.0000000E+000
 2.1005029E+001, 1.7853133E-001, 1.7853133E-001, 1.0000000E+000
 2.2001022E+001, 1.8468629E-001, 1.8468629E-001, 1.0000000E+000
 2.3001532E+001, 1.9132119E-001, 1.9132119E-001, 1.0000000E+000
 2.4001819E+001, 1.9337674E-001, 1.9337674E-001, 1.0000000E+000
 2.5002176E+001, 1.8342194E-001, 1.8342194E-001, 1.0000000E+000
 2.6000304E+001, 1.8585318E-001, 1.8585318E-001, 1.0000000E+000
 2.7002306E+001, 2.0904937E-001, 2.0904937E-001, 1.0000000E+000
 2.8001455E+001, 1.9751705E-001, 1.9751705E-001, 1.0000000E+000
 2.9000620E+001, 1.9843103E-001, 1.9843103E-001, 1.0000000E+000
 3.0004349E+001, 1.5982733E-001, 1.5982733E-001, 1.0000000E+000
 3.1004168E+001, 2.6090211E-001, 2.6090211E-001, 1.0000000E+000
