s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0193817E+000, 1.1133117E-001, 1.1133117E-001, 1.0000000E+000
 2.0126442E+000, 6.2969037E-002, 6.2969037E-002, 1.0000000E+000
 3.0009698E+000, 4.8697485E-002, 4.8697485E-002, 1.0000000E+000
 4.0106882E+000, 3.5119737E-002, 3.5119737E-002, 1.0000000E+000
 5.0023853E+000, 2.8735928E-002, 2.8735928E-002, 1.0000000E+000
 6.0021175E+000, 3.4655458E-002, 3.4655458E-002, 1.0000000E+000
 7.0021607E+000, 6.0207778E-002, 6.0207778E-002, 1.0000000E+000
 8.0019328E+000, 6.9574521E-002, 6.9574521E-002, 1.0000000E+000
 9.0009747E+000, 1.0270047E-001, 1.0270047E-001, 1.0000000E+000
 1.0004468E+001, 1.1685165E-001, 1.1685165E-001, 1.0000000E+000
 1.1005734E+001, 1.2201540E-001, 1.2201540E-001, 1.0000000E+000
 1.2002966E+001, 1.3570857E-001, 1.3570857E-001, 1.0000000E+000
 1.3004696E+001, 1.5493591E-001, 1.5493591E-001, 1.0000000E+000
 1.4001564E+001, 1.6200250E-001, 1.6200250E-001, 1.0000000E+000
 1.5000242E+001, 1.7013185E-001, 1.7013185E-001, 1.0000000E+000
 1.6004503E+001, 2.0782030E-001, 2.0782030E-001, 1.0000000E+000
 1.7004634E+001, 2.5901326E-001, 2.5901326E-001, 1.0000000E+000
 1.8002949E+001, 3.2085645E-001, 3.2085645E-001, 1.0000000E+000
 1.9004836E+001, 3.7862721E-001, 3.7862721E-001, 1.0000000E+000
 2.0002778E+001, 4.3234671E-001, 4.3234671E-001, 1.0000000E+000
 2.1005098E+001, 4.7809522E-001, 4.7809522E-001, 1.0000000E+000
 2.2002820E+001, 5.1207300E-001, 5.1207300E-001, 1.0000000E+000
 2.3000597E+001, 5.5167645E-001, 5.5167645E-001, 1.0000000E+000
 2.4004721E+001, 5.7088299E-001, 5.7088299E-001, 1.0000000E+000
 2.5001481E+001, 6.2476818E-001, 6.2476818E-001, 1.0000000E+000
 2.6002346E+001, 6.8072201E-001, 6.8072201E-001, 1.0000000E+000
 2.7004776E+001, 7.2404402E-001, 7.2404402E-001, 1.0000000E+000
 2.8002715E+001, 7.5626660E-001, 7.5626660E-001, 1.0000000E+000
 2.9000983E+001, 7.9581651E-001, 7.9581651E-001, 1.0000000E+000
 3.0002246E+001, 8.1608280E-001, 8.1608280E-001, 1.0000000E+000
 3.1001697E+001, 8.6802604E-001, 8.6802604E-001, 1.0000000E+000
