s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0084142E+000, 7.4077318E-002, 7.4077318E-002, 1.0000000E+000
 2.0027741E+000, 4.4075585E-002, 4.4075585E-002, 1.0000000E+000
 3.0046233E+000, 3.3670641E-002, 3.3670641E-002, 1.0000000E+000
 4.0008285E+000, 2.8178949E-002, 2.8178949E-002, 1.0000000E+000
 5.0083139E+000, 2.6155049E-002, 2.6155049E-002, 1.0000000E+000
 6.0057254E+000, 2.5424481E-002, 2.5424481E-002, 1.0000000E+000
 7.0021115E+000, 5.5160563E-002, 5.5160563E-002, 1.0000000E+000
 8.0061039E+000, 6.7754554E-002, 6.7754554E-002, 1.0000000E+000
 9.0020802E+000, 1.0067197E-001, 1.0067197E-001, 1.0000000E+000
 1.0005517E+001, 1.1611126E-001, 1.1611126E-001, 1.0000000E+000
 1.1004693E+001, 1.2614691E-001, 1.2614691E-001, 1.0000000E+000
 1.2001822E+001, 1.3557486E-001, 1.3557486E-001, 1.0000000E+000
 1.3005108E+001, 1.4862721E-001, 1.4862721E-001, 1.0000000E+000
 1.4002530E+001, 1.6711449E-001, 1.6711449E-001, 1.0000000E+000
 1.5002008E+001, 1.7946442E-001, 1.7946442E-001, 1.0000000E+000
 1.6003387E+001, 1.8362560E-001, 1.8362560E-001, 1.0000000E+000
 1.7003247E+001, 2.0049912E-001, 2.0049912E-001, 1.0000000E+000
 1.8001600E+001, 2.1140665E-001, 2.1140665E-001, 1.0000000E+000
 1.9001256E+001, 2.1717970E-001, 2.1717970E-001, 1.0000000E+000
 2.0002446E+001, 3.0127341E-001, 3.0127341E-001, 1.0000000E+000
 2.1002316E+001, 4.4640602E-001, 4.4640602E-001, 1.0000000E+000
 2.2003884E+001, 5.0035065E-001, 5.0035065E-001, 1.0000000E+000
 2.3001804E+001, 4.2399376E-001, 4.2399376E-001, 1.0000000E+000
 2.4000977E+001, 4.9848742E-001, 4.9848742E-001, 1.0000000E+000
 2.5003326E+001, 3.9976175E-001, 3.9976175E-001, 1.0000000E+000
 2.6003534E+001, 4.0492966E-001, 4.0492966E-001, 1.0000000E+000
 2.7000310E+001, 3.4823631E-001, 3.4823631E-001, 1.0000000E+000
 2.8004230E+001, 4.3335771E-001, 4.3335771E-001, 1.0000000E+000
 2.9002302E+001, 6.1274723E-001, 6.1274723E-001, 1.0000000E+000
 3.0001723E+001, 6.2166725E-001, 6.2166725E-001, 1.0000000E+000
 3.1000874E+001, 6.6374280E-001, 6.6374280E-001, 1.0000000E+000
