s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0049580E+000, 3.2928593E-002, 3.2928593E-002, 1.0000000E+000
 2.0142270E+000, 2.7861455E-002, 2.7861455E-002, 1.0000000E+000
 3.0119755E+000, 2.6048778E-002, 2.6048778E-002, 1.0000000E+000
 4.0015695E+000, 2.5387418E-002, 2.5387418E-002, 1.0000000E+000
 5.0001410E+000, 2.5141867E-002, 2.5141867E-002, 1.0000000E+000
 6.0007461E+000, 2.5051891E-002, 2.5051891E-002, 1.0000000E+000
 7.0008937E+000, 2.7685099E-002, 2.7685099E-002, 1.0000000E+000
 8.0008103E+000, 2.5984013E-002, 2.5984013E-002, 1.0000000E+000
 9.0049733E+000, 2.5359276E-002, 2.5359276E-002, 1.0000000E+000
 1.0006909E+001, 2.5131503E-002, 2.5131503E-002, 1.0000000E+000
 1.1000074E+001, 2.5048523E-002, 2.5048523E-002, 1.0000000E+000
 1.2004248E+001, 2.5017705E-002, 2.5017705E-002, 1.0000000E+000
 1.3002977E+001, 3.0473119E-002, 3.0473119E-002, 1.0000000E+000
 1.4003719E+001, 3.7629586E-002, 3.7629586E-002, 1.0000000E+000
 1.5005338E+001, 6.0395457E-002, 6.0395457E-002, 1.0000000E+000
 1.6003131E+001, 6.9634045E-002, 6.9634045E-002, 1.0000000E+000
 1.7001569E+001, 7.3029992E-002, 7.3029992E-002, 1.0000000E+000
 1.8006404E+001, 7.4280992E-002, 7.4280992E-002, 1.0000000E+000
 1.9000752E+001, 7.4734749E-002, 7.4734749E-002, 1.0000000E+000
 2.0002786E+001, 7.4902910E-002, 7.4902910E-002, 1.0000000E+000
 2.1002334E+001, 7.7279330E-002, 7.7279330E-002, 1.0000000E+000
 2.2002476E+001, 1.0471286E-001, 1.0471286E-001, 1.0000000E+000
 2.3001262E+001, 1.1744206E-001, 1.1744206E-001, 1.0000000E+000
 2.4003227E+001, 1.2223206E-001, 1.2223206E-001, 1.0000000E+000
 2.5005461E+001, 1.2398647E-001, 1.2398647E-001, 1.0000000E+000
 2.6001195E+001, 1.2462645E-001, 1.2462645E-001, 1.0000000E+000
 2.7000201E+001, 1.2585689E-001, 1.2585689E-001, 1.0000000E+000
 2.8001833E+001, 1.3746999E-001, 1.3746999E-001, 1.0000000E+000
 2.9005208E+001, 1.5355596E-001, 1.5355596E-001, 1.0000000E+000
 3.0004945E+001, 1.6538882E-001, 1.6538882E-001, 1.0000000E+000
 3.1004637E+001, 1.6064581E-001, 1.6064581E-001, 1.0000000E+000
