s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0026474E+000, 8.2992185E-002, 8.2992185E-002, 1.0000000E+000
 2.0034151E+000, 7.7922349E-002, 7.7922349E-002, 1.0000000E+000
 3.0041828E+000, 7.6068560E-002, 7.6068560E-002, 1.0000000E+000
 4.0000185E+000, 6.7188787E-002, 6.7188787E-002, 1.0000000E+000
 5.0048479E+000, 1.0852582E-001, 1.0852582E-001, 1.0000000E+000
 6.0041257E+000, 1.2740900E-001, 1.2740900E-001, 1.0000000E+000
 7.0041463E+000, 1.4769818E-001, 1.4769818E-001, 1.0000000E+000
 8.0016901E+000, 1.8502542E-001, 1.8502542E-001, 1.0000000E+000
 9.0027055E+000, 2.0477137E-001, 2.0477137E-001, 1.0000000E+000
 1.0002770E+001, 3.4541237E-001, 3.4541237E-001, 1.0000000E+000
 1.1002501E+001, 5.5222469E-001, 5.5222469E-001, 1.0000000E+000
 1.2001737E+001, 7.0207197E-001, 7.0207197E-001, 1.0000000E+000
 1.3004247E+001, 8.0156883E-001, 8.0156883E-001, 1.0000000E+000
 1.4000506E+001, 9.3432313E-001, 9.3432313E-001, 1.0000000E+000
 1.5003534E+001, 1.1163329E+000, 1.1163329E+000, 1.0000000E+000
 1.6001959E+001, 1.2145538E+000, 1.2145538E+000, 1.0000000E+000
 1.7002060E+001, 1.3882424E+000, 1.3882424E+000, 1.0000000E+000
 1.8000372E+001, 1.5248873E+000, 1.5248873E+000, 1.0000000E+000
 1.9002989E+001, 1.6457145E+000, 1.6457145E+000, 1.0000000E+000
 2.0002048E+001, 1.5330576E+000, 1.5330576E+000, 1.0000000E+000
 2.1004158E+001, 1.3797522E+000, 1.3797522E+000, 1.0000000E+000
 2.2001436E+001, 1.8589170E+000, 1.8589170E+000, 1.0000000E+000
 2.3001614E+001, 1.6685161E+000, 1.6685161E+000, 1.0000000E+000
 2.4002255E+001, 1.4796702E+000, 1.4796702E+000, 1.0000000E+000
 2.5001984E+001, 1.7111882E+000, 1.7111882E+000, 1.0000000E+000
 2.6004856E+001, 2.0869494E+000, 2.0869494E+000, 1.0000000E+000
 2.7002681E+001, 2.3722285E+000, 2.3722285E+000, 1.0000000E+000
 2.8001000E+001, 2.6302439E+000, 2.6302439E+000, 1.0000000E+000
 2.9004490E+001, 2.9577267E+000, 2.9577267E+000, 1.0000000E+000
 3.0002094E+001, 3.2035353E+000, 3.2035353E+000, 1.0000000E+000
 3.1001783E+001, 3.3718750E+000, 3.3718750E+000, 1.0000000E+000
 3.2001755E+001, 3.5824042E+000, 3.5824042E+000, 1.0000000E+000
 3.3004644E+001, 3.7576231E+000, 3.7576231E+000, 1.0000000E+000
 3.4003228E+001, 3.8499276E+000, 3.8499276E+000, 1.0000000E+000
 3.5003675E+001, 4.0011018E+000, 4.0011018E+000, 1.0000000E+000
 3.6001131E+001, 4.1709352E+000, 4.1709352E+000, 1.0000000E+000
 3.7003595E+001, 4.3974487E+000, 4.3974487E+000, 1.0000000E+000
 3.8001745E+001, 4.5872717E+000, 4.5872717E+000, 1.0000000E+000
 3.9001686E+001, 4.7559060E+000, 4.7559060E+000, 1.0000000E+000
 4.0002240E+001, 4.9348322E+000, 4.9348322E+000, 1.0000000E+000
 4.1000351E+001, 5.1025595E+000, 5.1025595E+000, 1.0000000E+000
 4.2000726E+001, 5.2315300E+000, 5.2315300E+000, 1.0000000E+000
 4.3000024E+001, 5.3642409E+000, 5.3642409E+000, 1.0000000E+000
 4.4001929E+001, 5.4783251E+000, 5.4783251E+000, 1.0000000E+000
 4.5000100E+001, 5.6137824E+000, 5.6137824E+000, 1.0000000E+000
 4.6000054E+001, 5.7510570E+000, 5.7510570E+000, 1.0000000E+000
 4.7000328E+001, 5.7546688E+000, 5.7546688E+000, 1.0000000E+000
 4.8004906E+001, 5.9565419E+000, 5.9565419E+000, 1.0000000E+000
 4.9004304E+001, 6.1106539E+000, 6.1106539E+000, 1.0000000E+000
 5.0001350E+001, 6.2556022E+000, 6.2556022E+000, 1.0000000E+000
 5.1003868E+001, 6.3827290E+000, 6.3827290E+000, 1.0000000E+000
 5.2003241E+001, 6.4926575E+000, 6.4926575E+000, 1.0000000E+000
 5.3003154E+001, 6.6209190E+000, 6.6209190E+000, 1.0000000E+000
 5.4001521E+001, 6.7599267E+000, 6.7599267E+000, 1.0000000E+000
 5.5000000E+001, 6.8792245E+000, 6.8792245E+000, 1.0000000E+000
