s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0058305E+000, 5.6303325E-002, 5.6303325E-002, 1.0000000E+000
 2.0035536E+000, 3.6466410E-002, 3.6466410E-002, 1.0000000E+000
 3.0024786E+000, 2.9194377E-002, 2.9194377E-002, 1.0000000E+000
 4.0122131E+000, 2.6517740E-002, 2.6517740E-002, 1.0000000E+000
 5.0056559E+000, 2.5558289E-002, 2.5558289E-002, 1.0000000E+000
 6.0003564E+000, 2.5205155E-002, 2.5205155E-002, 1.0000000E+000
 7.0052950E+000, 2.5074634E-002, 2.5074634E-002, 1.0000000E+000
 8.0029707E+000, 2.5027366E-002, 2.5027366E-002, 1.0000000E+000
 9.0076655E+000, 2.5009975E-002, 2.5009975E-002, 1.0000000E+000
 1.0004054E+001, 2.5003668E-002, 2.5003668E-002, 1.0000000E+000
 1.1003387E+001, 2.5001346E-002, 2.5001346E-002, 1.0000000E+000
 1.2001423E+001, 2.5000494E-002, 2.5000494E-002, 1.0000000E+000
 1.3001540E+001, 2.5000181E-002, 2.5000181E-002, 1.0000000E+000
 1.4004027E+001, 2.5000066E-002, 2.5000066E-002, 1.0000000E+000
 1.5000171E+001, 2.5000024E-002, 2.5000024E-002, 1.0000000E+000
 1.6003395E+001, 2.5000009E-002, 2.5000009E-002, 1.0000000E+000
 1.7000724E+001, 2.5000003E-002, 2.5000003E-002, 1.0000000E+000
 1.8003810E+001, 2.5000001E-002, 2.5000001E-002, 1.0000000E+000
 1.9006324E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.0001344E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.1005462E+001, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 2.2001217E+001, 3.2543052E-002, 3.2543052E-002, 1.0000000E+000
 2.3004117E+001, 5.9470207E-002, 5.9470207E-002, 1.0000000E+000
 2.4005706E+001, 6.9317072E-002, 6.9317072E-002, 1.0000000E+000
 2.5006587E+001, 7.2919078E-002, 7.2919078E-002, 1.0000000E+000
 2.6003378E+001, 7.4234614E-002, 7.4234614E-002, 1.0000000E+000
 2.7004208E+001, 7.4719613E-002, 7.4719613E-002, 1.0000000E+000
 2.8001539E+001, 7.4896878E-002, 7.4896878E-002, 1.0000000E+000
 2.9001968E+001, 7.4962183E-002, 7.4962183E-002, 1.0000000E+000
 3.0000845E+001, 7.4986114E-002, 7.4986114E-002, 1.0000000E+000
 3.1002438E+001, 7.4994916E-002, 7.4994916E-002, 1.0000000E+000
