s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0092637E+000, 6.3355173E-002, 6.3355173E-002, 1.0000000E+000
 2.0113526E+000, 3.8961444E-002, 3.8961444E-002, 1.0000000E+000
 3.0101066E+000, 3.2338592E-002, 3.2338592E-002, 1.0000000E+000
 4.0023631E+000, 3.0365275E-002, 3.0365275E-002, 1.0000000E+000
 5.0027768E+000, 2.6963593E-002, 2.6963593E-002, 1.0000000E+000
 6.0047798E+000, 3.2907192E-002, 3.2907192E-002, 1.0000000E+000
 7.0034269E+000, 5.9537856E-002, 5.9537856E-002, 1.0000000E+000
 8.0022793E+000, 8.8777823E-002, 8.8777823E-002, 1.0000000E+000
 9.0048149E+000, 1.1175356E-001, 1.1175356E-001, 1.0000000E+000
 1.0004752E+001, 1.2014425E-001, 1.2014425E-001, 1.0000000E+000
 1.1001525E+001, 1.2321431E-001, 1.2321431E-001, 1.0000000E+000
 1.2004931E+001, 1.4314280E-001, 1.4314280E-001, 1.0000000E+000
 1.3005441E+001, 1.6332124E-001, 1.6332124E-001, 1.0000000E+000
 1.4000885E+001, 1.6220799E-001, 1.6220799E-001, 1.0000000E+000
 1.5000303E+001, 1.7030694E-001, 1.7030694E-001, 1.0000000E+000
 1.6001130E+001, 1.7314783E-001, 1.7314783E-001, 1.0000000E+000
 1.7000673E+001, 1.9414798E-001, 1.9414798E-001, 1.0000000E+000
 1.8000985E+001, 1.7060130E-001, 1.7060130E-001, 1.0000000E+000
 1.9001459E+001, 1.4423901E-001, 1.4423901E-001, 1.0000000E+000
 2.0004784E+001, 1.8928641E-001, 1.8928641E-001, 1.0000000E+000
 2.1002051E+001, 2.0318823E-001, 2.0318823E-001, 1.0000000E+000
 2.2000623E+001, 4.8888867E-001, 4.8888867E-001, 1.0000000E+000
 2.3002705E+001, 5.8001800E-001, 5.8001800E-001, 1.0000000E+000
 2.4001263E+001, 7.2520070E-001, 7.2520070E-001, 1.0000000E+000
 2.5003305E+001, 7.8304153E-001, 7.8304153E-001, 1.0000000E+000
 2.6000211E+001, 7.8511079E-001, 7.8511079E-001, 1.0000000E+000
 2.7003617E+001, 5.8832794E-001, 5.8832794E-001, 1.0000000E+000
 2.8003491E+001, 4.1141803E-001, 4.1141803E-001, 1.0000000E+000
 2.9004489E+001, 7.2557800E-001, 7.2557800E-001, 1.0000000E+000
 3.0002796E+001, 8.0662676E-001, 8.0662676E-001, 1.0000000E+000
 3.1004552E+001, 8.4960938E-001, 8.4960938E-001, 1.0000000E+000
