s,m,,
Time,xT,x,flag val
 0.0000000E+000, 2.5000000E-002, 2.5000000E-002, 1.0000000E+000
 1.0001926E+000, 5.7882294E-002, 5.7882294E-002, 1.0000000E+000
 2.0036032E+000, 4.8659623E-002, 4.8659623E-002, 1.0000000E+000
 3.0064635E+000, 3.9228220E-002, 3.9228220E-002, 1.0000000E+000
 4.0042067E+000, 3.1031145E-002, 3.1031145E-002, 1.0000000E+000
 5.0021853E+000, 3.2345867E-002, 3.2345867E-002, 1.0000000E+000
 6.0029827E+000, 5.9385214E-002, 5.9385214E-002, 1.0000000E+000
 7.0026463E+000, 6.9270088E-002, 6.9270088E-002, 1.0000000E+000
 8.0014043E+000, 1.0048369E-001, 1.0048369E-001, 1.0000000E+000
 9.0005305E+000, 1.1599651E-001, 1.1599651E-001, 1.0000000E+000
 1.0001418E+001, 1.5157658E-001, 1.5157658E-001, 1.0000000E+000
 1.1003144E+001, 1.7241805E-001, 1.7241805E-001, 1.0000000E+000
 1.2003152E+001, 1.8206252E-001, 1.8206252E-001, 1.0000000E+000
 1.3002162E+001, 2.1139412E-001, 2.1139412E-001, 1.0000000E+000
 1.4002135E+001, 2.1356759E-001, 2.1356759E-001, 1.0000000E+000
 1.5003286E+001, 2.2482132E-001, 2.2482132E-001, 1.0000000E+000
 1.6004929E+001, 1.9245472E-001, 1.9245472E-001, 1.0000000E+000
 1.7001012E+001, 2.5236631E-001, 2.5236631E-001, 1.0000000E+000
 1.8003537E+001, 2.6438712E-001, 2.6438712E-001, 1.0000000E+000
 1.9003381E+001, 2.1275830E-001, 2.1275830E-001, 1.0000000E+000
 2.0001494E+001, 2.7275545E-001, 2.7275545E-001, 1.0000000E+000
 2.1004505E+001, 3.1861856E-001, 3.1861856E-001, 1.0000000E+000
 2.2000552E+001, 2.6095466E-001, 2.6095466E-001, 1.0000000E+000
 2.3000901E+001, 3.1243836E-001, 3.1243836E-001, 1.0000000E+000
 2.4001411E+001, 3.2159353E-001, 3.2159353E-001, 1.0000000E+000
 2.5001661E+001, 2.7738176E-001, 2.7738176E-001, 1.0000000E+000
 2.6002635E+001, 2.3202855E-001, 2.3202855E-001, 1.0000000E+000
 2.7003049E+001, 3.3508577E-001, 3.3508577E-001, 1.0000000E+000
 2.8003287E+001, 3.6267001E-001, 3.6267001E-001, 1.0000000E+000
 2.9002615E+001, 2.7335593E-001, 2.7335593E-001, 1.0000000E+000
 3.0002954E+001, 2.9078907E-001, 2.9078907E-001, 1.0000000E+000
 3.1003450E+001, 2.8886283E-001, 2.8886283E-001, 1.0000000E+000
